"id","Season","GP","Mins","G","A","Shots","SOG","FC","OFF","Y","R"
155789,"2018/2019",2,190,0,0,0,0,0,0,0,0
155789,"2017/2018",30,2857,0,0,0,0,1,0,1,0
155789,"2016/2017",16,1526,0,0,0,0,1,0,1,0
155789,"2015/2016",11,1132,1,0,1,1,0,0,0,0
155814,"2018/2019",22,1935,5,0,44,16,14,12,3,0
155814,"2017/2018",29,2117,5,2,45,17,29,10,3,0
155814,"2016/2017",1,37,0,0,1,0,0,0,0,0
155942,"2018/2019",14,838,2,1,15,8,9,9,1,0
155942,"2017/2018",31,2053,4,3,43,16,27,16,2,0
155942,"2016/2017",25,1905,3,4,45,12,39,24,4,0
155942,"2015/2016",33,2656,8,3,64,30,48,20,6,0
156174,"2018/2019",6,341,0,1,3,1,6,0,0,0
156174,"2017/2018",18,928,2,0,13,6,8,3,2,0
156174,"2016/2017",7,281,0,0,3,0,5,4,1,0
156174,"2015/2016",22,933,4,2,13,7,12,5,2,0
156184,"2018/2019",16,1268,0,1,9,3,26,0,5,0
156184,"2017/2018",17,1335,0,1,10,0,26,0,3,0
156184,"2016/2017",4,386,0,0,4,1,6,0,0,0
156184,"2015/2016",35,3180,0,0,13,3,37,0,5,0
156205,"2018/2019",12,724,0,1,4,1,8,1,1,0
156205,"2017/2018",20,1774,0,0,13,4,15,0,0,0
156205,"2016/2017",8,386,0,0,0,0,4,0,1,0
156210,"2017/2018",2,187,0,0,0,0,0,0,0,0
156210,"2015/2016",1,11,0,0,0,0,0,0,0,0
156216,"2018/2019",6,209,0,0,4,2,1,0,0,0
156216,"2017/2018",30,2049,5,3,37,18,35,11,4,0
156216,"2016/2017",23,1242,4,0,32,12,27,7,2,0
156216,"2015/2016",10,402,2,0,5,3,13,2,1,0
156255,"2018/2019",17,1531,2,1,30,6,20,0,3,0
156255,"2017/2018",35,3186,3,3,49,14,56,0,3,0
156255,"2016/2017",20,863,3,0,22,8,15,1,1,1
156255,"2015/2016",24,1272,1,1,13,7,35,1,4,2
156467,"2018/2019",15,962,0,0,23,8,15,5,2,0
156467,"2017/2018",37,2684,11,2,83,32,47,8,5,0
156467,"2016/2017",31,2460,16,3,72,32,29,13,2,0
156467,"2015/2016",29,2064,9,6,72,26,43,15,3,0
156563,"2018/2019",15,1218,0,1,6,1,16,0,3,1
156563,"2017/2018",26,2470,1,0,16,3,37,1,5,0
156563,"2016/2017",28,2484,5,1,30,13,43,1,6,1
156563,"2015/2016",32,2819,2,0,20,7,46,0,4,0
156592,"2018/2019",5,194,1,0,8,4,0,1,0,0
156592,"2017/2018",19,1245,3,0,33,11,30,2,4,1
156592,"2016/2017",30,2689,7,2,94,39,37,6,3,1
156592,"2015/2016",20,1262,1,1,25,7,21,5,3,0
156704,"2018/2019",16,1014,0,0,3,0,19,4,2,0
156704,"2017/2018",23,1677,0,0,5,0,35,2,5,0
156704,"2016/2017",19,783,0,2,14,6,21,4,0,0
156704,"2015/2016",23,1178,0,2,9,3,22,1,4,0
157070,"2018/2019",19,1797,0,0,0,0,0,0,0,0
157070,"2017/2018",35,3304,0,0,0,0,2,0,2,0
157070,"2016/2017",26,2402,0,0,0,0,1,0,0,0
157070,"2015/2016",10,946,0,0,0,0,0,0,0,0
157078,"2018/2019",23,1984,2,1,29,6,28,0,5,0
157078,"2017/2018",33,2688,3,2,37,11,45,1,2,0
157078,"2016/2017",31,2485,6,1,32,13,42,1,1,1
157078,"2015/2016",32,2934,3,4,47,20,32,10,3,0
157099,"2018/2019",12,1075,3,0,20,9,11,9,1,0
157099,"2017/2018",22,1376,5,0,29,16,17,15,2,0
157099,"2016/2017",22,1692,5,0,33,14,22,16,0,0
157496,"2018/2019",16,741,1,1,12,4,7,5,0,0
157496,"2017/2018",22,1592,2,6,20,6,21,6,2,0
157496,"2016/2017",26,2263,6,5,38,15,32,16,4,1
157496,"2015/2016",7,326,0,0,5,3,3,1,0,0
157583,"2018/2019",5,441,0,0,1,0,1,1,0,0
157583,"2017/2018",12,1155,2,0,3,2,15,0,4,0
157583,"2016/2017",20,1809,0,0,0,0,19,1,2,0
157583,"2015/2016",8,417,0,0,1,0,10,0,1,0
157687,"2018/2019",16,1474,1,0,1,1,9,0,2,0
157687,"2017/2018",25,1945,0,0,3,2,16,0,5,0
157908,"2018/2019",7,600,1,1,12,7,17,1,3,0
157908,"2017/2018",6,453,1,0,9,2,16,0,4,0
157908,"2016/2017",8,462,1,2,11,1,12,0,0,0
157937,"2018/2019",5,429,0,0,2,0,6,0,2,0
157937,"2017/2018",8,593,0,0,2,1,8,1,0,0
157937,"2016/2017",1,25,1,0,1,1,0,0,0,0
157937,"2015/2016",5,390,0,0,0,0,2,0,1,0
157946,"2018/2019",5,253,1,0,8,5,2,4,1,0
157946,"2017/2018",6,370,3,0,18,8,5,2,1,0
157946,"2016/2017",14,843,4,1,27,12,15,7,0,0
157946,"2015/2016",16,809,1,0,27,5,16,5,2,0
158013,"2018/2019",11,918,0,0,4,1,21,0,4,0
158013,"2017/2018",20,1659,0,1,7,0,34,0,8,0
158013,"2016/2017",20,1375,2,0,7,2,40,0,6,0
158199,"2018/2019",4,379,0,0,0,0,0,0,0,0
158199,"2017/2018",1,95,0,0,0,0,0,0,0,0
158199,"2015/2016",32,3057,0,0,0,0,1,0,1,0
158203,"2018/2019",14,1276,0,0,9,0,22,0,4,1
158203,"2017/2018",17,1506,0,0,12,1,37,0,3,0
158203,"2016/2017",10,436,0,0,4,1,14,0,2,0
158203,"2015/2016",20,1849,0,1,20,8,36,3,6,0
158207,"2018/2019",9,605,1,0,17,6,9,4,1,0
158305,"2018/2019",4,83,0,0,2,0,3,0,1,0
158305,"2017/2018",6,471,0,1,6,3,9,0,2,0
158305,"2016/2017",4,209,0,0,4,1,3,0,0,0
158305,"2015/2016",10,388,1,0,9,4,3,1,0,0
158311,"2018/2019",16,1368,6,4,36,9,13,0,2,0
158311,"2017/2018",30,2602,10,7,63,30,32,8,1,0
158311,"2016/2017",13,1055,1,0,24,8,15,5,0,0
158312,"2018/2019",1,96,1,0,2,1,3,0,0,0
158312,"2017/2018",28,2091,2,0,23,14,38,0,3,0
158312,"2016/2017",28,2287,1,1,19,4,38,0,4,0
158312,"2015/2016",21,1860,1,0,22,10,22,0,2,0
158313,"2018/2019",15,1430,0,0,0,0,0,0,0,0
158313,"2017/2018",25,2376,0,0,0,0,1,0,1,0
158313,"2016/2017",16,1524,0,0,0,0,1,0,1,0
158314,"2017/2018",16,1471,0,1,7,1,19,0,3,0
158314,"2016/2017",20,1785,4,0,14,7,17,1,3,0
158314,"2015/2016",16,1378,0,0,5,2,18,1,3,1
158315,"2018/2019",13,1214,1,0,4,2,16,0,4,1
158315,"2017/2018",26,1933,1,0,9,3,32,1,4,0
158315,"2016/2017",12,1030,0,0,6,0,10,1,0,0
158315,"2015/2016",1,96,0,0,1,0,2,0,0,0
158317,"2018/2019",16,1478,1,1,14,3,24,1,3,0
158317,"2017/2018",12,791,0,0,6,2,22,1,3,1
158317,"2016/2017",5,234,0,0,1,0,5,0,2,0
158317,"2015/2016",8,429,1,0,8,4,18,0,2,0
158347,"2018/2019",14,605,0,0,19,3,16,4,0,0
158347,"2017/2018",24,1659,3,3,45,21,50,4,6,1
158347,"2016/2017",10,485,1,1,14,6,21,0,1,1
158347,"2015/2016",4,102,0,0,1,0,3,0,1,0
158367,"2018/2019",18,1554,8,1,55,28,13,2,1,0
158367,"2017/2018",27,2083,3,2,49,13,27,3,4,0
158367,"2016/2017",13,988,2,0,26,8,13,0,5,0
158367,"2015/2016",7,482,0,0,18,5,9,0,2,0
158372,"2018/2019",12,909,0,0,0,0,12,0,1,0
158372,"2017/2018",10,965,0,0,3,1,7,0,1,0
158372,"2016/2017",19,1718,1,0,3,3,23,0,4,1
158372,"2015/2016",34,3477,1,0,8,2,25,0,2,0
158373,"2018/2019",13,1162,0,0,16,2,16,0,3,0
158373,"2017/2018",26,2126,4,2,34,11,25,0,5,0
158373,"2016/2017",21,1493,1,5,20,9,12,3,1,0
158373,"2015/2016",18,1007,2,2,23,6,19,1,2,0
158375,"2018/2019",8,267,0,0,2,2,7,1,1,0
158375,"2017/2018",19,973,1,0,11,5,26,13,4,0
158375,"2016/2017",29,1816,4,0,19,11,33,9,4,0
158375,"2015/2016",22,2019,14,1,60,26,49,21,2,0
158380,"2018/2019",12,1139,0,0,0,0,0,0,0,0
158380,"2017/2018",14,1259,0,0,0,0,0,0,0,0
158380,"2016/2017",4,372,0,0,0,0,0,0,0,0
158380,"2015/2016",1,93,0,0,0,0,0,0,0,0
158568,"2017/2018",18,1248,6,0,34,16,29,0,1,0
158568,"2016/2017",24,1922,0,0,43,8,46,0,8,1
158568,"2015/2016",18,1064,0,2,24,8,16,2,2,0
158657,"2018/2019",15,641,0,0,4,0,12,0,2,0
158657,"2017/2018",39,3711,5,1,52,13,53,2,7,0
158657,"2016/2017",25,2197,2,0,26,5,40,2,6,3
158657,"2015/2016",32,2717,2,0,41,8,54,2,10,2
158663,"2018/2019",21,1994,1,0,11,6,20,1,2,0
158663,"2017/2018",13,1186,1,0,2,2,21,0,3,0
158663,"2016/2017",10,880,1,0,4,2,17,1,0,0
158663,"2015/2016",21,1515,1,0,10,3,29,0,3,2
158695,"2018/2019",26,2505,0,0,18,4,28,5,1,0
158695,"2017/2018",38,3526,1,0,25,9,37,3,5,1
158695,"2016/2017",26,2243,1,0,16,4,21,1,3,1
158695,"2015/2016",18,1696,2,0,16,5,27,0,3,1
158707,"2018/2019",15,869,2,1,20,7,18,14,1,0
158707,"2017/2018",33,2786,14,2,86,39,60,38,7,0
158707,"2016/2017",18,1564,13,1,61,31,46,13,3,0
158707,"2015/2016",16,983,9,2,34,15,21,11,2,0
158813,"2018/2019",4,292,0,0,0,0,1,0,0,1
158813,"2017/2018",13,1174,0,0,1,0,18,0,2,1
158813,"2015/2016",30,2667,2,0,11,4,35,2,11,1
158894,"2018/2019",17,1512,0,1,11,2,24,1,3,1
158894,"2017/2018",26,2343,1,1,8,3,45,0,4,0
158894,"2016/2017",21,1605,0,2,9,3,22,0,3,0
158894,"2015/2016",4,319,0,0,3,1,7,0,2,0
158918,"2018/2019",24,2132,2,3,34,12,32,2,9,0
158918,"2017/2018",26,2291,11,9,53,23,21,4,4,0
158918,"2016/2017",23,1163,2,4,17,6,13,0,2,0
158918,"2015/2016",16,1160,3,3,27,11,14,3,1,0
158955,"2018/2019",3,288,0,0,0,0,4,0,1,0
158955,"2017/2018",2,192,0,0,0,0,6,0,1,0
158955,"2016/2017",2,190,0,0,0,0,5,1,0,0
159041,"2018/2019",13,1042,0,0,1,0,13,4,4,0
159041,"2017/2018",23,2147,0,3,10,1,23,5,4,0
159041,"2015/2016",26,2442,0,0,5,1,34,1,4,0
159053,"2018/2019",1,131,0,0,0,0,0,0,0,0
159053,"2017/2018",10,943,0,0,0,0,0,0,0,0
159053,"2016/2017",8,757,0,0,0,0,1,0,1,0
159053,"2015/2016",4,385,0,0,0,0,0,0,0,0
159058,"2018/2019",24,2120,0,1,8,4,38,12,6,1
159058,"2017/2018",33,3042,5,9,27,8,69,21,9,0
159058,"2016/2017",22,1856,1,2,6,3,32,1,9,1
159058,"2015/2016",10,842,0,0,4,1,16,0,1,0
159059,"2018/2019",17,1610,0,2,4,1,16,2,6,0
159059,"2017/2018",28,2413,0,1,12,3,41,0,4,0
159059,"2016/2017",10,813,0,0,3,1,10,0,2,0
159059,"2015/2016",14,1164,0,0,2,1,21,0,1,0
159061,"2018/2019",9,579,1,0,1,1,10,2,2,0
159061,"2017/2018",24,1980,0,0,5,2,37,0,4,1
159061,"2016/2017",36,3472,1,1,12,3,38,1,6,0
159061,"2015/2016",31,2912,2,0,12,3,31,2,5,1
159218,"2018/2019",21,2066,1,0,6,2,32,1,1,0
159218,"2017/2018",22,1927,0,0,7,3,33,2,2,1
159218,"2016/2017",29,2829,0,0,10,2,51,2,6,0
159218,"2015/2016",17,1627,1,0,5,3,25,0,5,0
159225,"2018/2019",22,1923,0,0,0,0,25,0,4,0
159225,"2017/2018",26,2105,0,1,2,1,39,0,5,0
159225,"2016/2017",16,1423,0,0,5,1,19,1,2,0
159253,"2016/2017",1,25,0,0,1,0,0,0,0,0
159803,"2018/2019",8,614,0,0,1,0,13,1,3,0
159803,"2017/2018",4,306,0,0,0,0,5,0,0,0
159803,"2016/2017",22,1874,0,0,15,2,21,2,2,0
159803,"2015/2016",1,4,0,0,0,0,1,0,0,0
159815,"2018/2019",13,832,2,0,14,7,15,4,1,0
159815,"2017/2018",30,2089,8,5,55,24,36,16,6,0
159815,"2016/2017",32,1317,5,0,35,13,16,11,4,0
159815,"2015/2016",30,1253,6,1,38,17,19,4,3,0
159817,"2017/2018",8,649,0,0,4,2,5,0,1,0
159817,"2016/2017",23,2107,1,0,8,3,35,0,2,0
159817,"2015/2016",32,3032,0,2,18,6,39,1,7,0
159820,"2018/2019",13,1038,4,6,22,8,16,2,0,0
159820,"2017/2018",14,1308,0,1,16,4,25,1,4,1
159820,"2016/2017",25,1569,1,1,17,6,41,2,6,0
159820,"2015/2016",20,1233,2,0,20,5,45,3,6,0
159822,"2017/2018",30,2331,4,3,54,21,58,1,8,0
159822,"2016/2017",15,648,1,0,12,2,18,1,1,0
159864,"2018/2019",21,2002,0,0,0,0,2,0,0,1
159864,"2017/2018",25,2395,0,0,0,0,4,0,4,0
159864,"2016/2017",21,2005,0,0,0,0,2,0,2,0
159864,"2015/2016",4,324,0,0,0,0,0,0,0,0
159870,"2018/2019",18,1188,1,0,19,8,15,1,3,0
159870,"2017/2018",28,2568,1,2,32,11,41,0,7,0
159870,"2016/2017",22,1799,1,0,13,4,21,1,4,0
159870,"2015/2016",18,1441,0,0,2,1,35,0,6,0
159879,"2018/2019",11,807,2,2,20,10,7,1,0,0
159879,"2017/2018",27,1989,2,1,36,12,36,1,5,0
159879,"2016/2017",23,1469,5,2,38,17,17,1,1,0
159879,"2015/2016",17,1154,1,0,20,9,18,4,2,0
159903,"2018/2019",4,185,0,0,0,0,1,0,1,0
159903,"2017/2018",17,837,1,1,5,1,3,0,0,0
159903,"2016/2017",12,860,1,3,7,2,3,0,1,0
159903,"2015/2016",17,1471,1,3,17,3,13,1,4,0
160014,"2018/2019",15,879,0,0,14,4,11,5,1,0
160014,"2016/2017",18,1200,1,2,27,11,15,6,1,1
160014,"2015/2016",9,212,0,1,3,1,7,0,2,0
160139,"2018/2019",9,591,0,0,7,0,11,0,2,1
160139,"2017/2018",14,1219,0,0,8,2,25,0,4,0
160139,"2016/2017",27,2130,1,3,20,5,50,0,7,0
160139,"2015/2016",20,1784,2,0,20,6,25,0,2,0
160152,"2018/2019",13,982,0,0,3,1,6,0,1,0
160152,"2016/2017",3,275,0,0,1,0,0,0,0,0
160152,"2015/2016",3,215,0,1,0,0,1,0,0,0
160153,"2018/2019",14,1261,0,0,21,5,16,1,3,0
160153,"2017/2018",14,1079,0,1,19,6,17,1,2,0
160153,"2016/2017",29,2593,2,2,38,9,31,1,2,0
160153,"2015/2016",28,2363,1,1,31,11,38,1,3,0
160186,"2018/2019",11,855,2,1,16,4,17,6,3,0
160186,"2017/2018",17,905,3,0,18,4,12,3,2,0
160186,"2016/2017",6,404,4,0,12,7,8,1,1,0
160187,"2018/2019",11,434,2,0,13,6,13,3,3,0
160187,"2017/2018",25,1378,9,1,38,19,29,10,5,0
160187,"2016/2017",17,874,7,0,33,13,26,8,2,0
160187,"2015/2016",21,895,5,2,19,8,20,9,3,0
160188,"2017/2018",12,807,0,0,1,1,12,1,3,0
160188,"2016/2017",12,640,0,0,1,0,7,1,1,0
160191,"2018/2019",7,663,1,0,4,1,2,0,1,0
160191,"2017/2018",10,512,0,0,0,0,11,0,0,0
160191,"2016/2017",9,767,0,0,0,0,14,0,1,0
160192,"2017/2018",5,466,0,0,2,2,8,0,1,0
160192,"2016/2017",8,729,0,0,3,0,11,1,0,0
160192,"2015/2016",6,389,0,0,1,0,5,0,1,0
160291,"2018/2019",6,363,0,1,5,2,2,2,0,0
160291,"2017/2018",24,1698,0,5,19,4,26,4,3,0
160291,"2016/2017",31,1911,3,3,26,11,24,5,2,0
160291,"2015/2016",36,2827,7,4,50,21,30,2,1,0
160294,"2018/2019",14,1327,1,0,13,2,16,0,0,0
160294,"2017/2018",14,929,0,0,3,2,8,0,1,0
160294,"2016/2017",23,2125,0,0,14,5,24,0,1,0
160294,"2015/2016",29,2506,1,0,30,8,25,0,2,0
160296,"2018/2019",16,1509,1,1,7,2,17,3,3,1
160296,"2017/2018",24,2187,1,4,5,3,30,1,4,0
160296,"2016/2017",36,3436,1,3,32,13,50,0,7,0
160296,"2015/2016",24,2176,0,0,10,2,35,1,4,0
160297,"2018/2019",1,8,0,0,0,0,1,0,0,0
160297,"2017/2018",14,322,0,0,9,1,8,1,2,0
160297,"2016/2017",2,115,0,0,2,0,1,1,0,0
160297,"2015/2016",2,79,0,0,0,0,0,0,0,0
160309,"2017/2018",5,405,0,0,3,0,10,0,2,0
160445,"2018/2019",22,1386,2,3,21,12,9,3,3,0
160445,"2017/2018",31,2139,3,0,24,9,26,5,4,0
160445,"2016/2017",26,1956,1,2,30,12,21,1,4,0
160445,"2015/2016",31,2629,0,3,16,4,28,0,4,0
160621,"2018/2019",17,1265,0,1,7,0,16,1,4,0
160621,"2017/2018",13,778,0,1,3,1,16,0,6,0
160621,"2016/2017",21,1805,2,0,29,8,21,2,1,0
160621,"2015/2016",24,2268,5,0,36,8,39,2,7,0
161084,"2018/2019",16,1322,10,1,27,20,10,12,0,0
161084,"2017/2018",14,701,2,0,15,5,9,6,1,0
161084,"2016/2017",16,1018,3,2,28,10,12,5,2,0
161084,"2015/2016",2,53,1,0,1,1,1,0,0,0
161216,"2018/2019",6,359,0,0,0,0,8,1,1,0
161221,"2018/2019",7,376,0,1,6,4,7,0,0,0
161221,"2016/2017",3,154,0,0,4,0,4,0,0,0
161221,"2015/2016",7,305,1,0,5,2,8,0,2,0
161232,"2018/2019",14,1340,2,0,9,4,22,1,2,0
161232,"2017/2018",29,2743,1,0,18,4,71,0,5,1
161232,"2016/2017",3,186,0,0,2,0,1,0,0,0
161232,"2015/2016",1,93,0,0,0,0,0,0,0,0
161233,"2018/2019",15,830,2,2,24,9,11,2,1,0
161233,"2017/2018",8,345,3,0,11,8,5,3,0,0
161233,"2016/2017",31,2261,8,2,66,28,42,6,2,0
161233,"2015/2016",22,1938,7,1,44,22,19,4,1,0
161235,"2018/2019",11,959,0,0,2,1,14,0,3,2
161235,"2017/2018",19,1606,1,0,11,2,15,0,2,0
161235,"2016/2017",7,668,1,0,1,1,6,0,1,0
161235,"2015/2016",1,93,0,0,0,0,3,0,1,0
161276,"2016/2017",20,1862,0,0,0,0,1,0,1,0
161276,"2015/2016",2,156,0,0,0,0,0,0,0,0
161288,"2018/2019",22,1614,8,2,45,17,22,5,1,0
161288,"2017/2018",26,1940,15,5,70,36,26,13,3,0
161288,"2016/2017",19,902,0,1,30,5,14,6,0,0
161288,"2015/2016",7,228,2,0,10,5,1,0,0,0
161291,"2018/2019",19,1209,5,1,26,9,15,4,0,0
161291,"2017/2018",23,925,0,1,17,7,16,2,2,0
161291,"2016/2017",36,2933,5,10,64,24,43,16,1,0
161291,"2015/2016",30,2577,3,8,64,23,46,18,2,0
161299,"2018/2019",21,1987,0,0,4,2,18,0,3,0
161299,"2017/2018",13,1238,1,0,12,5,13,0,1,0
161299,"2016/2017",16,1323,1,0,5,3,26,1,1,0
161299,"2015/2016",15,1384,2,0,6,3,20,0,5,0
161307,"2018/2019",21,1892,2,2,12,3,24,2,2,1
161307,"2017/2018",29,1611,2,2,24,13,19,12,1,0
161307,"2016/2017",29,2058,4,6,29,12,31,4,3,0
161307,"2015/2016",32,2531,4,8,33,10,43,6,3,0
161483,"2018/2019",22,1875,3,0,36,13,23,3,3,0
161483,"2017/2018",19,1361,0,1,22,6,14,2,0,0
161483,"2016/2017",9,402,0,0,7,1,3,1,1,0
161773,"2018/2019",7,670,0,0,0,0,0,0,0,0
161773,"2017/2018",3,293,0,0,0,0,0,0,0,0
161773,"2016/2017",3,235,0,0,0,0,0,0,0,0
161773,"2015/2016",2,220,0,0,0,0,0,0,0,0
161781,"2018/2019",9,234,2,1,8,4,4,0,1,0
161781,"2017/2018",7,299,0,0,3,0,3,1,0,0
161781,"2016/2017",6,205,0,0,1,0,0,0,0,0
161781,"2015/2016",24,1245,3,1,14,7,22,6,5,0
161785,"2018/2019",5,487,0,0,3,0,8,0,3,0
161785,"2017/2018",12,978,0,0,3,1,17,0,6,0
161785,"2016/2017",7,631,0,0,2,1,10,0,1,0
161785,"2015/2016",3,212,0,0,0,0,4,0,2,0
161786,"2018/2019",7,384,0,1,2,1,12,0,0,0
161786,"2016/2017",21,1702,6,7,28,9,23,3,3,0
161786,"2015/2016",11,404,1,2,7,2,6,0,0,0
161787,"2017/2018",32,3065,0,0,0,0,1,0,1,0
161787,"2016/2017",30,2812,0,0,1,0,2,0,3,0
161787,"2015/2016",1,94,0,0,0,0,0,0,0,0
161792,"2018/2019",8,148,0,1,2,0,3,0,0,1
161792,"2017/2018",28,2188,2,0,25,9,58,5,4,0
161792,"2016/2017",17,882,2,2,17,6,16,0,3,0
161792,"2015/2016",11,733,1,1,15,6,18,2,4,1
161795,"2018/2019",2,47,0,0,2,0,1,0,0,0
161795,"2017/2018",15,1014,0,2,23,6,14,4,2,0
161795,"2016/2017",22,1670,2,4,38,12,42,2,4,0
161795,"2015/2016",10,536,2,2,7,5,7,1,0,0
161804,"2018/2019",12,1019,0,1,8,3,28,2,4,0
161804,"2017/2018",34,2915,1,1,22,8,59,0,9,0
161804,"2016/2017",14,836,1,1,9,2,16,0,0,0
162021,"2017/2018",38,3613,0,0,0,0,1,0,1,0
162021,"2016/2017",39,3694,0,0,0,0,1,0,1,0
162021,"2015/2016",10,977,0,0,0,0,0,0,0,0
162024,"2018/2019",5,228,1,0,4,1,8,2,2,0
162024,"2017/2018",1,97,1,0,4,3,5,1,0,0
162024,"2016/2017",6,479,2,1,12,6,11,7,3,0
162024,"2015/2016",8,707,3,0,17,6,34,7,3,0
162037,"2018/2019",18,1723,0,0,0,0,3,0,2,0
162037,"2017/2018",29,2769,0,0,0,0,2,0,2,0
162037,"2015/2016",10,983,1,0,1,1,0,0,0,0
162065,"2018/2019",17,1487,0,0,2,0,18,0,3,0
162065,"2017/2018",27,2556,2,0,15,3,24,2,9,1
162065,"2016/2017",15,1238,2,0,6,2,18,0,5,0
162065,"2015/2016",4,379,0,0,1,0,4,0,1,0
162148,"2018/2019",18,1679,1,0,8,2,18,0,2,0
162148,"2017/2018",18,1533,0,1,1,0,30,0,4,0
162148,"2016/2017",16,1369,0,1,4,1,12,0,2,0
162148,"2015/2016",20,1630,0,0,9,1,10,0,2,1
162151,"2018/2019",14,1112,0,2,43,15,7,2,1,0
162151,"2017/2018",25,1712,6,1,46,23,20,0,3,0
162151,"2016/2017",18,940,1,1,35,9,9,2,0,0
162151,"2015/2016",25,1901,6,2,70,29,29,6,4,0
162233,"2018/2019",19,1816,0,0,0,0,0,0,0,0
162233,"2017/2018",27,2559,0,0,0,0,1,0,1,1
162233,"2016/2017",16,1474,0,0,0,0,1,0,1,1
162233,"2015/2016",2,192,0,0,0,0,1,0,0,0
162234,"2018/2019",1,95,0,0,1,0,0,0,0,0
162234,"2017/2018",18,1651,1,1,5,2,17,3,1,0
162234,"2016/2017",19,1674,0,1,8,3,27,10,6,0
162234,"2015/2016",5,269,0,1,2,0,1,1,0,1
162250,"2018/2019",20,1574,2,2,27,9,26,3,6,0
162250,"2017/2018",5,444,1,0,10,5,9,0,1,0
162507,"2018/2019",16,1553,0,0,0,0,2,0,2,0
162507,"2017/2018",2,139,0,0,0,0,0,0,0,0
162507,"2016/2017",27,2572,0,0,0,0,1,0,1,0
162514,"2018/2019",18,964,1,1,13,1,21,3,7,1
162514,"2017/2018",22,1126,0,1,24,6,26,2,2,0
162514,"2016/2017",30,1466,0,2,20,7,42,2,8,0
162514,"2015/2016",14,546,0,2,10,3,17,0,3,0
162530,"2018/2019",14,1204,1,1,2,2,14,2,2,0
162530,"2017/2018",27,2513,5,2,18,9,30,3,5,0
162530,"2016/2017",33,3077,1,0,13,4,33,2,7,1
162551,"2018/2019",8,752,0,0,2,0,8,0,2,0
162551,"2017/2018",7,610,0,0,0,0,6,0,0,0
162551,"2016/2017",19,1682,1,0,2,1,24,0,5,0
162551,"2015/2016",9,733,0,0,1,0,15,0,2,0
162554,"2018/2019",21,1294,3,1,52,14,17,5,2,1
162554,"2017/2018",42,2574,8,11,71,25,37,3,5,0
162554,"2016/2017",22,1685,6,3,55,21,22,3,4,0
162554,"2015/2016",28,2115,4,6,67,18,34,5,4,0
162620,"2018/2019",16,1501,0,0,8,2,15,0,8,0
162620,"2017/2018",28,2504,1,0,7,3,43,0,9,0
162620,"2016/2017",28,2399,1,1,13,3,44,0,5,0
162620,"2015/2016",13,1058,0,0,3,1,15,0,1,1
162639,"2018/2019",19,1529,1,0,9,4,28,1,8,1
162639,"2017/2018",27,2023,6,1,28,13,57,0,7,1
162639,"2016/2017",24,2154,2,3,19,10,58,0,6,0
162639,"2015/2016",21,1607,0,0,28,7,34,1,5,0
162710,"2018/2019",24,2300,1,0,18,5,66,0,10,0
162710,"2017/2018",20,1540,0,0,19,3,45,1,5,1
162710,"2016/2017",27,1915,1,1,25,3,37,0,8,0
162710,"2015/2016",27,2367,0,1,21,4,57,0,13,0
162711,"2018/2019",14,1111,7,0,29,15,49,10,0,0
162711,"2017/2018",1,98,1,0,3,1,1,2,0,0
162711,"2016/2017",26,1754,5,2,42,15,44,22,2,0
162908,"2018/2019",18,1268,8,2,47,18,18,11,3,0
162908,"2017/2018",30,2386,10,2,47,24,43,25,9,0
162908,"2016/2017",33,2239,9,2,64,29,56,24,7,0
162908,"2015/2016",29,1835,7,3,36,17,21,25,2,0
163049,"2018/2019",14,1245,0,0,4,2,17,0,3,0
163049,"2017/2018",1,91,0,0,0,0,1,0,0,0
163186,"2017/2018",1,96,0,0,0,0,0,0,0,0
163186,"2016/2017",2,150,0,0,0,0,0,0,0,0
163186,"2015/2016",2,106,0,0,0,0,0,0,0,0
163232,"2018/2019",17,1525,0,0,0,0,1,0,0,1
163232,"2016/2017",4,324,0,0,0,0,0,0,0,0
163232,"2015/2016",1,59,0,0,0,0,0,0,0,0
163320,"2018/2019",11,921,0,0,6,2,23,2,4,0
163320,"2017/2018",19,1615,4,0,9,6,39,2,7,0
163320,"2015/2016",13,1254,1,0,5,2,32,3,5,0
163479,"2018/2019",13,650,1,0,7,5,6,4,2,0
163479,"2017/2018",14,823,1,2,17,7,10,6,0,0
163479,"2016/2017",15,815,1,0,13,4,13,15,1,0
163479,"2015/2016",27,1913,9,0,37,22,22,22,1,0
163500,"2017/2018",25,2251,1,2,19,5,46,4,8,0
163500,"2016/2017",23,2027,1,1,5,3,44,2,7,1
163500,"2015/2016",10,751,0,0,3,1,11,0,2,2
163554,"2018/2019",18,1672,0,0,4,1,6,0,1,1
163554,"2017/2018",30,2573,1,1,11,2,15,1,2,1
163554,"2016/2017",24,2003,0,0,9,2,23,1,3,0
163554,"2015/2016",17,1435,2,0,7,3,11,0,0,1
163601,"2018/2019",2,160,1,0,2,1,1,0,0,0
163601,"2017/2018",19,939,0,0,5,2,15,0,5,0
163601,"2016/2017",20,1133,1,0,12,2,20,0,3,0
163756,"2018/2019",26,2421,2,1,7,2,36,2,4,0
163756,"2017/2018",18,1615,0,0,4,1,20,0,2,1
163756,"2015/2016",22,1897,0,0,7,1,30,3,7,0
163988,"2018/2019",20,1750,0,1,15,1,18,0,2,0
163988,"2017/2018",18,1609,1,1,11,2,18,1,1,0
