"id","Season","GP","Mins","G","A","Shots","SOG","FC","OFF","Y","R"
37000,"2017/2018",16,1386,5,0,23,15,27,12,8,0
37000,"2016/2017",9,814,4,0,25,10,25,10,2,0
37000,"2015/2016",5,250,0,0,1,1,7,1,2,0
37007,"2018/2019",3,263,0,0,1,0,1,0,0,0
37007,"2017/2018",18,1623,0,0,4,0,25,0,9,0
37007,"2016/2017",15,1355,1,1,2,2,29,0,4,0
37007,"2015/2016",10,1040,0,0,6,1,12,1,2,0
37009,"2018/2019",5,475,0,0,2,0,6,0,3,0
37009,"2015/2016",14,1295,0,0,3,0,26,1,7,0
37019,"2018/2019",10,802,0,0,9,1,19,1,3,0
37019,"2017/2018",17,1323,0,0,1,1,35,0,6,1
37019,"2016/2017",11,1035,0,0,4,0,21,0,4,0
37019,"2015/2016",19,1339,0,0,6,0,31,0,3,1
37023,"2018/2019",17,1625,4,0,12,5,19,0,1,0
37023,"2017/2018",29,2211,0,0,16,3,30,0,2,0
37023,"2016/2017",18,1369,1,2,16,6,23,0,4,1
37023,"2015/2016",12,720,0,0,4,0,16,0,2,0
37028,"2017/2018",27,2212,4,1,34,15,47,26,4,0
37028,"2016/2017",2,131,0,0,3,1,2,2,0,0
37038,"2018/2019",15,1143,3,1,16,7,31,1,5,0
37038,"2017/2018",26,2209,0,0,24,4,53,2,8,0
37038,"2016/2017",27,1868,1,0,27,8,33,0,6,0
37038,"2015/2016",18,1580,2,4,21,5,32,2,6,1
37041,"2018/2019",9,771,0,0,5,3,8,0,2,0
37041,"2017/2018",13,1152,2,0,4,2,18,0,4,0
37041,"2016/2017",6,480,0,0,1,0,9,0,1,0
37041,"2015/2016",7,667,0,1,5,2,9,0,0,0
37042,"2018/2019",14,1323,1,1,5,2,23,0,1,0
37042,"2017/2018",20,1722,0,0,5,0,21,1,2,0
37042,"2016/2017",14,1179,2,0,10,3,19,0,1,0
37042,"2015/2016",6,571,0,0,0,0,12,0,4,0
37044,"2018/2019",2,142,0,0,6,0,1,0,0,0
37044,"2016/2017",1,31,0,0,1,1,0,0,0,0
37046,"2018/2019",14,1299,1,1,7,2,24,1,4,0
37046,"2017/2018",25,2324,3,3,25,9,42,6,4,0
37046,"2016/2017",18,1636,0,1,8,3,29,0,4,0
37046,"2015/2016",16,1361,1,1,8,1,31,0,6,0
37059,"2018/2019",1,96,0,0,0,0,0,0,0,0
37059,"2017/2018",2,188,0,0,0,0,0,0,0,0
37059,"2016/2017",1,95,0,0,0,0,0,0,0,0
37059,"2015/2016",15,1365,0,0,0,0,0,0,0,0
37066,"2018/2019",15,1237,0,1,9,0,15,0,4,0
37066,"2017/2018",29,2698,2,0,45,11,44,2,8,0
37066,"2016/2017",28,2546,1,0,19,10,43,1,10,0
37066,"2015/2016",20,1571,1,0,18,4,26,1,4,0
37070,"2018/2019",15,1344,1,2,6,1,12,0,3,0
37070,"2017/2018",30,2833,0,2,10,2,24,3,3,0
37070,"2016/2017",30,2815,0,0,5,2,26,6,2,0
37070,"2015/2016",25,2299,0,3,5,1,28,3,5,0
37071,"2018/2019",17,1597,4,5,26,11,23,0,1,0
37071,"2017/2018",20,1812,7,5,26,15,19,1,2,1
37071,"2016/2017",15,1363,0,2,11,2,15,0,3,1
37071,"2015/2016",24,2108,1,1,31,3,36,0,6,0
37075,"2018/2019",4,380,0,0,3,0,5,0,0,0
37075,"2017/2018",21,1468,0,0,16,3,35,0,1,0
37075,"2016/2017",4,333,0,0,1,0,8,0,1,0
37075,"2015/2016",3,293,0,0,1,0,10,0,2,0
37143,"2017/2018",30,2560,12,5,61,27,46,26,6,0
37143,"2016/2017",20,1530,7,1,35,13,19,14,2,0
37143,"2015/2016",20,1605,5,2,40,23,28,27,1,0
37153,"2018/2019",13,1195,0,0,7,2,12,0,3,0
37153,"2017/2018",31,2860,1,0,7,3,31,2,2,0
37153,"2016/2017",31,2900,0,0,7,4,29,1,2,1
37153,"2015/2016",25,2311,2,1,11,5,13,1,3,0
37166,"2018/2019",16,1525,4,3,27,12,23,1,6,0
37166,"2017/2018",34,3109,10,16,78,24,55,12,8,0
37166,"2016/2017",18,1502,2,1,20,12,25,7,1,1
37166,"2015/2016",7,634,5,0,16,9,10,2,2,0
37181,"2018/2019",19,1796,2,2,19,7,45,0,8,0
37181,"2017/2018",33,3021,2,3,33,12,80,4,10,1
37181,"2016/2017",34,3048,2,2,30,7,81,1,7,1
37181,"2015/2016",32,2883,1,1,24,5,93,2,11,1
37270,"2018/2019",18,1178,2,1,10,5,20,1,3,0
37270,"2017/2018",20,1322,1,0,7,3,31,1,5,0
37270,"2016/2017",27,1788,0,3,13,5,41,1,5,0
37270,"2015/2016",9,800,0,1,7,3,14,0,4,0
37336,"2018/2019",20,1881,3,2,31,4,33,1,3,0
37336,"2017/2018",14,1293,0,0,9,1,13,0,3,0
37336,"2016/2017",33,3048,1,1,11,1,36,1,1,1
37336,"2015/2016",32,2983,0,0,24,4,42,1,8,0
37343,"2018/2019",19,1163,3,0,23,10,20,1,1,0
37343,"2017/2018",33,2475,4,1,21,8,34,2,5,0
37343,"2016/2017",29,2164,10,5,44,16,23,9,4,1
37347,"2018/2019",15,1430,1,1,12,3,18,1,3,0
37347,"2017/2018",32,2773,2,2,15,4,60,3,9,1
37347,"2016/2017",24,2095,0,3,6,2,24,2,0,1
37347,"2015/2016",18,1581,0,1,10,2,25,1,4,1
37357,"2018/2019",19,1553,2,4,27,15,14,11,7,0
37357,"2017/2018",33,3022,6,1,48,21,28,9,5,1
37357,"2016/2017",20,1714,3,3,28,10,15,5,1,0
37357,"2015/2016",6,305,0,0,7,2,4,2,0,0
37358,"2018/2019",21,1923,2,0,9,4,5,1,2,0
37358,"2017/2018",14,1326,1,1,10,4,8,1,2,0
37358,"2015/2016",24,1728,1,0,2,1,31,2,5,2
37369,"2018/2019",20,1643,0,2,31,12,23,4,3,0
37369,"2017/2018",14,1118,2,0,23,6,7,4,1,0
37369,"2016/2017",6,309,0,0,5,2,4,0,1,0
37369,"2015/2016",8,528,0,0,8,3,10,2,1,0
37370,"2018/2019",20,1708,4,4,22,7,10,2,0,0
37370,"2017/2018",30,2651,3,5,23,11,14,2,2,0
37370,"2016/2017",31,2509,5,11,25,10,20,1,2,0
37370,"2015/2016",35,2786,4,7,33,14,18,1,1,0
37398,"2018/2019",7,423,3,1,9,5,2,8,0,0
37398,"2016/2017",8,260,2,0,5,2,5,1,0,0
37398,"2015/2016",11,343,1,0,3,3,6,3,0,0
37408,"2018/2019",17,1534,2,1,19,7,24,0,4,0
37408,"2017/2018",27,2489,3,2,29,10,33,2,11,0
37408,"2016/2017",22,2043,2,3,18,5,32,0,3,1
37414,"2018/2019",18,1027,2,1,19,8,10,5,1,0
37414,"2017/2018",32,2441,11,9,57,28,27,11,2,0
37414,"2016/2017",17,1313,5,3,37,15,16,3,0,1
37414,"2015/2016",17,992,1,2,13,3,12,2,2,0
37435,"2018/2019",14,1176,2,0,5,2,13,0,3,1
37435,"2017/2018",29,2557,1,0,11,1,27,1,7,0
37435,"2016/2017",17,1606,1,1,12,3,15,1,1,0
37435,"2015/2016",7,629,0,0,4,3,4,0,2,0
37440,"2018/2019",16,948,0,0,12,7,10,1,1,0
37440,"2017/2018",29,1698,1,5,30,12,11,0,1,0
37440,"2016/2017",32,2511,6,9,53,19,20,8,2,0
37440,"2015/2016",32,2638,4,6,69,19,12,8,0,0
37451,"2018/2019",21,2028,0,0,0,0,2,0,2,0
37451,"2017/2018",24,2252,0,0,0,0,2,0,2,0
37451,"2016/2017",14,1284,0,0,0,0,1,0,1,0
37451,"2015/2016",35,3366,0,0,1,0,3,0,3,0
37453,"2018/2019",18,1698,0,0,5,0,41,0,3,0
37453,"2017/2018",33,3058,11,1,49,24,85,7,7,0
37626,"2018/2019",22,2114,11,0,55,23,46,15,3,0
37626,"2017/2018",28,1893,10,1,53,20,34,13,3,0
37626,"2016/2017",25,2250,21,1,78,46,31,16,3,0
37626,"2015/2016",35,3275,22,3,89,44,71,30,3,0
37628,"2018/2019",22,1322,5,1,37,13,38,11,3,0
37628,"2017/2018",20,1412,6,0,44,15,33,16,3,0
37628,"2016/2017",23,1544,4,1,42,11,37,26,3,0
37628,"2015/2016",26,1334,3,2,28,14,34,15,3,0
37635,"2018/2019",5,216,0,0,0,0,3,0,2,0
37635,"2017/2018",23,2151,2,0,11,5,26,1,8,0
37635,"2016/2017",24,2212,2,0,14,6,41,1,5,1
37635,"2015/2016",18,967,0,0,9,0,7,0,2,0
37659,"2018/2019",16,1093,0,0,4,1,30,0,0,0
37659,"2017/2018",26,2154,2,1,8,4,60,0,3,0
37659,"2016/2017",1,57,0,0,0,0,1,0,0,0
37659,"2015/2016",1,48,0,0,0,0,0,0,0,0
37761,"2018/2019",10,795,1,0,1,1,16,0,2,1
37761,"2017/2018",10,761,0,0,4,2,17,1,4,0
37761,"2016/2017",34,3116,1,1,30,8,48,0,8,2
37761,"2015/2016",34,2869,1,2,18,6,43,0,9,0
37828,"2018/2019",18,1686,1,0,10,4,15,0,5,1
37828,"2017/2018",18,1610,1,0,11,2,11,1,3,0
37828,"2016/2017",20,1749,0,0,9,3,18,1,2,0
37828,"2015/2016",24,2047,0,0,11,2,19,1,1,1
37850,"2017/2018",16,1039,4,2,14,6,13,2,3,0
37850,"2016/2017",24,2135,6,4,42,18,28,7,6,0
37850,"2015/2016",32,2608,5,4,48,20,36,8,6,0
37856,"2018/2019",15,1136,3,8,27,11,7,0,1,0
37856,"2017/2018",29,2092,2,5,28,9,13,0,4,0
37856,"2016/2017",35,2778,6,4,46,10,29,1,2,0
37856,"2015/2016",34,2662,4,7,29,11,18,2,1,0
37890,"2018/2019",10,821,0,0,1,1,15,2,3,0
37890,"2017/2018",18,1070,1,1,7,3,25,0,4,0
37890,"2016/2017",24,1816,0,1,11,1,48,2,5,0
37890,"2015/2016",30,2392,0,3,21,6,44,0,9,0
37905,"2017/2018",33,3116,0,0,0,0,1,0,1,0
37905,"2016/2017",34,3202,0,0,0,0,0,0,0,0
37905,"2015/2016",20,1892,0,0,0,0,0,0,0,0
37915,"2018/2019",15,1366,7,0,50,21,20,17,4,1
37915,"2015/2016",20,1052,3,0,21,9,12,18,0,0
37958,"2018/2019",17,785,0,1,19,5,14,7,0,0
37958,"2017/2018",21,1012,3,1,26,10,16,8,1,0
37958,"2016/2017",32,2119,8,1,53,19,34,13,4,0
37958,"2015/2016",34,1755,3,3,72,24,30,15,1,0
38210,"2018/2019",8,559,0,0,4,1,5,0,0,0
38210,"2017/2018",33,3069,3,2,19,7,12,1,2,0
38210,"2016/2017",14,1307,1,2,7,1,4,0,2,0
38210,"2015/2016",22,1849,1,1,8,3,10,0,1,0
38223,"2018/2019",14,835,2,0,31,10,10,0,2,0
38223,"2017/2018",9,351,0,0,12,6,7,1,2,0
38223,"2016/2017",13,1208,3,0,44,16,16,2,3,0
38223,"2015/2016",17,1412,4,2,52,19,22,2,4,0
38225,"2018/2019",15,727,2,1,14,8,16,3,2,0
38225,"2017/2018",11,586,0,0,6,2,10,3,1,0
38225,"2016/2017",18,1576,3,1,26,10,39,6,3,1
38225,"2015/2016",16,1298,6,4,30,15,36,4,4,0
38228,"2018/2019",16,1232,1,6,30,4,13,2,0,0
38228,"2017/2018",21,1661,12,2,31,18,20,2,2,0
38228,"2016/2017",35,2821,8,4,67,31,27,4,1,0
38228,"2015/2016",22,1542,4,1,31,10,15,7,2,0
38232,"2018/2019",15,1242,1,0,13,4,24,0,4,1
38232,"2017/2018",28,2366,0,1,27,8,45,0,9,0
38232,"2016/2017",21,1837,0,0,11,3,30,0,6,0
38232,"2015/2016",19,1459,0,0,11,0,33,0,5,0
38271,"2018/2019",9,573,1,0,9,2,5,1,1,0
38271,"2017/2018",25,2075,9,3,47,23,19,13,1,0
38271,"2016/2017",28,2562,9,2,50,28,24,16,6,0
38271,"2015/2016",30,2424,10,1,65,36,13,6,3,0
38339,"2018/2019",3,58,0,0,2,0,2,0,1,0
38339,"2017/2018",25,1337,5,0,39,18,13,0,5,0
38339,"2016/2017",7,177,0,0,2,1,2,0,1,0
38339,"2015/2016",20,1349,8,1,53,17,6,1,3,1
38482,"2018/2019",19,1810,0,0,0,0,1,0,1,0
38482,"2017/2018",21,1927,0,0,0,0,0,0,1,0
38482,"2016/2017",1,95,0,0,0,0,0,0,0,0
38482,"2015/2016",2,134,0,0,0,0,0,0,0,0
38484,"2018/2019",22,2098,0,0,0,0,0,0,0,0
38484,"2017/2018",36,3440,0,0,1,0,2,0,2,0
38484,"2016/2017",2,182,0,0,0,0,1,0,0,0
38484,"2015/2016",33,3101,0,0,0,0,1,0,1,0
38486,"2017/2018",3,274,0,1,1,0,3,1,0,0
38486,"2016/2017",9,806,1,1,6,3,6,0,3,0
38486,"2015/2016",21,1833,0,0,8,1,21,1,2,0
38739,"2018/2019",11,906,1,0,5,1,8,0,3,0
38739,"2017/2018",19,1760,1,0,8,4,25,0,7,0
38739,"2016/2017",3,260,0,0,1,1,4,0,0,0
38739,"2015/2016",30,2896,4,0,16,7,41,0,9,0
38902,"2017/2018",7,588,0,0,5,1,14,1,1,0
38963,"2018/2019",14,1099,5,2,27,16,23,1,2,0
38963,"2017/2018",26,2288,7,2,44,17,49,2,5,1
38963,"2016/2017",24,1969,3,2,37,10,49,5,4,1
38963,"2015/2016",21,1706,6,0,58,24,42,7,6,0
39030,"2018/2019",3,289,0,0,0,0,0,0,0,0
39030,"2017/2018",28,2600,0,0,0,0,1,0,1,0
39030,"2016/2017",18,1658,0,0,0,0,1,0,0,1
39030,"2015/2016",6,567,0,0,0,0,0,0,0,0
39035,"2017/2018",3,288,0,0,0,0,0,0,0,0
39035,"2016/2017",14,1310,0,0,0,0,2,0,1,1
39035,"2015/2016",14,1325,0,0,0,0,1,0,1,0
39042,"2018/2019",10,790,0,0,0,0,4,0,0,0
39042,"2017/2018",14,1245,0,2,4,0,16,2,4,2
39042,"2016/2017",26,2243,0,4,8,1,38,3,5,1
39042,"2015/2016",5,417,0,0,3,2,9,1,0,0
39048,"2018/2019",17,1531,2,2,8,3,18,0,3,0
39048,"2017/2018",36,3385,1,0,16,3,30,1,4,0
39048,"2016/2017",36,3391,3,1,24,7,43,0,4,0
39048,"2015/2016",21,1898,1,0,14,2,13,0,3,0
39064,"2018/2019",10,888,0,0,1,0,12,0,2,0
39064,"2017/2018",19,1513,0,2,11,2,24,0,4,0
39064,"2016/2017",26,1785,0,0,10,2,31,5,5,0
39064,"2015/2016",15,1100,2,1,7,3,18,1,1,0
39066,"2018/2019",12,945,0,1,14,4,37,1,7,0
39096,"2018/2019",15,1344,0,0,5,2,28,1,2,0
39096,"2017/2018",25,2160,0,3,4,0,30,0,2,0
39096,"2016/2017",28,2361,0,1,4,0,35,0,7,1
39096,"2015/2016",13,1013,0,0,1,0,15,1,2,1
39100,"2018/2019",10,780,0,0,8,2,7,0,1,0
39100,"2017/2018",27,2516,2,0,23,5,47,1,5,2
39100,"2016/2017",9,627,0,0,3,0,16,0,4,0
39100,"2015/2016",24,1414,0,0,8,1,36,0,2,0
39114,"2018/2019",17,1529,5,0,23,7,11,1,1,0
39114,"2017/2018",18,1037,0,0,12,4,19,0,4,1
39114,"2016/2017",12,960,1,0,8,2,9,0,2,0
39114,"2015/2016",15,919,1,0,3,1,7,0,0,0
39117,"2018/2019",12,1085,1,0,10,1,18,0,5,0
39117,"2017/2018",32,2812,1,1,25,3,45,0,10,0
39117,"2016/2017",30,2253,2,1,23,6,38,1,6,1
39117,"2015/2016",25,1959,2,0,19,4,30,2,8,1
39150,"2018/2019",21,1957,3,0,9,4,7,2,3,0
39150,"2017/2018",30,2889,3,2,11,5,19,0,5,0
39150,"2016/2017",25,2366,1,1,14,5,21,4,3,0
39150,"2015/2016",10,862,1,1,5,2,7,0,2,0
39152,"2018/2019",20,1761,1,0,6,3,17,0,4,0
39152,"2017/2018",36,3406,3,2,22,7,30,0,3,0
39152,"2016/2017",10,718,0,0,3,0,6,0,0,0
39152,"2015/2016",11,878,0,0,5,0,7,0,0,0
39165,"2018/2019",19,1633,0,1,1,1,26,1,3,3
39165,"2017/2018",17,1572,0,0,8,1,26,2,8,0
39165,"2016/2017",20,1807,1,0,4,1,41,7,8,1
39165,"2015/2016",1,65,0,0,0,0,1,0,1,0
39209,"2018/2019",19,1166,1,2,10,1,27,0,3,0
39209,"2017/2018",26,2132,4,1,40,12,35,1,2,0
39209,"2016/2017",13,779,2,0,3,2,20,1,3,0
39209,"2015/2016",10,576,0,1,4,1,14,0,5,0
39221,"2018/2019",26,2087,8,3,43,18,31,2,1,0
39221,"2017/2018",42,3521,11,8,73,27,25,4,2,0
39221,"2016/2017",25,1766,6,3,49,19,26,3,3,2
39221,"2015/2016",34,2750,7,6,79,23,23,3,6,0
39285,"2018/2019",1,12,0,0,0,0,0,0,0,0
39285,"2017/2018",12,442,2,0,9,4,15,0,1,0
39285,"2016/2017",18,1452,9,2,42,23,32,22,3,0
39285,"2015/2016",27,1993,9,0,45,20,32,29,2,0
39291,"2018/2019",24,2295,5,1,25,9,43,1,4,1
39291,"2017/2018",28,2471,2,1,18,4,51,2,5,0
39291,"2016/2017",24,2259,0,1,13,1,36,2,4,0
39300,"2018/2019",9,391,0,0,2,0,1,7,0,0
39300,"2017/2018",18,974,3,0,16,7,15,13,4,0
39300,"2016/2017",12,578,2,0,8,3,10,3,0,0
39300,"2015/2016",32,2258,4,1,22,10,39,13,6,0
39301,"2018/2019",16,794,0,1,19,4,13,7,1,0
39301,"2017/2018",20,880,1,0,13,3,8,3,0,0
39301,"2016/2017",35,1941,8,2,29,17,22,10,1,0
39301,"2015/2016",16,1206,5,1,20,10,12,6,0,0
39325,"2018/2019",15,1406,1,0,2,1,20,0,3,0
39325,"2017/2018",27,2502,1,1,3,2,27,1,4,0
39325,"2016/2017",2,193,0,0,0,0,3,0,0,0
39326,"2017/2018",31,1898,2,2,20,11,30,0,2,0
39326,"2016/2017",2,152,0,0,2,1,4,0,0,0
39350,"2018/2019",6,516,0,1,6,2,9,1,1,0
39350,"2017/2018",25,2066,1,0,13,4,25,1,6,2
39350,"2016/2017",25,2293,2,0,39,12,32,0,4,0
39350,"2015/2016",28,2506,2,1,38,12,32,1,4,1
39353,"2018/2019",16,1508,0,1,6,1,22,1,7,0
39353,"2017/2018",22,2035,3,1,22,7,25,2,5,1
39353,"2016/2017",7,461,0,0,5,0,10,0,4,1
39353,"2015/2016",16,1377,3,0,17,7,25,1,5,1
39442,"2018/2019",3,184,0,0,0,0,3,0,1,0
39442,"2017/2018",9,779,0,0,5,1,11,0,2,1
39442,"2016/2017",20,1861,0,1,8,1,29,0,5,1
39442,"2015/2016",24,1871,0,0,2,1,34,0,9,1
39454,"2018/2019",17,1129,2,2,18,6,18,1,1,0
39454,"2017/2018",27,2076,7,7,50,21,39,5,4,1
39454,"2016/2017",21,1118,3,3,17,7,13,1,1,1
39454,"2015/2016",21,1361,1,1,23,8,21,6,4,0
39462,"2018/2019",19,1059,0,2,18,7,25,7,3,0
39462,"2017/2018",6,246,0,1,1,0,7,2,1,0
39462,"2016/2017",23,1756,3,6,30,11,30,6,5,0
39462,"2015/2016",30,1909,2,5,31,10,46,10,8,0
39468,"2018/2019",12,1090,0,2,9,4,7,0,3,1
39468,"2017/2018",22,1850,0,2,24,3,17,1,5,0
39468,"2016/2017",28,2004,0,3,22,2,12,6,4,0
39468,"2015/2016",31,2170,2,4,34,10,18,6,7,0
39549,"2018/2019",15,1252,2,8,31,12,11,1,1,0
39549,"2017/2018",24,1794,4,5,45,16,13,5,6,1
39549,"2016/2017",24,1784,5,7,44,18,14,3,3,0
39549,"2015/2016",18,1040,6,5,33,15,3,1,1,0
39552,"2018/2019",17,1242,0,2,1,0,19,3,4,0
39552,"2017/2018",29,2788,0,11,24,5,36,4,4,0
39552,"2016/2017",14,1118,0,1,4,2,20,1,3,0
39552,"2015/2016",18,1710,0,5,16,4,27,3,4,0
39579,"2018/2019",12,1104,0,0,7,3,20,1,2,0
39579,"2017/2018",25,2239,1,0,15,2,26,1,3,0
39579,"2016/2017",26,2446,0,1,18,4,39,4,5,0
39579,"2015/2016",20,1870,1,1,14,2,40,0,3,1
39605,"2018/2019",25,2394,0,0,0,0,0,0,0,0
39605,"2017/2018",9,859,0,0,0,0,0,0,0,0
39605,"2016/2017",27,2553,0,1,0,0,1,0,0,0
39792,"2018/2019",9,718,2,1,19,5,20,1,1,0
39792,"2017/2018",12,342,1,0,2,1,5,1,1,0
39792,"2016/2017",24,1650,1,3,14,5,47,3,4,0
39792,"2015/2016",17,927,3,1,16,7,23,1,0,0
39892,"2018/2019",19,1489,4,8,25,11,16,9,1,0
39892,"2017/2018",27,2181,7,9,40,22,17,14,6,0
39892,"2016/2017",18,696,2,0,12,5,7,7,1,0
39892,"2015/2016",17,716,1,1,6,2,14,1,4,0
39900,"2017/2018",13,319,0,0,5,5,5,1,0,0
39900,"2016/2017",5,134,1,0,2,1,2,0,0,0
39932,"2018/2019",9,432,0,1,3,2,7,3,1,0
39932,"2017/2018",1,19,0,0,1,1,0,0,0,0
39932,"2016/2017",17,1376,2,1,11,3,24,4,5,0
39932,"2015/2016",24,1696,1,1,16,2,23,1,5,0
39957,"2018/2019",4,126,0,0,2,0,1,0,0,0
39957,"2017/2018",7,300,0,0,0,0,2,1,0,0
39957,"2016/2017",1,72,0,1,1,0,0,0,0,0
39993,"2018/2019",6,202,0,0,3,2,0,0,0,0
39993,"2017/2018",22,1786,2,0,12,5,13,3,3,0
39993,"2016/2017",22,1512,4,5,26,11,10,3,3,0
39993,"2015/2016",27,1989,3,5,23,12,7,3,0,0
40120,"2018/2019",11,984,1,0,3,1,20,0,2,0
40120,"2017/2018",29,2590,0,1,12,2,66,2,6,0
40120,"2016/2017",25,2269,0,4,11,5,23,1,6,0
40120,"2015/2016",26,2071,1,2,10,4,27,2,4,0
40322,"2018/2019",4,306,0,0,0,0,0,0,0,0
40322,"2016/2017",4,386,0,0,0,0,0,0,0,0
40322,"2015/2016",23,2328,0,0,0,0,1,0,0,0
40420,"2018/2019",12,1069,0,0,9,2,14,0,0,0
40420,"2017/2018",28,2595,1,0,19,6,42,0,8,1
40420,"2016/2017",24,2300,4,1,14,5,35,0,6,0
40420,"2015/2016",20,1838,1,0,12,2,41,0,5,0
40481,"2018/2019",16,1527,0,0,2,0,26,0,4,0
40481,"2017/2018",27,2499,2,0,10,3,24,0,3,0
40481,"2016/2017",15,1162,2,0,10,6,24,0,4,0
40481,"2015/2016",23,1814,1,0,7,2,26,0,6,1
40529,"2018/2019",15,559,0,0,10,1,3,1,1,0
40529,"2015/2016",33,1959,3,4,34,15,23,11,2,2
40709,"2018/2019",23,2103,14,7,53,32,17,11,2,0
40709,"2017/2018",36,2933,6,3,38,14,47,12,4,0
40709,"2016/2017",33,2539,3,5,61,21,32,9,4,0
40709,"2015/2016",34,2406,8,11,56,17,26,7,2,0
40713,"2018/2019",21,1777,9,4,47,23,19,4,4,0
40713,"2017/2018",28,1743,7,3,69,19,24,5,5,0
40713,"2016/2017",23,1154,3,1,48,17,15,7,0,0
40713,"2015/2016",33,2694,12,1,109,40,24,1,4,0
40759,"2018/2019",19,1423,2,0,19,9,36,26,2,0
40759,"2017/2018",25,1835,3,1,23,10,43,23,5,0
40759,"2016/2017",22,1426,6,2,23,12,39,20,0,0
40759,"2015/2016",28,2646,8,1,39,15,44,26,5,0
41051,"2018/2019",16,1101,1,0,27,7,22,1,2,0
41051,"2017/2018",33,2683,5,4,47,16,46,3,3,0
41051,"2016/2017",20,1589,6,1,35,15,47,1,7,0
41051,"2015/2016",21,1404,6,1,35,15,38,2,5,0
41398,"2018/2019",19,1809,3,3,30,10,21,0,7,0
41398,"2017/2018",27,2236,1,1,17,6,18,2,5,0
41398,"2016/2017",24,1753,0,1,16,3,22,2,3,0
41398,"2015/2016",17,1012,0,2,9,3,20,0,1,0
41414,"2018/2019",14,1214,0,1,4,1,21,0,2,0
41414,"2017/2018",23,1738,0,2,8,1,26,1,8,0
41414,"2016/2017",14,1290,2,0,17,8,16,2,3,0
41522,"2018/2019",12,1084,2,2,14,4,33,0,6,2
41522,"2017/2018",9,849,1,1,19,6,21,2,3,0
41522,"2016/2017",8,310,1,0,5,2,9,0,3,0
41522,"2015/2016",9,563,0,0,4,2,9,0,3,0
41531,"2018/2019",10,945,0,0,5,2,7,0,0,0
41531,"2017/2018",8,601,0,0,1,0,9,0,0,0
41531,"2016/2017",6,359,0,0,1,0,4,0,0,0
41531,"2015/2016",1,97,0,0,1,0,0,0,0,0
41532,"2018/2019",2,111,0,0,7,1,2,1,0,0
41532,"2017/2018",12,603,2,1,37,13,6,2,1,0
41532,"2016/2017",9,617,1,0,22,8,17,1,3,0
41532,"2015/2016",18,1662,2,6,55,19,26,5,3,0
41547,"2018/2019",2,189,0,0,2,2,0,0,1,0
42114,"2018/2019",16,1496,1,0,8,3,13,1,5,0
42114,"2017/2018",28,2575,3,0,10,3,25,0,4,2
42114,"2016/2017",13,1203,0,0,4,0,10,0,1,0
42167,"2018/2019",18,1594,0,0,1,0,16,1,5,0
42167,"2017/2018",31,2865,0,0,2,0,30,0,8,0
42167,"2016/2017",25,2273,0,1,0,0,16,2,2,0
42167,"2015/2016",26,2414,0,1,0,0,30,0,6,2
42230,"2018/2019",11,446,2,1,12,5,12,1,2,0
42230,"2017/2018",32,2116,2,10,36,11,31,3,7,0
42230,"2016/2017",34,3079,2,9,65,27,58,4,5,0
42230,"2015/2016",20,1439,2,5,31,9,18,3,2,1
42244,"2018/2019",7,668,0,0,0,0,0,0,0,0
42244,"2017/2018",24,2237,0,0,0,0,2,0,0,1
42244,"2016/2017",31,2925,0,0,0,0,0,0,0,0
42244,"2015/2016",16,1532,0,0,0,0,0,0,0,0
42280,"2018/2019",18,1700,0,0,5,2,18,0,2,0
42280,"2017/2018",27,2476,0,0,12,0,22,2,8,0
42280,"2016/2017",13,1218,0,1,10,3,17,0,3,0
42280,"2015/2016",8,739,1,2,8,4,14,0,0,0
42300,"2018/2019",7,386,0,0,1,0,2,0,0,0
42300,"2017/2018",7,527,1,1,7,2,8,0,3,0
42300,"2016/2017",21,1794,3,0,11,5,8,0,0,0
42300,"2015/2016",6,488,1,0,7,4,1,0,0,0
42344,"2017/2018",5,263,0,0,0,0,3,0,0,0
42344,"2016/2017",6,421,0,0,0,0,4,0,2,0
42344,"2015/2016",6,373,0,0,0,0,4,2,0,0
42347,"2018/2019",6,408,0,0,0,0,4,0,0,0
42347,"2017/2018",28,2500,2,0,4,2,16,0,2,0
42347,"2016/2017",29,2555,0,0,4,0,18,0,3,0
42347,"2015/2016",11,1010,0,1,3,0,4,0,2,0
42359,"2018/2019",12,771,1,0,8,3,11,1,2,0
42359,"2017/2018",25,2082,2,2,22,7,32,1,6,0
42359,"2016/2017",30,2498,3,2,28,8,31,4,9,0
42359,"2015/2016",29,2539,9,4,39,17,33,3,6,0
42375,"2018/2019",14,1183,0,0,3,0,5,0,1,1
42375,"2017/2018",29,2734,0,1,4,1,19,1,6,0
42375,"2016/2017",25,2360,2,2,7,2,16,0,3,0
42382,"2018/2019",13,1095,1,1,10,3,20,1,2,0
42382,"2017/2018",22,1772,0,3,10,1,27,2,4,0
42382,"2016/2017",16,1377,1,1,15,5,16,0,3,0
42382,"2015/2016",2,173,0,0,1,0,2,1,0,0
42406,"2018/2019",17,1459,0,0,5,0,8,1,1,0
42406,"2017/2018",29,2035,1,2,14,7,27,6,4,0
42406,"2016/2017",27,1951,0,4,12,3,17,3,2,0
42406,"2015/2016",26,1754,1,0,12,2,21,2,5,0
42432,"2017/2018",24,1254,0,2,9,1,16,1,3,0
42432,"2016/2017",26,2211,3,1,25,7,21,1,1,0
