"player_id","position_cluster","minutes"
-42947,"Central Midfielder",602
-42947,"Left-Sided Attacker",11
-42947,"Left-Sided Midfielder/Fullback",133
-42947,"Right-Sided Midfielder/Fullback",32
-42939,"Left-Sided Midfielder/Fullback",259
-42939,"Right-Sided Midfielder/Fullback",2541
-42867,"Right-Sided Attacker",77
-42867,"Right-Sided Midfielder/Fullback",97
-42743,"Central Defender",1399
-42743,"Central Forward",12
-42743,"Central Midfielder",692
-42743,"Left-Sided Midfielder/Fullback",190
-42621,"Central Defender",299
-42621,"Central Forward",380
-42621,"Central Midfielder",899
-42621,"Left-Sided Midfielder/Fullback",77
-42621,"Right-Sided Midfielder/Fullback",95
-42508,"Central Defender",2525
-42508,"Right-Sided Midfielder/Fullback",63
-42482,"Central Defender",566
-42482,"Central Midfielder",810
-42482,"Left-Sided Midfielder/Fullback",94
-42482,"Right-Sided Midfielder/Fullback",87
-42474,"Central Midfielder",460
-42474,"Left-Sided Attacker",698
-42474,"Left-Sided Midfielder/Fullback",1892
-42474,"Right-Sided Attacker",15
-42436,"Central Defender",1085
-42436,"Right-Sided Midfielder/Fullback",373
-42419,"Central Defender",139
-42419,"Left-Sided Attacker",285
-42419,"Left-Sided Midfielder/Fullback",749
-42419,"Right-Sided Attacker",275
-42419,"Right-Sided Midfielder/Fullback",774
-42418,"Central Midfielder",27
-42418,"Left-Sided Attacker",49
-42418,"Right-Sided Attacker",174
-42418,"Right-Sided Midfielder/Fullback",84
-42409,"Left-Sided Midfielder/Fullback",288
-42409,"Right-Sided Attacker",14
-42409,"Right-Sided Midfielder/Fullback",1055
-42358,"Central Forward",49
-42358,"Right-Sided Attacker",18
-42354,"Central Forward",229
-42354,"Central Midfielder",77
-42341,"Central Midfielder",191
-42339,"Central Midfielder",144
-42339,"Left-Sided Attacker",283
-42339,"Left-Sided Midfielder/Fullback",37
-42339,"Right-Sided Attacker",252
-42339,"Right-Sided Midfielder/Fullback",45
-42307,"Right-Sided Attacker",179
-42252,"Left-Sided Attacker",14
-42252,"Right-Sided Attacker",74
-42241,"Central Defender",1090
-42241,"Left-Sided Midfielder/Fullback",95
-42241,"Right-Sided Midfielder/Fullback",280
-42238,"Central Defender",182
-42225,"Central Midfielder",83
-42225,"Left-Sided Attacker",65
-42225,"Right-Sided Attacker",16
-42219,"Left-Sided Attacker",24
-42219,"Right-Sided Attacker",23
-42201,"Central Forward",64
-42201,"Left-Sided Attacker",17
-42201,"Right-Sided Attacker",222
-42181,"Central Forward",441
-42161,"Central Forward",1717
-42161,"Central Midfielder",93
-42161,"Left-Sided Attacker",43
-42161,"Right-Sided Attacker",101
-42158,"Left-Sided Attacker",254
-42158,"Left-Sided Midfielder/Fullback",390
-42158,"Right-Sided Attacker",142
-42158,"Right-Sided Midfielder/Fullback",20
-42156,"Central Midfielder",192
-42156,"Left-Sided Midfielder/Fullback",885
-42156,"Right-Sided Attacker",36
-42156,"Right-Sided Midfielder/Fullback",65
-42149,"Central Defender",49
-42149,"Central Midfielder",166
-42149,"Right-Sided Midfielder/Fullback",57
-42139,"Left-Sided Attacker",175
-42139,"Right-Sided Attacker",288
-42139,"Right-Sided Midfielder/Fullback",42
-42107,"Central Forward",79
-42107,"Central Midfielder",763
-42106,"Left-Sided Attacker",66
-42106,"Right-Sided Attacker",290
-42067,"Central Midfielder",93
-42067,"Left-Sided Midfielder/Fullback",94
-42067,"Right-Sided Attacker",61
-41998,"Right-Sided Attacker",9
-41998,"Right-Sided Midfielder/Fullback",1055
-41937,"Central Defender",1668
-41740,"Central Forward",27
-41740,"Central Midfielder",2493
-41740,"Right-Sided Midfielder/Fullback",142
-41506,"Central Midfielder",1496
-41490,"Central Defender",2101
-41451,"Right-Sided Attacker",14
-41451,"Right-Sided Midfielder/Fullback",11
-41440,"Right-Sided Midfielder/Fullback",17
-41428,"Central Forward",56
-41428,"Right-Sided Attacker",27
-41428,"Right-Sided Midfielder/Fullback",156
-41425,"Right-Sided Midfielder/Fullback",44
-41421,"Central Defender",948
-41421,"Right-Sided Midfielder/Fullback",540
-41398,"Central Midfielder",50
-41384,"Central Forward",153
-41384,"Central Midfielder",295
-41384,"Left-Sided Attacker",21
-41363,"Central Midfielder",350
-41363,"Left-Sided Attacker",94
-41363,"Right-Sided Midfielder/Fullback",142
-41208,"Right-Sided Attacker",56
-41208,"Right-Sided Midfielder/Fullback",25
-41195,"Central Defender",193
-41195,"Left-Sided Attacker",145
-41195,"Right-Sided Attacker",17
-41195,"Right-Sided Midfielder/Fullback",2348
-41188,"Left-Sided Midfielder/Fullback",93
-41188,"Right-Sided Midfielder/Fullback",48
-41187,"Central Forward",18
-41168,"Central Forward",159
-41168,"Central Midfielder",976
-41168,"Left-Sided Attacker",183
-41168,"Left-Sided Midfielder/Fullback",181
-41168,"Right-Sided Attacker",192
-41013,"Central Defender",97
-41013,"Central Midfielder",716
-41013,"Left-Sided Attacker",225
-41013,"Left-Sided Midfielder/Fullback",349
-41013,"Right-Sided Attacker",34
-41006,"Central Forward",2367
-41006,"Central Midfielder",188
-41006,"Left-Sided Attacker",98
-40997,"Central Forward",62
-40997,"Central Midfielder",2296
-40997,"Left-Sided Midfielder/Fullback",286
-40997,"Right-Sided Midfielder/Fullback",362
-40996,"Central Defender",1831
-40996,"Central Midfielder",147
-40961,"Right-Sided Attacker",1516
-40250,"Central Defender",94
-39775,"Central Forward",35
-39775,"Central Midfielder",16
-39775,"Left-Sided Attacker",309
-39775,"Left-Sided Midfielder/Fullback",191
-39775,"Right-Sided Attacker",26
-38762,"Central Forward",12
-38762,"Central Midfielder",71
-38762,"Left-Sided Attacker",1743
-38762,"Left-Sided Midfielder/Fullback",93
-38762,"Right-Sided Attacker",118
-38750,"Central Midfielder",1408
-38750,"Left-Sided Attacker",41
-38750,"Left-Sided Midfielder/Fullback",134
-38750,"Right-Sided Attacker",15
-38750,"Right-Sided Midfielder/Fullback",27
-38361,"Right-Sided Attacker",16
-38360,"Central Defender",287
-38360,"Central Midfielder",96
-38360,"Left-Sided Midfielder/Fullback",338
-38358,"Central Forward",175
-38358,"Central Midfielder",148
-38358,"Left-Sided Attacker",320
-38358,"Right-Sided Attacker",127
-38352,"Central Midfielder",201
-38352,"Right-Sided Midfielder/Fullback",95
-38351,"Central Midfielder",215
-38339,"Left-Sided Midfielder/Fullback",287
-38339,"Right-Sided Midfielder/Fullback",11
-38071,"Central Midfielder",1417
-38069,"Central Defender",268
-38069,"Left-Sided Attacker",96
-38069,"Left-Sided Midfielder/Fullback",2285
-38069,"Right-Sided Midfielder/Fullback",97
-38067,"Left-Sided Attacker",93
-38067,"Right-Sided Attacker",207
-38067,"Right-Sided Midfielder/Fullback",275
-37705,"Central Defender",174
-37606,"Left-Sided Attacker",196
-37606,"Left-Sided Midfielder/Fullback",28
-37606,"Right-Sided Attacker",242
-37606,"Right-Sided Midfielder/Fullback",94
-37460,"Left-Sided Attacker",189
-36904,"Central Forward",174
-36821,"Central Midfielder",47
-36721,"Left-Sided Attacker",47
-36721,"Left-Sided Midfielder/Fullback",11
-36721,"Right-Sided Attacker",606
-36721,"Right-Sided Midfielder/Fullback",33
-36645,"Central Forward",777
-36645,"Central Midfielder",347
-36645,"Left-Sided Attacker",36
-36298,"Left-Sided Attacker",98
-35532,"Right-Sided Attacker",298
-35532,"Right-Sided Midfielder/Fullback",188
-35376,"Central Midfielder",501
-35368,"Central Defender",160
-34896,"Central Midfielder",521
-34895,"Central Midfielder",1977
-34895,"Left-Sided Attacker",94
-34895,"Right-Sided Attacker",373
-34895,"Right-Sided Midfielder/Fullback",457
-34688,"Central Midfielder",191
-34688,"Left-Sided Attacker",13
-34688,"Right-Sided Attacker",64
-34064,"Central Defender",3415
-34064,"Central Midfielder",47
-34055,"Central Midfielder",117
-33967,"Left-Sided Attacker",1279
-33967,"Right-Sided Attacker",829
-33963,"Central Forward",287
-33963,"Left-Sided Attacker",651
-33963,"Right-Sided Attacker",166
-33869,"Central Forward",842
-33869,"Right-Sided Attacker",45
-33868,"Left-Sided Midfielder/Fullback",2109
-33868,"Right-Sided Midfielder/Fullback",177
-33867,"Central Midfielder",356
-33867,"Left-Sided Attacker",823
-33867,"Left-Sided Midfielder/Fullback",139
-33714,"Central Defender",52
-33714,"Right-Sided Midfielder/Fullback",118
-33674,"Central Defender",351
-33674,"Left-Sided Midfielder/Fullback",509
-33674,"Right-Sided Midfielder/Fullback",2154
-33673,"Left-Sided Midfielder/Fullback",187
-33673,"Right-Sided Midfielder/Fullback",454
-33665,"Central Midfielder",13
-33665,"Right-Sided Attacker",94
-33660,"Left-Sided Midfielder/Fullback",37
-33620,"Central Forward",1717
-33620,"Left-Sided Attacker",355
-33620,"Right-Sided Attacker",1006
-33570,"Central Forward",2800
-33570,"Central Midfielder",131
-33570,"Left-Sided Attacker",95
-33570,"Right-Sided Midfielder/Fullback",24
-32894,"Central Forward",320
-32894,"Left-Sided Attacker",28
-32816,"Central Midfielder",529
-32816,"Left-Sided Attacker",234
-32816,"Right-Sided Attacker",205
-32816,"Right-Sided Midfielder/Fullback",569
-32762,"Central Forward",317
-32762,"Central Midfielder",95
-32762,"Left-Sided Attacker",2294
-32762,"Right-Sided Attacker",438
-32759,"Central Midfielder",2489
-32759,"Left-Sided Midfielder/Fullback",97
-32759,"Right-Sided Midfielder/Fullback",189
-32754,"Central Midfielder",559
-32748,"Right-Sided Midfielder/Fullback",1121
-32325,"Central Midfielder",122
-32325,"Left-Sided Attacker",47
-32325,"Left-Sided Midfielder/Fullback",114
-32325,"Right-Sided Attacker",146
-31620,"Central Defender",191
-31620,"Central Midfielder",2933
-31620,"Right-Sided Midfielder/Fullback",71
-31418,"Central Defender",365
-31418,"Central Midfielder",93
-31412,"Central Forward",77
-31412,"Central Midfielder",95
-31390,"Central Forward",263
-31390,"Right-Sided Attacker",80
-31385,"Central Defender",2822
-31385,"Left-Sided Midfielder/Fullback",376
-31385,"Right-Sided Midfielder/Fullback",90
-31339,"Central Defender",1415
-31339,"Left-Sided Midfielder/Fullback",50
-31336,"Central Midfielder",601
-31336,"Left-Sided Midfielder/Fullback",75
-31336,"Right-Sided Attacker",79
-31336,"Right-Sided Midfielder/Fullback",190
-31111,"Central Defender",189
-31111,"Central Midfielder",590
-31108,"Central Defender",1328
-31108,"Left-Sided Midfielder/Fullback",2180
-30900,"Central Defender",3041
-30900,"Central Midfielder",82
-29333,"Central Midfielder",58
-29333,"Left-Sided Attacker",9
-29330,"Central Forward",1224
-29330,"Central Midfielder",88
-29330,"Left-Sided Attacker",36
-29330,"Right-Sided Attacker",31
-29321,"Central Midfielder",59
-29321,"Left-Sided Midfielder/Fullback",93
-26652,"Central Forward",196
-25930,"Central Forward",9
-24336,"Central Defender",2011
-24336,"Central Forward",211
-24336,"Right-Sided Midfielder/Fullback",134
-11760,"Left-Sided Midfielder/Fullback",1354
-11723,"Central Midfielder",523
-11631,"Central Forward",228
-11631,"Central Midfielder",1087
-11631,"Right-Sided Attacker",56
-11621,"Central Defender",236
-11621,"Central Midfielder",526
-11621,"Left-Sided Midfielder/Fullback",47
-11621,"Right-Sided Midfielder/Fullback",440
-8955,"Central Forward",95
-8955,"Central Midfielder",956
-8955,"Left-Sided Midfielder/Fullback",114
-8955,"Right-Sided Midfielder/Fullback",66
-8923,"Central Forward",192
-8923,"Central Midfielder",932
-8923,"Left-Sided Attacker",287
-8923,"Left-Sided Midfielder/Fullback",479
-8923,"Right-Sided Attacker",862
-8923,"Right-Sided Midfielder/Fullback",15
-8462,"Central Midfielder",436
-8000,"Central Forward",177
-8000,"Central Midfielder",548
-7571,"Central Midfielder",271
-7571,"Left-Sided Attacker",13
-7571,"Left-Sided Midfielder/Fullback",37
-7571,"Right-Sided Midfielder/Fullback",27
49,"Central Forward",3372
49,"Central Midfielder",1728
49,"Left-Sided Midfielder/Fullback",14
49,"Right-Sided Attacker",255
49,"Right-Sided Midfielder/Fullback",86
98,"Central Forward",178
98,"Central Midfielder",38
98,"Left-Sided Attacker",5110
98,"Left-Sided Midfielder/Fullback",35
98,"Right-Sided Attacker",1243
157,"Central Forward",1222
157,"Central Midfielder",5512
157,"Left-Sided Attacker",2343
157,"Right-Sided Attacker",277
205,"Central Forward",297
205,"Central Midfielder",4513
205,"Left-Sided Attacker",842
205,"Left-Sided Midfielder/Fullback",426
205,"Right-Sided Attacker",267
205,"Right-Sided Midfielder/Fullback",404
364,"Central Defender",10245
598,"Central Forward",4919
624,"Central Forward",2313
624,"Central Midfielder",98
675,"Central Defender",4886
675,"Central Midfielder",109
827,"Central Forward",117
827,"Central Midfielder",538
827,"Left-Sided Attacker",2703
827,"Left-Sided Midfielder/Fullback",94
827,"Right-Sided Attacker",4424
827,"Right-Sided Midfielder/Fullback",131
1061,"Central Defender",66
1061,"Central Midfielder",2911
1061,"Left-Sided Midfielder/Fullback",95
1239,"Central Forward",15
1239,"Central Midfielder",6028
1239,"Left-Sided Attacker",1112
1239,"Left-Sided Midfielder/Fullback",171
1239,"Right-Sided Attacker",1397
1294,"Central Defender",6740
1294,"Left-Sided Midfielder/Fullback",642
1423,"Central Defender",3235
1423,"Central Midfielder",470
1423,"Right-Sided Midfielder/Fullback",86
1468,"Central Forward",692
1468,"Central Midfielder",842
1468,"Left-Sided Attacker",3395
1468,"Right-Sided Attacker",231
1474,"Central Forward",3638
1474,"Central Midfielder",532
1474,"Left-Sided Attacker",742
1474,"Right-Sided Attacker",229
1503,"Left-Sided Attacker",98
1503,"Left-Sided Midfielder/Fullback",9438
1513,"Central Forward",1074
1513,"Central Midfielder",161
1513,"Left-Sided Attacker",1564
1513,"Right-Sided Attacker",1609
1532,"Central Forward",299
1532,"Central Midfielder",1994
1532,"Left-Sided Attacker",3715
1532,"Right-Sided Attacker",302
1772,"Central Forward",5051
1772,"Central Midfielder",604
1772,"Left-Sided Attacker",2358
1772,"Right-Sided Attacker",595
1945,"Central Defender",4298
1945,"Right-Sided Midfielder/Fullback",25
2036,"Central Forward",3192
2036,"Central Midfielder",53
2101,"Central Forward",1936
2101,"Central Midfielder",839
2101,"Left-Sided Attacker",410
2101,"Right-Sided Attacker",30
2103,"Central Forward",436
2103,"Central Midfielder",192
2103,"Left-Sided Attacker",588
2103,"Left-Sided Midfielder/Fullback",55
2109,"Central Midfielder",823
2109,"Left-Sided Attacker",497
2109,"Left-Sided Midfielder/Fullback",284
2109,"Right-Sided Attacker",202
2109,"Right-Sided Midfielder/Fullback",227
2114,"Central Defender",7717
2114,"Left-Sided Midfielder/Fullback",191
2128,"Central Midfielder",432
2128,"Left-Sided Attacker",544
2128,"Left-Sided Midfielder/Fullback",2131
2128,"Right-Sided Attacker",839
2128,"Right-Sided Midfielder/Fullback",85
2136,"Central Forward",198
2136,"Central Midfielder",3848
2136,"Left-Sided Attacker",4621
2136,"Left-Sided Midfielder/Fullback",798
2136,"Right-Sided Attacker",1249
2136,"Right-Sided Midfielder/Fullback",300
2138,"Central Defender",6075
2138,"Left-Sided Midfielder/Fullback",764
2145,"Central Defender",1602
2145,"Central Midfielder",96
2145,"Left-Sided Midfielder/Fullback",4382
2145,"Right-Sided Attacker",14
2145,"Right-Sided Midfielder/Fullback",3789
2153,"Central Forward",271
2153,"Left-Sided Attacker",6389
2153,"Left-Sided Midfielder/Fullback",190
2158,"Central Defender",211
2168,"Central Defender",4068
2168,"Left-Sided Midfielder/Fullback",2386
2168,"Right-Sided Midfielder/Fullback",1279
2172,"Central Midfielder",185
2177,"Central Midfielder",1520
2177,"Left-Sided Attacker",584
2177,"Left-Sided Midfielder/Fullback",2395
2179,"Central Forward",6414
2179,"Central Midfielder",193
2179,"Left-Sided Attacker",37
2189,"Central Defender",8420
2189,"Central Midfielder",343
2189,"Left-Sided Midfielder/Fullback",1430
2196,"Central Defender",8767
2196,"Central Forward",97
2196,"Central Midfielder",267
2196,"Left-Sided Midfielder/Fullback",93
2206,"Central Forward",61
2206,"Central Midfielder",4381
2206,"Left-Sided Midfielder/Fullback",373
2206,"Right-Sided Attacker",1576
2206,"Right-Sided Midfielder/Fullback",5154
2215,"Central Defender",95
2215,"Central Midfielder",5068
2215,"Left-Sided Midfielder/Fullback",204
2215,"Right-Sided Midfielder/Fullback",115
2219,"Central Forward",130
2219,"Central Midfielder",432
2219,"Left-Sided Attacker",1867
2219,"Left-Sided Midfielder/Fullback",97
2219,"Right-Sided Attacker",3131
2219,"Right-Sided Midfielder/Fullback",19
2235,"Central Forward",95
2235,"Central Midfielder",3670
2235,"Left-Sided Attacker",2746
2235,"Left-Sided Midfielder/Fullback",204
2235,"Right-Sided Midfielder/Fullback",405
2246,"Left-Sided Attacker",1365
2246,"Left-Sided Midfielder/Fullback",1760
2246,"Right-Sided Attacker",166
2247,"Central Defender",2513
2247,"Central Forward",162
2247,"Central Midfielder",2116
2247,"Left-Sided Midfielder/Fullback",742
2247,"Right-Sided Midfielder/Fullback",739
2248,"Central Defender",6463
2257,"Central Defender",5057
2257,"Central Forward",94
2257,"Central Midfielder",2065
2269,"Central Defender",95
2269,"Central Midfielder",5452
2269,"Left-Sided Midfielder/Fullback",124
2269,"Right-Sided Midfielder/Fullback",299
2274,"Central Defender",2055
2274,"Central Midfielder",188
2274,"Left-Sided Midfielder/Fullback",2151
2303,"Central Midfielder",228
2303,"Left-Sided Attacker",168
2303,"Right-Sided Attacker",185
2303,"Right-Sided Midfielder/Fullback",120
2305,"Central Defender",8047
2319,"Central Forward",130
2319,"Central Midfielder",3812
2319,"Left-Sided Attacker",2810
2319,"Left-Sided Midfielder/Fullback",95
2319,"Right-Sided Midfielder/Fullback",29
2338,"Central Defender",4530
2338,"Left-Sided Midfielder/Fullback",138
2338,"Right-Sided Midfielder/Fullback",95
2397,"Central Midfielder",3849
2397,"Left-Sided Attacker",2050
2397,"Left-Sided Midfielder/Fullback",163
2397,"Right-Sided Attacker",1039
2397,"Right-Sided Midfielder/Fullback",108
2401,"Central Forward",793
2401,"Central Midfielder",822
2401,"Left-Sided Attacker",3097
2401,"Left-Sided Midfielder/Fullback",270
2401,"Right-Sided Attacker",1710
2401,"Right-Sided Midfielder/Fullback",93
2402,"Central Forward",1462
2402,"Central Midfielder",828
2402,"Left-Sided Attacker",560
2402,"Right-Sided Attacker",761
2402,"Right-Sided Midfielder/Fullback",292
2415,"Central Defender",553
2415,"Central Forward",98
2415,"Central Midfielder",4394
2415,"Right-Sided Midfielder/Fullback",18
2431,"Central Defender",760
2431,"Central Midfielder",152
2431,"Left-Sided Midfielder/Fullback",359
2431,"Right-Sided Midfielder/Fullback",6879
2465,"Central Midfielder",9195
2465,"Left-Sided Midfielder/Fullback",94
2482,"Central Defender",9041
2482,"Central Midfielder",497
2482,"Right-Sided Midfielder/Fullback",93
2771,"Central Defender",5553
2771,"Left-Sided Midfielder/Fullback",95
2817,"Central Defender",3875
2895,"Central Midfielder",6664
2895,"Left-Sided Midfielder/Fullback",149
2956,"Central Defender",98
2956,"Left-Sided Midfielder/Fullback",7884
2962,"Central Midfielder",2422
2962,"Left-Sided Midfielder/Fullback",26
3037,"Central Defender",5867
3037,"Central Midfielder",101
3237,"Central Defender",99
3237,"Central Midfielder",4983
3237,"Right-Sided Midfielder/Fullback",56
3261,"Central Midfielder",7068
3261,"Left-Sided Midfielder/Fullback",659
3967,"Central Forward",5175
3967,"Left-Sided Attacker",16
3967,"Right-Sided Midfielder/Fullback",22
4017,"Central Defender",914
4017,"Central Midfielder",4967
4017,"Right-Sided Midfielder/Fullback",98
4100,"Central Defender",4753
4100,"Left-Sided Midfielder/Fullback",7
4231,"Central Defender",589
4231,"Central Midfielder",4015
4266,"Central Defender",95
4266,"Central Midfielder",3474
4302,"Central Forward",7314
4302,"Left-Sided Attacker",169
4302,"Right-Sided Attacker",192
4441,"Central Defender",5928
4441,"Central Midfielder",189
4520,"Central Midfielder",96
4520,"Left-Sided Attacker",267
4520,"Left-Sided Midfielder/Fullback",5203
4520,"Right-Sided Midfielder/Fullback",432
4577,"Central Midfielder",143
4577,"Left-Sided Attacker",2669
4577,"Right-Sided Attacker",4669
4579,"Central Defender",6919
4584,"Central Forward",73
4584,"Central Midfielder",353
4584,"Left-Sided Attacker",798
4584,"Left-Sided Midfielder/Fullback",3577
4584,"Right-Sided Attacker",31
4587,"Central Defender",6788
4587,"Central Midfielder",52
4587,"Left-Sided Attacker",26
4587,"Left-Sided Midfielder/Fullback",2531
4588,"Central Defender",5667
4588,"Left-Sided Midfielder/Fullback",1559
4614,"Central Defender",482
4614,"Central Midfielder",1059
4614,"Right-Sided Attacker",14
4614,"Right-Sided Midfielder/Fullback",3333
4647,"Central Forward",565
4647,"Central Midfielder",860
4647,"Left-Sided Attacker",4020
4647,"Left-Sided Midfielder/Fullback",100
4647,"Right-Sided Attacker",969
4647,"Right-Sided Midfielder/Fullback",25
4658,"Central Forward",458
4658,"Central Midfielder",129
4658,"Left-Sided Attacker",825
4658,"Right-Sided Attacker",2363
4667,"Central Defender",5340
4667,"Central Midfielder",56
4667,"Left-Sided Midfielder/Fullback",100
4691,"Central Defender",7660
4699,"Central Midfielder",2836
4699,"Left-Sided Attacker",65
4699,"Left-Sided Midfielder/Fullback",40
4699,"Right-Sided Midfielder/Fullback",57
4742,"Central Midfielder",7760
4742,"Left-Sided Midfielder/Fullback",190
4762,"Central Defender",483
4762,"Central Midfielder",8653
4762,"Left-Sided Midfielder/Fullback",196
4762,"Right-Sided Midfielder/Fullback",99
4767,"Central Defender",98
4767,"Central Midfielder",4967
4767,"Right-Sided Midfielder/Fullback",195
4786,"Central Defender",1521
4786,"Central Midfielder",142
4786,"Left-Sided Midfielder/Fullback",3963
4786,"Right-Sided Midfielder/Fullback",189
4787,"Central Midfielder",121
4787,"Left-Sided Attacker",3525
4787,"Right-Sided Attacker",96
4788,"Central Forward",6836
4793,"Central Forward",289
4793,"Central Midfielder",451
4793,"Left-Sided Attacker",2485
4793,"Left-Sided Midfielder/Fullback",136
4793,"Right-Sided Attacker",451
4797,"Central Forward",12
4797,"Central Midfielder",153
4797,"Left-Sided Attacker",16
4797,"Left-Sided Midfielder/Fullback",38
4797,"Right-Sided Attacker",940
4799,"Central Forward",3207
4799,"Central Midfielder",434
4799,"Left-Sided Attacker",48
4800,"Central Forward",6829
4800,"Central Midfielder",137
4800,"Left-Sided Attacker",35
4801,"Left-Sided Attacker",1523
4801,"Left-Sided Midfielder/Fullback",24
4801,"Right-Sided Attacker",2189
4801,"Right-Sided Midfielder/Fullback",130
4826,"Central Forward",7605
4826,"Central Midfielder",557
4826,"Left-Sided Attacker",429
4826,"Right-Sided Attacker",270
4832,"Central Defender",9534
4870,"Central Defender",1882
4873,"Central Defender",5327
4873,"Central Forward",97
4931,"Left-Sided Attacker",210
4931,"Left-Sided Midfielder/Fullback",7357
4934,"Central Midfielder",3485
4934,"Left-Sided Attacker",194
4934,"Right-Sided Midfielder/Fullback",201
4945,"Central Forward",5340
4945,"Central Midfielder",177
4945,"Left-Sided Midfielder/Fullback",28
4957,"Central Midfielder",3183
4957,"Left-Sided Attacker",1802
4957,"Left-Sided Midfielder/Fullback",72
4957,"Right-Sided Attacker",651
4958,"Central Forward",128
4958,"Central Midfielder",2853
4962,"Central Midfielder",2583
4962,"Left-Sided Midfielder/Fullback",63
4962,"Right-Sided Midfielder/Fullback",8
4982,"Central Midfielder",6197
4982,"Left-Sided Midfielder/Fullback",696
4982,"Right-Sided Attacker",63
4982,"Right-Sided Midfielder/Fullback",103
4990,"Central Forward",863
4990,"Central Midfielder",306
4990,"Left-Sided Attacker",1335
4990,"Right-Sided Attacker",2047
5030,"Central Midfielder",806
5030,"Left-Sided Attacker",831
5030,"Left-Sided Midfielder/Fullback",1571
5030,"Right-Sided Midfielder/Fullback",55
5052,"Central Defender",1248
5052,"Left-Sided Midfielder/Fullback",2257
5068,"Central Defender",7635
5068,"Right-Sided Midfielder/Fullback",479
5073,"Left-Sided Midfielder/Fullback",508
5073,"Right-Sided Midfielder/Fullback",3172
5078,"Central Midfielder",59
5078,"Left-Sided Attacker",728
5078,"Left-Sided Midfielder/Fullback",31
5078,"Right-Sided Attacker",235
5087,"Central Forward",587
5087,"Central Midfielder",1506
5087,"Left-Sided Attacker",1510
5087,"Right-Sided Attacker",254
5087,"Right-Sided Midfielder/Fullback",95
5119,"Central Midfielder",165
5119,"Left-Sided Attacker",127
5119,"Left-Sided Midfielder/Fullback",49
5119,"Right-Sided Midfielder/Fullback",79
5128,"Left-Sided Attacker",14
5128,"Left-Sided Midfielder/Fullback",176
5128,"Right-Sided Attacker",36
5128,"Right-Sided Midfielder/Fullback",4232
5150,"Central Midfielder",6670
5150,"Left-Sided Midfielder/Fullback",99
5200,"Central Forward",94
5200,"Central Midfielder",1768
5200,"Left-Sided Attacker",3043
5200,"Left-Sided Midfielder/Fullback",852
5200,"Right-Sided Attacker",232
5233,"Central Forward",7787
5233,"Central Midfielder",583
5233,"Left-Sided Attacker",93
5233,"Right-Sided Attacker",305
5267,"Central Defender",4388
5267,"Central Midfielder",192
5267,"Left-Sided Midfielder/Fullback",96
5267,"Right-Sided Midfielder/Fullback",257
5272,"Central Forward",1754
5272,"Central Midfielder",1209
5272,"Left-Sided Attacker",1753
5272,"Left-Sided Midfielder/Fullback",9
5272,"Right-Sided Attacker",177
5306,"Central Defender",156
5306,"Left-Sided Attacker",130
5306,"Left-Sided Midfielder/Fullback",2311
5885,"Central Forward",600
5885,"Central Midfielder",1174
5885,"Left-Sided Attacker",261
5885,"Left-Sided Midfielder/Fullback",217
5890,"Central Defender",4269
5890,"Right-Sided Midfielder/Fullback",391
5931,"Central Midfielder",4826
5931,"Left-Sided Midfielder/Fullback",98
5931,"Right-Sided Attacker",32
5931,"Right-Sided Midfielder/Fullback",14
5939,"Central Forward",2178
5940,"Central Defender",8397
5942,"Central Defender",35
5942,"Central Midfielder",4280
5942,"Right-Sided Midfielder/Fullback",13
5947,"Central Forward",2524
5947,"Central Midfielder",1050
5947,"Left-Sided Attacker",1879
5947,"Left-Sided Midfielder/Fullback",246
5947,"Right-Sided Attacker",787
5947,"Right-Sided Midfielder/Fullback",40
5954,"Central Defender",5706
5967,"Left-Sided Attacker",340
5967,"Left-Sided Midfielder/Fullback",4899
5976,"Left-Sided Midfielder/Fullback",639
5976,"Right-Sided Attacker",614
5976,"Right-Sided Midfielder/Fullback",5694
5987,"Central Defender",215
5987,"Left-Sided Attacker",89
5987,"Left-Sided Midfielder/Fullback",3817
5987,"Right-Sided Attacker",188
5987,"Right-Sided Midfielder/Fullback",2704
6045,"Left-Sided Attacker",57
6045,"Left-Sided Midfielder/Fullback",5939
6045,"Right-Sided Midfielder/Fullback",28
6141,"Central Defender",94
6141,"Central Midfielder",6525
6141,"Right-Sided Attacker",34
6240,"Central Defender",9001
6245,"Central Defender",7064
6249,"Central Defender",172
6249,"Central Forward",1111
6249,"Central Midfielder",5643
6249,"Left-Sided Midfielder/Fullback",275
6249,"Right-Sided Midfielder/Fullback",186
6277,"Central Forward",3516
6277,"Central Midfielder",239
6277,"Left-Sided Attacker",363
6277,"Right-Sided Attacker",365
6364,"Central Defender",2001
6364,"Central Midfielder",4630
6364,"Right-Sided Midfielder/Fullback",95
6366,"Central Defender",1938
6366,"Left-Sided Attacker",179
6366,"Left-Sided Midfielder/Fullback",4836
6366,"Right-Sided Midfielder/Fullback",338
6377,"Central Defender",115
6377,"Right-Sided Attacker",212
6377,"Right-Sided Midfielder/Fullback",7018
6379,"Central Forward",2641
6379,"Central Midfielder",164
6379,"Left-Sided Attacker",365
6379,"Right-Sided Attacker",169
6395,"Central Defender",6646
6416,"Central Forward",517
6416,"Central Midfielder",1908
6416,"Left-Sided Attacker",843
6416,"Left-Sided Midfielder/Fullback",179
6416,"Right-Sided Attacker",1324
