"player_id","position_cluster","minutes"
251462,"Central Midfielder",1003
251462,"Left-Sided Midfielder/Fullback",2280
251491,"Central Forward",242
251491,"Central Midfielder",2995
251491,"Left-Sided Attacker",1049
251491,"Left-Sided Midfielder/Fullback",269
251491,"Right-Sided Attacker",953
251491,"Right-Sided Midfielder/Fullback",234
251533,"Central Forward",359
251533,"Left-Sided Attacker",1227
251533,"Right-Sided Attacker",1073
251533,"Right-Sided Midfielder/Fullback",288
251535,"Central Defender",190
251535,"Central Midfielder",6817
251535,"Right-Sided Midfielder/Fullback",569
251545,"Central Midfielder",18
251545,"Left-Sided Midfielder/Fullback",2160
251545,"Right-Sided Attacker",10
251545,"Right-Sided Midfielder/Fullback",2262
251554,"Central Forward",690
251554,"Central Midfielder",203
251554,"Left-Sided Attacker",5622
251554,"Right-Sided Attacker",755
251564,"Central Defender",3234
251564,"Central Midfielder",47
251656,"Central Forward",470
251656,"Central Midfielder",1668
251656,"Left-Sided Attacker",2154
251656,"Left-Sided Midfielder/Fullback",133
251656,"Right-Sided Attacker",418
251671,"Central Forward",4509
251671,"Central Midfielder",1375
251671,"Left-Sided Attacker",528
251671,"Left-Sided Midfielder/Fullback",95
251671,"Right-Sided Attacker",377
251671,"Right-Sided Midfielder/Fullback",112
251676,"Central Defender",776
251676,"Central Midfielder",1237
251676,"Left-Sided Midfielder/Fullback",65
251676,"Right-Sided Midfielder/Fullback",1052
251679,"Central Defender",520
251679,"Central Forward",40
251679,"Left-Sided Midfielder/Fullback",6476
251685,"Central Defender",94
251685,"Left-Sided Midfielder/Fullback",7747
251687,"Central Forward",1835
251687,"Central Midfielder",101
251687,"Left-Sided Attacker",1309
251687,"Right-Sided Attacker",851
251687,"Right-Sided Midfielder/Fullback",110
251736,"Central Defender",203
251736,"Central Midfielder",1307
251736,"Left-Sided Attacker",140
251736,"Left-Sided Midfielder/Fullback",7504
251736,"Right-Sided Midfielder/Fullback",735
251754,"Central Forward",1501
251754,"Central Midfielder",1604
251754,"Left-Sided Attacker",203
251754,"Left-Sided Midfielder/Fullback",97
251754,"Right-Sided Attacker",221
251754,"Right-Sided Midfielder/Fullback",51
251764,"Left-Sided Midfielder/Fullback",386
251764,"Right-Sided Midfielder/Fullback",454
251793,"Left-Sided Attacker",17
251793,"Left-Sided Midfielder/Fullback",5330
251793,"Right-Sided Attacker",12
251793,"Right-Sided Midfielder/Fullback",782
251817,"Central Defender",190
251817,"Left-Sided Midfielder/Fullback",479
251834,"Central Forward",2762
251834,"Central Midfielder",255
251834,"Left-Sided Attacker",239
251834,"Right-Sided Attacker",1324
251845,"Central Defender",3817
251845,"Central Midfielder",97
251845,"Left-Sided Midfielder/Fullback",82
251846,"Central Defender",240
251847,"Left-Sided Midfielder/Fullback",259
251847,"Right-Sided Midfielder/Fullback",391
251910,"Central Forward",280
251910,"Central Midfielder",248
251910,"Left-Sided Attacker",888
251910,"Right-Sided Attacker",869
251910,"Right-Sided Midfielder/Fullback",29
251915,"Central Forward",88
251915,"Central Midfielder",181
251917,"Central Forward",4014
251917,"Central Midfielder",1619
251917,"Left-Sided Attacker",73
251917,"Right-Sided Attacker",95
251917,"Right-Sided Midfielder/Fullback",95
251930,"Central Midfielder",11
251930,"Left-Sided Attacker",12
251940,"Central Forward",1102
251940,"Central Midfielder",76
251945,"Central Defender",562
251945,"Right-Sided Midfielder/Fullback",95
251947,"Central Midfielder",186
251947,"Left-Sided Attacker",308
251947,"Left-Sided Midfielder/Fullback",278
251947,"Right-Sided Attacker",94
252027,"Left-Sided Midfielder/Fullback",172
252027,"Right-Sided Attacker",222
252027,"Right-Sided Midfielder/Fullback",7274
252050,"Central Defender",6251
252050,"Left-Sided Midfielder/Fullback",1677
252059,"Central Defender",183
252059,"Left-Sided Attacker",12
252059,"Left-Sided Midfielder/Fullback",4691
252067,"Central Midfielder",31
252067,"Left-Sided Attacker",1458
252067,"Right-Sided Attacker",1553
252081,"Central Forward",1212
252081,"Central Midfielder",464
252081,"Left-Sided Attacker",122
252081,"Right-Sided Attacker",1549
252081,"Right-Sided Midfielder/Fullback",183
252101,"Central Forward",81
252101,"Central Midfielder",364
252101,"Left-Sided Attacker",444
252101,"Left-Sided Midfielder/Fullback",96
252101,"Right-Sided Attacker",240
252111,"Central Midfielder",1728
252111,"Left-Sided Midfielder/Fullback",94
252111,"Right-Sided Attacker",258
252111,"Right-Sided Midfielder/Fullback",465
252147,"Central Defender",558
252147,"Central Midfielder",1589
252180,"Central Forward",237
252180,"Central Midfielder",3768
252180,"Left-Sided Attacker",797
252180,"Left-Sided Midfielder/Fullback",222
252180,"Right-Sided Attacker",95
252183,"Central Defender",1754
252342,"Central Defender",94
252342,"Central Midfielder",6469
252342,"Left-Sided Midfielder/Fullback",116
252342,"Right-Sided Midfielder/Fullback",340
252498,"Left-Sided Attacker",17
252498,"Left-Sided Midfielder/Fullback",1635
252498,"Right-Sided Midfielder/Fullback",3549
252503,"Central Forward",1815
252503,"Central Midfielder",49
252503,"Left-Sided Attacker",23
252508,"Central Defender",2325
252508,"Right-Sided Midfielder/Fullback",93
252511,"Central Midfielder",1634
252511,"Right-Sided Midfielder/Fullback",93
252523,"Left-Sided Attacker",261
252523,"Left-Sided Midfielder/Fullback",16
252523,"Right-Sided Attacker",436
252523,"Right-Sided Midfielder/Fullback",270
252525,"Central Midfielder",1633
252525,"Right-Sided Attacker",203
252525,"Right-Sided Midfielder/Fullback",462
252552,"Central Forward",947
252552,"Central Midfielder",753
252552,"Left-Sided Attacker",96
252552,"Right-Sided Attacker",1652
252800,"Right-Sided Attacker",31
252803,"Left-Sided Attacker",775
252803,"Right-Sided Attacker",443
252803,"Right-Sided Midfielder/Fullback",62
252816,"Central Defender",618
252816,"Left-Sided Midfielder/Fullback",390
252887,"Central Defender",475
252887,"Right-Sided Midfielder/Fullback",951
252907,"Central Forward",3198
252907,"Central Midfielder",49
252922,"Central Forward",284
252922,"Central Midfielder",956
252922,"Left-Sided Attacker",916
252922,"Left-Sided Midfielder/Fullback",284
253021,"Central Defender",5982
253046,"Central Midfielder",2557
253046,"Right-Sided Midfielder/Fullback",95
253078,"Central Forward",559
253078,"Central Midfielder",523
253078,"Left-Sided Attacker",5428
253078,"Right-Sided Attacker",174
253078,"Right-Sided Midfielder/Fullback",32
253091,"Central Defender",358
253091,"Left-Sided Attacker",108
253091,"Left-Sided Midfielder/Fullback",3568
253091,"Right-Sided Midfielder/Fullback",947
253146,"Central Forward",31
253146,"Central Midfielder",920
253146,"Left-Sided Attacker",2798
253146,"Left-Sided Midfielder/Fullback",370
253146,"Right-Sided Attacker",327
253146,"Right-Sided Midfielder/Fullback",293
253148,"Central Forward",289
253148,"Left-Sided Attacker",1344
253148,"Left-Sided Midfielder/Fullback",71
253148,"Right-Sided Attacker",60
253148,"Right-Sided Midfielder/Fullback",16
253150,"Central Forward",2182
253150,"Central Midfielder",105
253150,"Left-Sided Attacker",27
253150,"Right-Sided Attacker",32
253172,"Central Defender",7056
253184,"Central Defender",191
253184,"Central Forward",22
253184,"Central Midfielder",1940
253336,"Central Defender",370
253336,"Central Midfielder",487
253336,"Left-Sided Midfielder/Fullback",215
253336,"Right-Sided Midfielder/Fullback",2709
253359,"Central Forward",863
253359,"Central Midfielder",48
253359,"Right-Sided Attacker",334
253378,"Central Midfielder",94
253378,"Left-Sided Attacker",5354
253378,"Left-Sided Midfielder/Fullback",843
253386,"Central Defender",2074
253386,"Left-Sided Midfielder/Fullback",2625
253386,"Right-Sided Midfielder/Fullback",285
253505,"Central Forward",1038
253505,"Central Midfielder",445
253505,"Left-Sided Attacker",1861
253505,"Left-Sided Midfielder/Fullback",219
253505,"Right-Sided Attacker",463
253522,"Central Defender",255
253522,"Central Midfielder",3475
253531,"Central Forward",2135
253531,"Central Midfielder",1335
253531,"Left-Sided Attacker",583
253531,"Right-Sided Midfielder/Fullback",73
253545,"Central Defender",6448
253545,"Left-Sided Midfielder/Fullback",18
253559,"Right-Sided Midfielder/Fullback",655
253585,"Central Midfielder",571
253598,"Central Defender",1708
253598,"Left-Sided Midfielder/Fullback",656
253598,"Right-Sided Midfielder/Fullback",537
253606,"Central Defender",14
253606,"Central Forward",169
253606,"Central Midfielder",4261
253606,"Left-Sided Attacker",130
253606,"Left-Sided Midfielder/Fullback",1273
253606,"Right-Sided Attacker",61
253679,"Central Forward",5729
253679,"Central Midfielder",526
253679,"Left-Sided Attacker",96
253679,"Right-Sided Attacker",587
253695,"Central Forward",78
253695,"Central Midfielder",283
253696,"Central Midfielder",993
253700,"Central Forward",94
253700,"Central Midfielder",71
253702,"Central Midfielder",1419
253702,"Left-Sided Attacker",364
253702,"Left-Sided Midfielder/Fullback",390
253702,"Right-Sided Attacker",217
253702,"Right-Sided Midfielder/Fullback",111
253704,"Central Defender",1702
253704,"Central Midfielder",579
253714,"Central Forward",17
253714,"Central Midfielder",3070
253714,"Left-Sided Attacker",178
253714,"Left-Sided Midfielder/Fullback",24
253718,"Central Forward",98
253718,"Central Midfielder",269
253718,"Left-Sided Attacker",2364
253718,"Left-Sided Midfielder/Fullback",220
253718,"Right-Sided Attacker",667
253795,"Central Defender",190
253795,"Central Midfielder",53
253795,"Left-Sided Attacker",746
253795,"Right-Sided Attacker",131
253795,"Right-Sided Midfielder/Fullback",3598
253849,"Central Forward",283
253849,"Central Midfielder",4239
253849,"Left-Sided Attacker",211
253849,"Left-Sided Midfielder/Fullback",569
253849,"Right-Sided Attacker",45
253849,"Right-Sided Midfielder/Fullback",470
253852,"Left-Sided Midfielder/Fullback",1354
253872,"Central Defender",565
253872,"Right-Sided Attacker",198
253872,"Right-Sided Midfielder/Fullback",4185
253977,"Central Midfielder",9
253977,"Left-Sided Attacker",46
253977,"Left-Sided Midfielder/Fullback",2413
253977,"Right-Sided Attacker",346
253977,"Right-Sided Midfielder/Fullback",3400
253978,"Central Forward",3065
253978,"Central Midfielder",139
253982,"Left-Sided Attacker",230
253982,"Left-Sided Midfielder/Fullback",695
253982,"Right-Sided Attacker",110
253982,"Right-Sided Midfielder/Fullback",527
253990,"Central Midfielder",5227
253990,"Left-Sided Attacker",343
253990,"Left-Sided Midfielder/Fullback",631
253990,"Right-Sided Attacker",518
253990,"Right-Sided Midfielder/Fullback",834
254163,"Central Defender",289
254163,"Central Midfielder",1996
254163,"Left-Sided Midfielder/Fullback",95
254163,"Right-Sided Attacker",363
254172,"Central Forward",297
254172,"Central Midfielder",652
254172,"Left-Sided Attacker",93
254172,"Right-Sided Attacker",106
254224,"Central Midfielder",1118
254224,"Left-Sided Attacker",103
254224,"Left-Sided Midfielder/Fullback",15
254224,"Right-Sided Attacker",17
254224,"Right-Sided Midfielder/Fullback",149
254236,"Central Defender",2365
254236,"Central Midfielder",88
254299,"Right-Sided Midfielder/Fullback",59
254300,"Central Forward",2870
254300,"Central Midfielder",633
254300,"Left-Sided Attacker",177
254390,"Central Defender",95
254390,"Central Midfielder",4344
254390,"Left-Sided Attacker",17
254390,"Left-Sided Midfielder/Fullback",284
254390,"Right-Sided Midfielder/Fullback",18
254434,"Central Forward",491
254434,"Central Midfielder",102
254434,"Left-Sided Attacker",2719
254434,"Right-Sided Attacker",1196
254435,"Central Forward",67
254435,"Central Midfielder",4374
254435,"Left-Sided Attacker",1254
254435,"Right-Sided Attacker",1154
254435,"Right-Sided Midfielder/Fullback",692
254572,"Central Midfielder",84
254572,"Left-Sided Attacker",918
254572,"Left-Sided Midfielder/Fullback",57
254572,"Right-Sided Attacker",1321
254572,"Right-Sided Midfielder/Fullback",2179
254619,"Central Forward",282
254619,"Central Midfielder",1102
254619,"Left-Sided Attacker",2572
254619,"Left-Sided Midfielder/Fullback",19
254619,"Right-Sided Attacker",2659
254621,"Central Forward",1285
254621,"Left-Sided Attacker",1164
254621,"Left-Sided Midfielder/Fullback",97
254621,"Right-Sided Attacker",2896
254621,"Right-Sided Midfielder/Fullback",629
254767,"Central Midfielder",7700
254767,"Left-Sided Attacker",190
254767,"Left-Sided Midfielder/Fullback",987
254767,"Right-Sided Attacker",153
254767,"Right-Sided Midfielder/Fullback",1216
254770,"Central Forward",213
254770,"Central Midfielder",316
254770,"Left-Sided Attacker",585
254770,"Left-Sided Midfielder/Fullback",149
254770,"Right-Sided Attacker",4010
254770,"Right-Sided Midfielder/Fullback",123
254988,"Central Forward",299
254988,"Central Midfielder",274
254988,"Left-Sided Attacker",4764
254988,"Left-Sided Midfielder/Fullback",58
254988,"Right-Sided Attacker",1555
255032,"Left-Sided Midfielder/Fullback",1053
255032,"Right-Sided Attacker",188
255032,"Right-Sided Midfielder/Fullback",686
255052,"Central Midfielder",2999
255052,"Left-Sided Attacker",402
255052,"Left-Sided Midfielder/Fullback",1273
255052,"Right-Sided Midfielder/Fullback",301
255090,"Central Forward",93
255090,"Central Midfielder",2816
255090,"Left-Sided Attacker",547
255090,"Left-Sided Midfielder/Fullback",637
255090,"Right-Sided Attacker",174
255090,"Right-Sided Midfielder/Fullback",379
255123,"Central Defender",188
255123,"Central Midfielder",6160
255123,"Left-Sided Attacker",485
255123,"Left-Sided Midfielder/Fullback",735
255123,"Right-Sided Attacker",92
255123,"Right-Sided Midfielder/Fullback",292
255125,"Central Forward",47
255125,"Central Midfielder",3473
255125,"Left-Sided Attacker",290
255125,"Left-Sided Midfielder/Fullback",698
255125,"Right-Sided Attacker",375
255125,"Right-Sided Midfielder/Fullback",604
255147,"Central Defender",102
255147,"Central Midfielder",1474
255147,"Left-Sided Midfielder/Fullback",752
255147,"Right-Sided Midfielder/Fullback",6790
255209,"Central Defender",2445
255249,"Central Forward",5719
255249,"Central Midfielder",357
255249,"Left-Sided Attacker",73
255249,"Right-Sided Attacker",46
255430,"Central Midfielder",24
255430,"Right-Sided Attacker",351
255430,"Right-Sided Midfielder/Fullback",107
255433,"Central Forward",104
255433,"Central Midfielder",4156
255433,"Left-Sided Attacker",1872
255433,"Left-Sided Midfielder/Fullback",94
255433,"Right-Sided Attacker",2524
255433,"Right-Sided Midfielder/Fullback",100
255447,"Central Defender",2447
255447,"Right-Sided Attacker",101
255447,"Right-Sided Midfielder/Fullback",18
255468,"Central Defender",1062
255468,"Central Midfielder",1100
255469,"Central Forward",1881
255469,"Central Midfielder",1788
255469,"Left-Sided Attacker",470
255469,"Right-Sided Attacker",5482
255491,"Left-Sided Attacker",54
255491,"Left-Sided Midfielder/Fullback",6674
255510,"Central Forward",255
255510,"Central Midfielder",6255
255510,"Left-Sided Attacker",97
255510,"Left-Sided Midfielder/Fullback",404
255510,"Right-Sided Midfielder/Fullback",95
255516,"Central Forward",2429
255516,"Central Midfielder",104
255535,"Left-Sided Attacker",30
255535,"Left-Sided Midfielder/Fullback",6176
255553,"Central Defender",469
255672,"Central Defender",651
255675,"Central Midfielder",776
255676,"Central Defender",94
255676,"Central Midfielder",716
255678,"Central Defender",99
255678,"Central Midfielder",473
255678,"Left-Sided Midfielder/Fullback",167
255702,"Right-Sided Midfielder/Fullback",94
255713,"Central Forward",274
255713,"Central Midfielder",3762
255713,"Left-Sided Attacker",700
255713,"Left-Sided Midfielder/Fullback",3278
255713,"Right-Sided Attacker",1300
255713,"Right-Sided Midfielder/Fullback",1575
255719,"Central Forward",64
255719,"Central Midfielder",3852
255719,"Left-Sided Attacker",1086
255719,"Left-Sided Midfielder/Fullback",168
255719,"Right-Sided Attacker",207
255719,"Right-Sided Midfielder/Fullback",265
255808,"Central Midfielder",75
255808,"Left-Sided Attacker",351
255808,"Left-Sided Midfielder/Fullback",96
255808,"Right-Sided Attacker",351
255837,"Central Defender",3144
255837,"Right-Sided Midfielder/Fullback",618
255845,"Central Defender",4566
255845,"Central Midfielder",75
255856,"Central Midfielder",3087
255856,"Left-Sided Midfielder/Fullback",190
255856,"Right-Sided Midfielder/Fullback",96
255874,"Central Defender",95
255874,"Left-Sided Midfielder/Fullback",261
255874,"Right-Sided Midfielder/Fullback",1435
255942,"Central Defender",1638
255942,"Left-Sided Midfielder/Fullback",90
256024,"Central Defender",201
256045,"Central Forward",6952
256045,"Central Midfielder",97
256055,"Central Midfielder",845
256055,"Left-Sided Midfielder/Fullback",97
256055,"Right-Sided Attacker",104
256373,"Central Defender",5540
256373,"Central Midfielder",582
256373,"Left-Sided Midfielder/Fullback",1204
256392,"Central Forward",305
256392,"Central Midfielder",1802
256392,"Left-Sided Attacker",1804
256392,"Left-Sided Midfielder/Fullback",632
256392,"Right-Sided Attacker",94
256392,"Right-Sided Midfielder/Fullback",263
256420,"Central Forward",245
256420,"Central Midfielder",164
256420,"Left-Sided Attacker",1936
256420,"Left-Sided Midfielder/Fullback",211
256420,"Right-Sided Attacker",3383
256420,"Right-Sided Midfielder/Fullback",395
256630,"Central Defender",2142
256630,"Central Forward",96
256634,"Central Forward",343
256634,"Central Midfielder",888
256634,"Left-Sided Attacker",1371
256634,"Left-Sided Midfielder/Fullback",470
256634,"Right-Sided Attacker",659
256634,"Right-Sided Midfielder/Fullback",285
256673,"Central Forward",25
256673,"Central Midfielder",550
256673,"Left-Sided Attacker",951
256673,"Left-Sided Midfielder/Fullback",2585
256673,"Right-Sided Attacker",479
256673,"Right-Sided Midfielder/Fullback",447
256718,"Central Forward",5564
256718,"Central Midfielder",29
256718,"Right-Sided Attacker",66
256721,"Central Forward",627
256721,"Central Midfielder",208
256721,"Left-Sided Attacker",3034
256721,"Left-Sided Midfielder/Fullback",96
256721,"Right-Sided Attacker",832
256743,"Central Forward",177
256743,"Central Midfielder",812
256743,"Right-Sided Attacker",237
256831,"Left-Sided Midfielder/Fullback",612
256858,"Central Forward",949
256858,"Central Midfielder",165
256858,"Left-Sided Attacker",169
256858,"Right-Sided Attacker",167
256858,"Right-Sided Midfielder/Fullback",120
256922,"Central Midfielder",9
256922,"Left-Sided Attacker",227
256922,"Left-Sided Midfielder/Fullback",3297
257073,"Central Forward",3032
257073,"Central Midfielder",180
257073,"Left-Sided Midfielder/Fullback",10
257104,"Central Forward",64
257104,"Central Midfielder",1421
257104,"Left-Sided Midfielder/Fullback",209
257104,"Right-Sided Midfielder/Fullback",196
257117,"Left-Sided Midfielder/Fullback",3763
257118,"Central Defender",6584
257120,"Right-Sided Attacker",90
257120,"Right-Sided Midfielder/Fullback",8489
257146,"Central Forward",258
257146,"Left-Sided Attacker",1012
257146,"Right-Sided Attacker",802
257146,"Right-Sided Midfielder/Fullback",145
257184,"Central Forward",986
257184,"Central Midfielder",289
257184,"Left-Sided Attacker",2577
257184,"Left-Sided Midfielder/Fullback",93
257184,"Right-Sided Attacker",4036
257184,"Right-Sided Midfielder/Fullback",157
257293,"Left-Sided Midfielder/Fullback",95
257293,"Right-Sided Midfielder/Fullback",4620
257294,"Central Forward",65
257294,"Central Midfielder",591
257294,"Left-Sided Attacker",928
257294,"Left-Sided Midfielder/Fullback",9
257294,"Right-Sided Attacker",115
257294,"Right-Sided Midfielder/Fullback",8
257315,"Right-Sided Midfielder/Fullback",1680
257317,"Left-Sided Attacker",83
257317,"Left-Sided Midfielder/Fullback",3512
257329,"Central Forward",4040
257329,"Central Midfielder",317
257341,"Central Defender",292
257341,"Central Midfielder",1817
257441,"Central Defender",4072
257441,"Central Midfielder",133
257441,"Left-Sided Midfielder/Fullback",70
257453,"Central Forward",1442
257453,"Central Midfielder",133
257453,"Left-Sided Attacker",234
257453,"Right-Sided Attacker",71
257454,"Central Midfielder",20
257454,"Left-Sided Attacker",808
257454,"Left-Sided Midfielder/Fullback",1137
257454,"Right-Sided Attacker",98
257454,"Right-Sided Midfielder/Fullback",14
257456,"Central Midfielder",28
257456,"Left-Sided Attacker",240
257456,"Left-Sided Midfielder/Fullback",4140
257555,"Central Forward",871
257555,"Central Midfielder",1258
257567,"Central Midfielder",1793
257567,"Left-Sided Midfielder/Fullback",1159
257567,"Right-Sided Midfielder/Fullback",562
257627,"Central Forward",24
257627,"Central Midfielder",3806
257627,"Left-Sided Attacker",10
257627,"Left-Sided Midfielder/Fullback",235
257627,"Right-Sided Attacker",261
257627,"Right-Sided Midfielder/Fullback",37
257636,"Left-Sided Midfielder/Fullback",37
257636,"Right-Sided Midfielder/Fullback",2420
257642,"Central Forward",2404
257642,"Central Midfielder",345
257642,"Right-Sided Attacker",11
257720,"Central Forward",191
257720,"Left-Sided Midfielder/Fullback",79
257721,"Right-Sided Attacker",465
257722,"Central Defender",1407
257722,"Left-Sided Midfielder/Fullback",7169
257758,"Central Forward",124
257758,"Central Midfielder",7335
257758,"Left-Sided Attacker",15
257758,"Left-Sided Midfielder/Fullback",889
257788,"Central Defender",1514
257788,"Central Forward",96
257788,"Central Midfielder",93
257788,"Left-Sided Midfielder/Fullback",93
257788,"Right-Sided Attacker",94
257788,"Right-Sided Midfielder/Fullback",978
257800,"Central Midfielder",17
257869,"Central Defender",158
257869,"Central Midfielder",852
257869,"Left-Sided Midfielder/Fullback",36
257869,"Right-Sided Attacker",372
257869,"Right-Sided Midfielder/Fullback",1222
257876,"Central Defender",97
257876,"Right-Sided Attacker",13
257876,"Right-Sided Midfielder/Fullback",1115
257878,"Left-Sided Midfielder/Fullback",932
257881,"Central Forward",14
257881,"Central Midfielder",1988
257881,"Left-Sided Attacker",24
257881,"Left-Sided Midfielder/Fullback",1184
257881,"Right-Sided Attacker",218
257881,"Right-Sided Midfielder/Fullback",1158
257941,"Central Forward",275
257941,"Central Midfielder",6647
257941,"Left-Sided Attacker",497
257941,"Left-Sided Midfielder/Fullback",96
257941,"Right-Sided Attacker",69
257957,"Central Forward",3433
257957,"Central Midfielder",161
257957,"Left-Sided Attacker",1435
257957,"Right-Sided Attacker",303
257957,"Right-Sided Midfielder/Fullback",26
258233,"Central Forward",399
258233,"Central Midfielder",486
258233,"Left-Sided Attacker",2063
258233,"Left-Sided Midfielder/Fullback",85
258233,"Right-Sided Attacker",601
258233,"Right-Sided Midfielder/Fullback",10
258359,"Left-Sided Attacker",913
258359,"Left-Sided Midfielder/Fullback",3921
258359,"Right-Sided Attacker",2384
258359,"Right-Sided Midfielder/Fullback",25
258379,"Central Midfielder",2111
258379,"Left-Sided Midfielder/Fullback",162
258557,"Central Forward",4866
258557,"Central Midfielder",226
258557,"Left-Sided Attacker",1009
258557,"Right-Sided Attacker",60
258597,"Central Forward",79
258597,"Central Midfielder",3530
258597,"Left-Sided Attacker",714
258597,"Left-Sided Midfielder/Fullback",793
258597,"Right-Sided Attacker",625
258597,"Right-Sided Midfielder/Fullback",456
258637,"Central Forward",4312
258637,"Central Midfielder",94
258637,"Left-Sided Attacker",574
258637,"Left-Sided Midfielder/Fullback",13
258637,"Right-Sided Attacker",1501
258637,"Right-Sided Midfielder/Fullback",22
258732,"Central Forward",888
258732,"Central Midfielder",47
258732,"Left-Sided Attacker",2202
258732,"Left-Sided Midfielder/Fullback",34
258732,"Right-Sided Attacker",129
258756,"Central Defender",3792
258756,"Central Midfielder",2938
258756,"Right-Sided Midfielder/Fullback",96
259021,"Central Forward",750
259021,"Central Midfielder",238
259021,"Left-Sided Attacker",2232
259021,"Left-Sided Midfielder/Fullback",34
259021,"Right-Sided Attacker",1817
259021,"Right-Sided Midfielder/Fullback",14
259332,"Central Forward",787
259332,"Central Midfielder",83
259332,"Left-Sided Attacker",1947
259332,"Left-Sided Midfielder/Fullback",12
259332,"Right-Sided Attacker",214
259332,"Right-Sided Midfielder/Fullback",50
259356,"Central Midfielder",190
259356,"Left-Sided Attacker",49
259356,"Left-Sided Midfielder/Fullback",196
259356,"Right-Sided Attacker",498
259356,"Right-Sided Midfielder/Fullback",2664
259358,"Central Defender",1137
259492,"Central Defender",815
259492,"Left-Sided Attacker",61
259492,"Left-Sided Midfielder/Fullback",2101
259538,"Central Defender",5782
259538,"Central Midfielder",10
259538,"Right-Sided Midfielder/Fullback",94
259668,"Central Forward",122
259668,"Central Midfielder",96
259668,"Left-Sided Attacker",1066
259668,"Right-Sided Attacker",259
259803,"Central Defender",1756
259803,"Right-Sided Midfielder/Fullback",141
259807,"Central Midfielder",62
259807,"Left-Sided Midfielder/Fullback",30
259807,"Right-Sided Attacker",33
259807,"Right-Sided Midfielder/Fullback",17
259856,"Central Forward",1501
259856,"Central Midfielder",3482
259856,"Left-Sided Attacker",943
259856,"Left-Sided Midfielder/Fullback",111
259919,"Central Forward",156
259919,"Central Midfielder",2580
259919,"Left-Sided Attacker",731
259919,"Left-Sided Midfielder/Fullback",76
259919,"Right-Sided Attacker",54
259919,"Right-Sided Midfielder/Fullback",314
259982,"Central Forward",62
259982,"Central Midfielder",6518
259982,"Left-Sided Midfielder/Fullback",400
259982,"Right-Sided Attacker",8
259982,"Right-Sided Midfielder/Fullback",543
260027,"Central Forward",791
260027,"Central Midfielder",197
260027,"Left-Sided Attacker",147
260027,"Right-Sided Attacker",1522
260027,"Right-Sided Midfielder/Fullback",53
260046,"Central Forward",4452
260046,"Central Midfielder",136
260046,"Left-Sided Attacker",1480
260046,"Left-Sided Midfielder/Fullback",131
260046,"Right-Sided Attacker",482
260051,"Central Midfielder",3469
260051,"Left-Sided Attacker",266
260051,"Left-Sided Midfielder/Fullback",118
260051,"Right-Sided Attacker",99
260051,"Right-Sided Midfielder/Fullback",184
260068,"Right-Sided Attacker",1016
260068,"Right-Sided Midfielder/Fullback",5358
260081,"Central Defender",3071
260081,"Central Midfielder",1383
260081,"Left-Sided Midfielder/Fullback",197
260154,"Central Defender",7139
260205,"Central Forward",4707
260205,"Central Midfielder",173
260313,"Central Forward",289
260313,"Central Midfielder",4668
260313,"Left-Sided Attacker",264
260313,"Left-Sided Midfielder/Fullback",556
260313,"Right-Sided Attacker",65
260313,"Right-Sided Midfielder/Fullback",225
260317,"Central Defender",93
260317,"Central Midfielder",3528
260317,"Left-Sided Attacker",81
260317,"Left-Sided Midfielder/Fullback",833
260317,"Right-Sided Attacker",9
260317,"Right-Sided Midfielder/Fullback",555
260504,"Central Defender",945
260504,"Left-Sided Attacker",115
260504,"Left-Sided Midfielder/Fullback",4873
260504,"Right-Sided Midfielder/Fullback",2082
260513,"Central Midfielder",5460
260513,"Left-Sided Midfielder/Fullback",62
260513,"Right-Sided Attacker",163
260513,"Right-Sided Midfielder/Fullback",27
260550,"Central Defender",90
260550,"Central Midfielder",25
260550,"Left-Sided Attacker",382
260550,"Left-Sided Midfielder/Fullback",4869
260555,"Central Defender",1169
260555,"Left-Sided Midfielder/Fullback",383
260556,"Central Defender",2350
260556,"Central Midfielder",93
260556,"Right-Sided Attacker",24
260556,"Right-Sided Midfielder/Fullback",783
260645,"Central Defender",1802
260645,"Right-Sided Midfielder/Fullback",85
260826,"Central Forward",2358
260826,"Left-Sided Attacker",104
260826,"Right-Sided Attacker",137
260923,"Central Forward",1930
260923,"Central Midfielder",206
260923,"Left-Sided Attacker",249
260923,"Left-Sided Midfielder/Fullback",95
260923,"Right-Sided Attacker",269
260923,"Right-Sided Midfielder/Fullback",96
261028,"Central Forward",810
261028,"Central Midfielder",57
261028,"Left-Sided Attacker",411
261028,"Left-Sided Midfielder/Fullback",27
261028,"Right-Sided Attacker",142
261042,"Central Forward",152
261042,"Central Midfielder",272
261042,"Left-Sided Attacker",2479
261042,"Left-Sided Midfielder/Fullback",442
261042,"Right-Sided Attacker",549
261042,"Right-Sided Midfielder/Fullback",50
261068,"Central Midfielder",396
261068,"Left-Sided Attacker",3956
261068,"Left-Sided Midfielder/Fullback",474
261068,"Right-Sided Attacker",1363
261068,"Right-Sided Midfielder/Fullback",709
261069,"Left-Sided Attacker",173
261069,"Left-Sided Midfielder/Fullback",1088
261274,"Central Forward",7354
261274,"Central Midfielder",96
261328,"Left-Sided Midfielder/Fullback",5865
261485,"Central Forward",515
261485,"Central Midfielder",166
261485,"Left-Sided Attacker",5148
261485,"Left-Sided Midfielder/Fullback",153
261485,"Right-Sided Attacker",196
261637,"Central Forward",455
