"id","positions"
"269968","RCMF3"
"354213","RWF"
"354213","LWF"
"354213","RW"
"4441","RCB"
"4441","LCB"
"4441","DMF"
"6436","LB"
"26178","LCMF3"
"26178","LCMF"
"26178","RCMF3"
"386263","RWF"
"386263","RW"
"386263","RAMF"
"150022","RCB"
"386265","RB"
"386265","LB"
"461871","RCMF"
"461871","LDMF"
"461871","RCMF3"
"9428","CF"
"78557","LB"
"78557","RW"
"82793","DMF"
"82793","RCMF"
"88296","LW"
"88296","LWF"
"88296","LCMF3"
"400904","GK"
"109730","CF"
"191103","LCB"
"160153","LCMF"
"160153","RCMF3"
"160153","LCMF3"
"337005","LB"
"337005","LWB"
"337005","LB5"
"191091","CB"
"520845","RCB3"
"520845","DMF"
"520845","LCB3"
"465901","RAMF"
"465901","CF"
"465901","RW"
"250375","LB5"
"250375","RW"
"250375","LWB"
"6649","LCMF3"
"6649","RCMF3"
"6649","LCMF"
"72577","RB5"
"72577","RWB"
"321967","GK"
"115532","RCMF3"
"115532","RCMF"
"260154","CB"
"260154","RCB3"
"76210","LCB3"
"76210","CB"
"84017","CF"
"84017","AMF"
"84017","RW"
"272723","RB5"
"272723","RWB"
"11524","DMF"
"11524","RCMF"
"190554","CF"
"12885","LB5"
"12885","LWB"
"12885","LB"
"191512","CF"
"360133","LW"
"360133","RW"
"115120","LCMF3"
"115120","CF"
"115120","LCMF"
"275751","LCB3"
"275751","LB5"
"270591","RCB3"
"27708","GK"
"128195","CF"
"128195","LW"
"128195","AMF"
"225332","LCMF"
"225332","DMF"
"225332","RCMF"
"407955","LCMF"
"407955","RW"
"407955","AMF"
"-74108","GK"
"5939","CF"
"5967","LB"
"5967","LAMF"
"385241","RCB"
"26108","GK"
"242088","GK"
"134652","LCMF"
"134652","LDMF"
"134652","DMF"
"353247","LAMF"
"27846","RDMF"
"27846","RCMF"
"411309","RB"
"411309","LB"
"411309","RW"
"242746","GK"
"260317","LCMF"
"260317","RCMF"
"260317","LDMF"
"348627","AMF"
"348627","RDMF"
"348627","RW"
"158013","RCMF"
"158013","LDMF"
"158013","LCMF"
"35211","LB"
"35211","RCB"
"35211","LCB"
"85227","LW"
"85227","LAMF"
"6627","RCB"
"122214","RCB"
"122214","LCB"
"122214","RB"
"35124","LCB"
"125355","RCB"
"11944","AMF"
"11944","CF"
"37070","RB"
"192814","LB"
"251432","CF"
"26174","GK"
"285942","LW"
"285942","LAMF"
"51714","RW"
"51714","RAMF"
"214910","LW"
"214910","RW"
"214910","CF"
"41532","LCMF"
"128476","RCMF3"
"128476","LCMF3"
"152710","GK"
"150197","GK"
"273101","RCB3"
"273101","CB"
"273101","RCB"
"29127","LCMF"
"29127","LDMF"
"29127","DMF"
"123739","RW"
"123739","RAMF"
"123739","LAMF"
"186735","CF"
"27564","RCB3"
"27564","RCB"
"27564","RB"
"269801","LWB"
"269801","RWB"
"269801","RW"
"76326","CF"
"76326","AMF"
"26110","LCMF3"
"26110","AMF"
"26110","LCMF"
"27677","LW"
"27677","LAMF"
"27677","RWB"
"72430","CF"
"72430","AMF"
"72973","RCMF"
"72973","RDMF"
"72973","LCMF"
"26170","GK"
"253795","RB"
"5987","RB"
"5987","RWB"
"5987","RB5"
"302263","RB5"
"302263","RWB"
"302263","RW"
"59574","LB"
"59574","LB5"
"59574","LWB"
"63340","LCMF"
"63340","DMF"
"63340","RCMF"
"123075","RW"
"123075","AMF"
"123075","LCMF3"
"182722","RB"
"127510","CF"
"127510","RW"
"127510","RAMF"
"129883","LCB3"
"129883","LCB"
"129883","LB"
"190502","RDMF"
"190502","LDMF"
"190502","DMF"
"203528","GK"
"6850","GK"
"4584","LB"
"4584","LB5"
"266488","GK"
"65259","AMF"
"65259","RAMF"
"121873","RWB"
"6948","LDMF"
"6948","RDMF"
"6948","RCMF"
"314362","GK"
"289907","RCB"
"289907","RCB3"
"289907","CB"
"135524","RCMF3"
"135524","LAMF"
"135524","AMF"
"238683","DMF"
"238683","RDMF"
"238683","LDMF"
"244213","RB"
"244213","LB"
"209801","LCB3"
"209801","CB"
"247716","RDMF"
"247716","DMF"
"247716","LDMF"
"256420","CF"
"256420","RWF"
"17948","LDMF"
"17948","LCMF3"
"17948","RDMF"
"461869","LCB"
"461869","LCB3"
"27847","LAMF"
"27847","RAMF"
"189102","CF"
"180889","RCMF3"
"180889","AMF"
"180889","LCMF3"
"214920","LB"
"6855","RB"
"6855","LB"
"6855","RCB3"
"26177","RB"
"56921","LCB"
"56921","LCB3"
"101374","LCB"
"101374","RCB"
"101374","LCB3"
"180910","CF"
"180910","LWF"
"180910","AMF"
"71961","LCB"
"403372","AMF"
"95793","CF"
"178142","CF"
"289915","AMF"
"289915","CF"
"38963","LAMF"
"38963","LW"
"38963","LCMF3"
"6456","RCB"
"6456","RB"
"6456","CB"
"127278","GK"
"129772","RAMF"
"129772","RW"
"129772","LWB"
"72327","CF"
"253990","AMF"
"253990","RDMF"
"253990","RCMF"
"124959","RCB"
"124959","CB"
"354659","GK"
"212889","LB"
"269347","LB"
"269347","LW"
"126207","CF"
"128024","AMF"
"133934","LCMF"
"133934","RCMF"
"211922","RB"
"211922","LCB"
"520870","GK"
"123730","RW"
"123730","LW"
"123730","RAMF"
"443495","RCMF"
"443495","LCMF"
"266667","CF"
"27838","LCB"
"66127","LCMF"
"66127","LW"
"118775","LW"
"118775","RW"
"118775","LAMF"
"253978","CF"
"253978","AMF"
"409997","CF"
"409997","LWB"
"409997","LW"
"250473","LCMF"
"250473","LDMF"
"442139","LB"
"442139","RB"
"27678","LB"
"27678","RB"
"27678","LW"
"76325","RCB"
"126222","RW"
"126222","LW"
"126222","AMF"
"28565","RCMF"
"28565","RDMF"
"200769","RCB3"
"200769","RCB"
"200769","LCB"
"194219","GK"
"138920","GK"
"123021","RCB"
"123021","LCB3"
"123021","LCB"
"128512","GK"
"269345","RCB"
"314376","LDMF"
"314376","LCMF"
"314376","DMF"
"-65900","RB"
"-65900","RCB3"
"-65900","RCB"
"134886","AMF"
"134886","RW"
"134886","RCMF3"
"246498","LCMF"
"246498","RCMF"
"246498","LW"
"253598","RB"
"253598","LCB"
"253598","RCB"
"450399","CF"
"182811","CF"
"182811","LW"
"193995","AMF"
"193995","RCMF"
"84448","RW"
"335845","GK"
"401706","CF"
"182808","LW"
"182808","CF"
"182808","RW"
"75626","CF"
"75626","LWB"
"75626","LB"
"127280","RCMF"
"127280","DMF"
"127280","LCMF"
"135646","RCB"
"320172","LB"
"6762","RB"
"515031","RW"
"515031","DMF"
"181761","RCB"
"181761","CB"
"181761","LCB"
"-104537","RAMF"
"-104537","RW"
"477728","RW"
"477728","CF"
"477728","RAMF"
"-77436","LWB"
"-77436","RAMF"
"-77436","RWB"
"27897","CF"
"27897","AMF"
"196347","LCMF"
"196347","DMF"
"196347","RCMF"
"450400","CF"
"450400","AMF"
"450400","LWF"
"6675","GK"
"185366","CF"
"128393","RCMF3"
"128393","RCMF"
"128393","DMF"
"27548","AMF"
"27548","LAMF"
"27548","LW"
"235813","LWB"
"235813","RB"
"235813","RWB"
"348621","RWB"
"348621","RW"
"348621","RB"
"127998","CF"
"404552","RB"
"409456","LCB"
"409456","DMF"
"-75458","GK"
"422321","LW"
"422321","CF"
"-72132","CF"
"-72132","AMF"
"305446","GK"
"449441","GK"
"478766","LCMF"
"478766","RCMF"
"478766","AMF"
"449442","RCB"
"467972","RCB"
"467972","LCMF"
"467972","LDMF"
"461868","LB"
"461868","LB5"
"-74101","RB"
"446813","RCB"
"446813","LCB"
"446812","GK"
"461874","LW"
"461874","RW"
"461874","RAMF"
"461875","AMF"
"461875","LCMF"
"461875","CF"
"451613","CF"
"495368","CF"
"269978","RB"
"442138","RCMF"
"442138","LCMF"
"335235","RW"
"335235","RAMF"
"335235","LW"
"253386","RCB"
"253386","LB"
"253386","RB"
"446815","LB"
"446815","RW"
"446815","LW"
"456223","LB"
"349917","LCB"
"351911","CF"
"351911","AMF"
"351911","LCMF"
"351907","RCMF"
"351907","RDMF"
"351907","LDMF"
"335236","CF"
"461497","GK"
"450487","LW"
"477200","LW"
"477200","RW"
"87728","RCMF"
"87728","LCMF"
"457683","CF"
"262757","GK"
"449596","RB"
"253606","LCMF"
"253606","LDMF"
"253606","RCMF"
"27921","RCB"
"293819","LCMF"
"293819","AMF"
"293819","RCMF"
"134113","GK"
"295525","LCMF"
"295525","RCMF"
"5947","CF"
"306075","RCB"
"306075","LCB"
"408916","LW"
"408916","LB"
"26223","RW"
"129064","RCMF"
"129064","LCMF"
"135706","LB"
"135706","RB"
"271248","LW"
"271248","LCMF"
"271248","RCMF"
"291677","LCB"
"128359","CF"
"372987","LCB"
"372987","RCB"
"167932","GK"
"481977","GK"
"134449","RWB"
"134449","RB"
"134449","RB5"
"-76197","LAMF"
"-76197","LW"
"186689","CF"
"6355","GK"
"6755","RDMF"
"6755","RCMF"
"188419","LCMF"
"188419","LDMF"
"188419","DMF"
"12882","RCB"
"245179","AMF"
"245179","LCMF"
"442239","LB"
"484436","AMF"
"484436","LCMF"
"323466","LCB"
"323466","LB"
"442144","RAMF"
"442144","RW"
"442144","LAMF"
"271410","CF"
"271410","RAMF"
"135697","LW"
"135697","LAMF"
"186716","LAMF"
"186716","LW"
"186716","AMF"
"333374","LCB"
"333374","RCB"
"333374","RB"
"211925","LDMF"
"211925","RDMF"
"211925","DMF"
"476840","GK"
"424257","LCB"
"386253","GK"
"509298","RDMF"
"509298","DMF"
"509298","LCMF"
"6395","RCB"
"6395","LCB"
"381271","LB"
"452712","CF"
"401704","RCB"
"401704","RCB3"
"509305","LB"
"509305","LW"
"451615","DMF"
"451615","LCMF"
"451615","LCMF3"
"504643","LB"
"402546","LW"
"402546","RW"
"402546","AMF"
"451618","LCMF"
"451618","RCMF"
"451618","AMF"
"451620","LW"
"451620","RW"
"451620","CF"
"509312","LW"
"509312","LAMF"
"509312","LWF"
"451614","RB"
"451614","LCB"
"451614","RCB"
"504607","CF"
"424256","DMF"
"424256","RCB"
"424256","RDMF"
"-81833","LCMF"
"266679","RAMF"
"266679","RW"
"266679","LW"
"128372","RCB"
"128372","RCB3"
"-88252","RW"
"-88252","RAMF"
"271411","CF"
"271411","AMF"
"271411","RW"
"305791","CF"
"77938","AMF"
"77938","CF"
"77938","RCMF"
"94871","RB"
"6441","RCMF"
"6441","LCMF"
"6441","RDMF"
"27703","RW"
"27703","RAMF"
"27703","LAMF"
"123449","RCMF"
"123449","LCMF"
"123449","RDMF"
"76232","LCB"
"123925","LB"
"123925","RB"
"76146","GK"
"-115785","CF"
"-115558","LB"
"-74025","LCB"
"-74024","CF"
"-74024","LAMF"
"-74024","LW"
"437975","LCB"
"123735","GK"
"424992","RB"
"424992","LB"
"123733","RW"
"123733","LAMF"
"123733","CF"
"403522","LCMF"
"403522","LDMF"
"403522","RCMF"
"193158","CF"
"27936","RB"
"123580","LCB"
"125083","RCB"
"125083","LB"
"125083","LCB"
"127745","LCMF"
"127745","LDMF"
"127745","DMF"
"76312","GK"
"72361","LB"
"72361","RB"
"185678","CF"
"87724","LW"
"87724","LCMF"
"87724","CF"
"122156","RW"
"122156","RAMF"
"409790","RCMF"
"409790","AMF"
"409790","LCMF"
"87558","CF"
"87558","LW"
"87558","AMF"
"234441","RCMF"
"234441","RDMF"
"234441","RW"
"398444","LW"
"398444","LAMF"
"-95168","LDMF"
"409611","LCB"
"409611","RCB"
"350953","RB"
"350953","LB"
"350953","LAMF"
"486404","GK"
"72356","LDMF"
"72356","RDMF"
"19666","LB"
"27725","LAMF"
"27725","RAMF"
"27725","RW"
"254984","GK"
"350843","LCB"
"294083","CF"
"294083","AMF"
"88286","CF"
"88286","AMF"
"181383","RB"
"196343","RB"
"196343","LCB"
"196343","RCB"
"232809","AMF"
"123396","RCB"
"142774","LCB"
"142774","RDMF"
"142774","LDMF"
"233889","CF"
"233889","RAMF"
"277748","LW"
"277748","LAMF"
"277748","CF"
"305501","RDMF"
"305501","AMF"
"305501","RCMF"
"90671","LAMF"
"90671","LW"
"90671","CF"
"150023","RAMF"
"150023","RW"
"150023","LAMF"
"76231","RCB"
"76231","RB"
"127706","RB"
"240107","RW"
"269938","DMF"
"269938","RCMF"
"192914","GK"
"123403","DMF"
"154817","RCMF"
"80471","LCB"
"235304","GK"
"27884","LCB"
"422366","LW"
"123915","CB"
"123915","RCB3"
"123915","LCB"
"254621","RW"
"450970","RCMF"
"450970","CF"
"450970","RW"
"6600","LCMF"
"29906","CF"
"29906","RCMF"
"191097","LB"
"191097","LW"
"269346","CF"
"269346","LW"
"408864","RB"
"302268","DMF"
"302268","LCMF"
"302268","RCMF"
"129055","RW"
"129055","LW"
"129055","CF"
"27606","CF"
"521691","LCMF"
"460160","LW"
"460160","LAMF"
"-79597","CF"
"311627","GK"
"399081","GK"
"178803","RCMF"
"178803","RDMF"
"178803","LDMF"
"315815","RW"
"315815","LCMF"
"315815","CF"
"409788","RB"
"409788","RW"
"129073","RW"
"129073","LW"
"297801","LB"
"232204","LCB"
"405481","RB"
"521688","RCB"
"26216","CF"
"27653","GK"
"132835","RW"
"132835","LW"
"331550","RCMF"
"331550","LCMF"
"294363","LCMF"
"294363","RCMF"
"242690","LB"
"242690","RB"
"27644","LCMF"
"27644","RCMF"
"128531","RCB"
"254619","RW"
"254619","LW"
"254619","CF"
"76289","LCB"
"76289","RCB"
"36881","CF"
"127917","CF"
"127917","AMF"
"409613","LW"
"409613","RW"
"350115","RCMF"
"350115","LCMF"
"212200","LB"
"212200","RWB"
"302228","LB"
"302228","RB"
"138370","LB"
"138370","RW"
"138370","RB"
"12003","RCMF"
"12003","LDMF"
"12003","RDMF"
"242082","RCMF"
"242082","RDMF"
"242082","LCMF"
"27751","RAMF"
"27751","RW"
"263400","LCB"
"263400","RCB"
"299090","LCB"
"299090","LCB3"
"79605","AMF"
"79605","LCMF"
"79605","RCMF"
"337807","LAMF"
"337807","CF"
"337807","RW"
"202868","RCB"
"202868","CB"
"128539","CF"
"128539","RW"
"6504","DMF"
"6504","RCMF"
"6504","LDMF"
"27741","RB"
"201114","AMF"
"201114","LCMF"
"201114","RCMF"
"27534","GK"
"301822","LW"
"301822","LAMF"
"349915","GK"
"123444","RW"
"123444","RAMF"
"293618","GK"
"439164","RCB3"
"439164","LCB3"
"439164","RCB"
"85686","LCB3"
"85686","LCB"
"72831","RB"
"72831","LB"
"439035","CF"
"76337","RCB"
"76337","CB"
"76337","LCB"
"184332","CF"
"184332","LW"
"184332","LAMF"
"76382","RCB"
"76382","RCB3"
"211929","GK"
"6628","AMF"
"6628","LW"
"6628","RCMF"
"26213","LW"
"26213","LAMF"
"26213","LWB"
"199071","CF"
"113277","CF"
"113277","AMF"
"113277","LAMF"
"130215","LCMF"
"130215","LDMF"
"130215","LCMF3"
"182804","CB"
"182804","LCB"
"182804","RCB"
"187695","RCB"
"207374","LCMF"
"207374","RCMF"
"207374","AMF"
"129890","RW"
"129890","RWB"
"129890","RAMF"
"319707","GK"
"6431","LCB"
"494028","RW"
"348907","CF"
"348907","AMF"
"348907","LW"
"186965","RW"
"186965","LCMF"
"463518","LW"
"463518","RW"
"463518","LWF"
"400906","RB"
"400906","RCB"
"139240","RB"
"256922","LB"
"6416","RW"
"6416","LW"
"6416","AMF"
"301948","RCB"
"187187","LCMF"
"187187","AMF"
"216579","LCMF"
"216579","RCB"
"216579","RCMF"
"244441","LCB"
"6851","GK"
"72348","LCMF"
"72348","RCMF"
"255249","CF"
"27823","RCMF"
"27823","LCMF"
"27823","RDMF"
"272724","RW"
"272724","RAMF"
"272724","LW"
"423551","LDMF"
"506301","LCB"
"506309","AMF"
"461865","GK"
"409604","GK"
"501367","CF"
"506298","LB"
"423553","RW"
"423553","RAMF"
"318343","AMF"
"318343","LAMF"
"318343","CF"
"-99370","CF"
"423540","RCB"
"423540","LCB"
"423540","RB"
"315817","AMF"
"315817","CF"
"315817","LAMF"
"290179","RCB"
"235306","AMF"
"235306","CF"
"235306","LAMF"
"338693","RAMF"
"338693","LW"
"338693","AMF"
"410737","RCB"
"410737","LCB"
"315814","AMF"
"315814","LDMF"
"315814","LCMF"
"269977","AMF"
"269977","RDMF"
"269977","LCMF3"
"303119","GK"
"423557","LAMF"
"423557","LW"
"440123","RB"
"461870","LCMF"
"461870","RCMF"
"450842","CF"
"450842","RW"
"88183","LDMF"
"88183","RB"
"88183","RCMF"
"423555","RAMF"
"423555","RW"
"499487","LCMF"
"491748","GK"
"6764","LAMF"
"27992","GK"
"316476","CF"
"-99791","CF"
"-99791","LW"
"317019","LB"
"75223","LCB"
"27793","RCMF"
"27793","LDMF"
"27793","AMF"
"6632","LB"
"6632","LWB"
"6632","LB5"
"302039","RCB"
"-76310","CF"
"29851","CF"
"27682","GK"
"118779","AMF"
"118779","CF"
"301550","CF"
"476511","RW"
"476511","LW"
"476511","CF"
"72618","LCB"
"72618","RCB"
"337845","CF"
"337845","LAMF"
"337845","AMF"
"381613","RCMF"
"381613","RDMF"
"381613","LCMF"
"123401","LB"
"123406","LCB"
"123406","RCB"
"186631","CF"
"186631","LW"
"186631","LAMF"
"76324","RB"
"20706","RDMF"
"20706","RCMF"
"20706","DMF"
"129241","RW"
"129241","LW"
"85866","LCMF"
"85866","LDMF"
"85866","RCMF"
"128537","RW"
"128537","RAMF"
"128537","RB"
"341699","RW"
"341699","CF"
"341699","LW"
"420634","CF"
"255874","RB"
"350393","RCMF"
"350393","AMF"
"409511","GK"
"409942","LCMF"
"409942","AMF"
"350253","RW"
"350253","LW"
"404217","RCB"
"469991","RW"
"469991","AMF"
"469991","RCMF"
"27813","RCB"
"308523","CF"
"6626","RW"
"6626","RAMF"
"211928","RCMF"
"131359","DMF"
"131359","RCMF"
"131359","LCMF"
"301483","CF"
"-115598","CF"
"489375","RB"
"300642","GK"
"233843","RCB"
"233843","LCB"
"408903","CF"
"408902","LB5"
"408902","LB"
"294248","RW"
"294248","RAMF"
"294248","LW"
"314374","RB"
"160294","LCMF"
"160294","LDMF"
"47167","AMF"
"47167","LW"
"47167","LDMF"
"27868","DMF"
"27868","RCMF"
"27868","RDMF"
"-34064","LCB"
"-34064","CB"
"-34064","LCB3"
"73080","CF"
"482776","LW"
"482776","CF"
"482776","AMF"
"423550","LW"
"423550","LAMF"
"423550","RWB"
"129916","LCMF"
"129916","AMF"
"129916","RCMF"
"66375","LAMF"
"66375","LW"
"66375","RAMF"
"85420","LCB3"
"85420","LB"
"85420","LB5"
"134585","GK"
"124882","RCMF"
"124882","LCMF"
"124882","RW"
"88177","RCMF"
"88177","RDMF"
"88177","CB"
"-42307","RAMF"
"-52426","LCB"
"-52426","CF"
"477126","RDMF"
"477126","RB"
"477126","RCMF"
"-46816","RB"
"386275","RAMF"
"386275","LAMF"
"386275","CF"
"302042","LB"
"302042","LAMF"
"302042","RAMF"
"459657","GK"
"-58565","CF"
"491714","AMF"
"491714","RDMF"
"377523","LW"
"377523","LAMF"
"377523","RW"
"420628","GK"
"182807","CF"
"351905","RDMF"
"420632","RCMF"
"-50590","LB"
"-38762","LAMF"
"-38762","LW"
"-38762","RAMF"
"386279","LAMF"
"386279","AMF"
"386279","CF"
"337325","CB"
"337325","RCB"
"489322","RB"
"489322","LB"
"-56883","RAMF"
"-56883","RW"
"-56883","CF"
"424266","LDMF"
"424266","LCMF"
"425102","CF"
"211927","LB"
"211927","RB"
"84707","RCB"
"257437","GK"
"74376","LCB"
"74376","CB"
"74376","RCB"
"182131","RW"
"182131","RCMF3"
"182131","AMF"
"236452","LCMF"
"236452","LW"
"236452","RCMF"
"506284","LDMF"
"506284","DMF"
"312873","CF"
"183998","RCB"
"183998","RB"
"319454","LCMF"
"319454","DMF"
"319454","RCMF"
"275835","LCMF"
"275835","LCMF3"
"275835","RCMF"
"234549","RW"
"234549","RAMF"
"413625","RCMF"
"413625","LCMF"
"413625","RCMF3"
"-40997","LDMF"
"90680","LCMF"
"420550","RB"
"420550","RW"
"478472","LB"
"478472","LAMF"
"478472","LW"
"417556","LW"
"417556","RW"
"417556","RAMF"
"251564","LCB"
"470388","LCB"
"470388","RCB"
"136248","RW"
"136248","CF"
"-42161","CF"
"88405","CF"
"90387","GK"
"301918","RCMF"
"301918","LCMF"
"88388","RCB"
"88388","RB"
"158317","LCMF"
"158317","DMF"
"158317","LDMF"
"427949","RCMF"
"490592","LCB"
"490592","RCB"
"37047","RW"
"37047","RWF"
"37047","RAMF"
"209981","LB"
"78342","RW"
"78342","LW"
"151135","LB"
"490595","LCMF"
"490595","LDMF"
"490595","LCMF3"
"85794","GK"
"79525","LCMF"
"79525","RDMF"
"130988","LCB"
"130988","LCMF"
"130988","RCMF"
"85072","LB"
"100350","RB"
"100350","LB"
"67093","GK"
"134303","RCB"
"110233","LW"
"110233","LAMF"
"110233","RW"
"252803","RAMF"
"252803","RW"
"252803","LW"
"454621","GK"
"122227","RCB"
"122227","LCB"
"136128","LW"
"136128","LAMF"
"120073","GK"
"251834","CF"
"251834","RAMF"
"251834","RW"
"90164","LW"
"90164","LAMF"
"90164","RW"
"84984","RW"
"84984","LW"
"252907","CF"
"83607","LCMF"
"83607","RCMF"
"83607","RDMF"
"123132","LB"
"123132","LW"
"161233","AMF"
"161233","CF"
"182823","RCMF"
"182823","AMF"
"88399","LW"
"39442","RCB"
"290325","LB"
"290325","LB5"
"131103","CF"
"209885","LDMF"
"209885","AMF"
"209885","DMF"
"256373","LCB"
"256373","RCB"
"461893","CF"
"343829","CF"
"183186","RDMF"
"183186","RCMF"
"183186","LCMF"
"427943","LB"
"427943","LCB"
"459864","AMF"
"459864","RAMF"
"459864","CF"
"389197","AMF"
"389197","LCMF"
"389197","CF"
"83986","LB"
"92950","RCMF"
"92950","AMF"
"92950","RDMF"
"402058","AMF"
"103920","GK"
"210494","RCMF"
"210494","LCMF"
"261274","CF"
"48781","RB"
"48781","LB"
"48781","RW"
"420553","LDMF"
"420553","AMF"
"420553","RDMF"
"158373","LCMF"
"158373","LDMF"
"85444","RDMF"
"85444","DMF"
"85444","RCMF"
"19663","GK"
"160296","RB"
"215361","RCB"
"87806","LCB"
"192095","CF"
"192095","LW"
"192095","LAMF"
"290324","RAMF"
"290324","RW"
"378703","RCMF"
"378703","RDMF"
"450680","RCMF"
"450680","RCMF3"
"450680","LCMF"
"420428","CF"
"402462","RW"
"402462","LCMF3"
"402462","CF"
"-56164","RCB3"
"-56164","RCB"
"47460","GK"
"275823","RB"
"275823","RB5"
"37000","CF"
"41522","LDMF"
"41522","LCMF"
"158380","GK"
"235897","RB"
"235897","RB5"
"235897","LB"
"420162","LCB"
"420162","LCB3"
"420162","LB"
"217770","RW"
"217770","RAMF"
"217770","LAMF"
"369391","LB"
"369391","LB5"
"36900","LCB"
"36900","RCB"
"36900","CB"
"78562","RB"
"78562","LB"
"78562","LW"
"494983","LW"
"494983","LAMF"
"270011","AMF"
"270011","LCMF"
"36987","CB"
"36987","LCB"
"36987","RCB"
"363409","RCB"
"409454","LCMF"
"409454","LCMF3"
"160309","RCB"
"160309","RCB3"
"160309","LCB"
"231449","AMF"
"231449","CF"
"289964","LW"
"289964","RW"
"514210","LAMF"
"514210","LW"
"514210","RAMF"
"209851","GK"
"214893","AMF"
"214893","CF"
"390823","LCMF"
"390823","LDMF"
"450102","RAMF"
"450102","LW"
"450102","RW"
"61203","RB"
"61203","CB"
"61203","RCB3"
"217255","LCB3"
"217255","LCB"
"217255","LB"
"286657","RB"
"286657","RCB3"
"362179","CF"
"362179","LW"
"362179","AMF"
"398287","RW"
"398287","CF"
"398287","RAMF"
"197026","RWB"
"197026","LW"
"289801","RCMF"
"289801","AMF"
"289801","RCMF3"
"319822","CF"
"288394","CF"
"182820","GK"
"490320","RW"
"490320","LAMF"
"490320","CF"
"-101644","AMF"
"-101644","LCMF3"
"-101644","RW"
"84991","RCB"
"136124","LB"
"395471","AMF"
"395471","CF"
"395471","LW"
"-48822","RCB"
"-48822","DMF"
"-48822","RB"
"177285","RCMF"
"177285","RDMF"
"335187","LCB"
"65114","GK"
"450635","RDMF"
"450635","RCMF"
"450635","DMF"
"373649","LCMF"
"373649","RCMF"
"446971","CF"
"289691","RCB"
"289691","RB"
"289691","LCB"
"410636","LCB"
"211013","GK"
"-74927","RCB"
"499554","LB"
"134889","LCMF"
"134889","RB"
"134889","RDMF"
"84808","RB"
"-33967","LAMF"
"-33967","LW"
"-33967","RW"
"188674","LW"
"188674","RAMF"
"188674","RW"
"400577","LW"
"400577","RAMF"
"400577","RW"
"335268","RW"
"335268","RAMF"
"85090","LCMF"
"85090","LDMF"
"85090","DMF"
"85092","CF"
"85092","LW"
"85092","LAMF"
"137634","LB"
"251535","RCMF"
"251535","RDMF"
"251917","CF"
"83613","LCB"
"214603","AMF"
"214603","CF"
"66075","RB"
"66075","LB"
"91462","GK"
"76142","LCMF"
"76142","RCMF"
"76142","LDMF"
"443154","CF"
"443154","RWF"
"94993","DMF"
"94993","LCMF"
"94993","RDMF"
"135408","CF"
"405546","RCB"
"405546","RCB3"
"405546","LCB"
"461884","LCB"
"461884","LCB3"
"389549","GK"
"335336","LW"
"335336","RW"
"335336","RAMF"
"36851","LCMF"
"36851","LCMF3"
"36851","AMF"
"352113","AMF"
"352113","LW"
"352113","RW"
"-73473","LCMF"
"-73473","RCMF3"
"-73473","LCMF3"
"36846","RCB"
"36846","CB"
"332082","AMF"
"476109","LB"
"196149","CF"
"302144","RCMF"
"302144","DMF"
"302144","LCMF"
"335337","LB"
"335337","LB5"
"47548","RW"
"47548","RAMF"
"47548","RB"
"78564","LW"
"78564","LAMF"
"78564","CF"
"515335","CF"
"253046","RCMF"
"196253","GK"
"485422","RAMF"
"485422","LAMF"
"301161","AMF"
"301161","CF"
"425511","RB"
"215365","LAMF"
"32561","RAMF"
"32561","LAMF"
"32561","AMF"
"179305","GK"
"314186","RAMF"
"314186","CF"
"314186","RW"
"102554","CF"
"102554","AMF"
"286649","RB"
"102691","RAMF"
"102691","LAMF"
"253150","CF"
"134301","RB"
"521572","LAMF"
"521572","LW"
"161232","RCB"
"253146","LAMF"
"253146","RAMF"
"370785","RCB"
"275736","CF"
"275736","AMF"
"215360","RCB"
"215360","LB"
"37041","RCB"
"314172","LCB"
"314172","RB"
"314172","LB"
"426517","LW"
"426517","LAMF"
"207992","LW"
"207992","LAMF"
"32913","RAMF"
"32913","RW"
"39549","AMF"
"39549","LAMF"
"275828","AMF"
"152887","RCB"
"152887","LCB"
"89845","LB"
"95415","LDMF"
"95415","LCMF"
"95415","AMF"
"180389","CF"
"9372","CF"
"37038","RDMF"
"37038","LDMF"
"37038","DMF"
"433352","RDMF"
"433352","RCMF"
"433352","LDMF"
"669","GK"
"217763","GK"
"360545","RW"
"360545","RAMF"
"435822","RCB"
"293766","LCB"
"308681","RB"
"308681","RAMF"
"308681","RCMF3"
"513950","RW"
"513950","RAMF"
"513950","RB"
"351589","AMF"
"351589","RW"
"351589","CF"
"476284","LB"
"476284","LW"
"209993","RB"
"209993","LB"
"36873","RAMF"
"36873","RW"
"334539","RDMF"
"334539","RCMF"
"334539","LDMF"
"358023","LCB"
"358023","LCMF"
"358023","LCMF3"
"37019","LB"
"37019","RB"
"37019","RW"
"215370","AMF"
"215370","RCMF"
"53066","LCB"
"53066","RCB"
"319262","LB"
"409307","RCB"
"78565","RCMF"
"78565","LCMF"
"78565","RDMF"
"37066","LCB"
"37066","RCB"
"85063","LCMF"
"85063","LDMF"
"85063","RDMF"
"253679","CF"
"672","GK"
"36996","LW"
"36996","LAMF"
"184026","RB"
"-31620","LCMF"
"37007","RCB"
"36892","RB"
"36892","LB"
"450328","LW"
"450328","RAMF"
"427824","LCB"
"509611","CF"
"74724","RCB"
"74724","RDMF"
"74724","LCMF"
"377505","LB"
"130072","RCB3"
"130072","LCB"
"130072","RCMF"
