"player_id","versatility"
-115000,0
-114673,0.354516111097996
-114171,0
-114150,0
-110584,0
-110147,0.385690488781973
-110085,0
-110026,0.349036293541742
-110025,0.460940999110845
-109129,0
-108965,0
-108961,0
-108173,0.275226007611251
-107673,0
-107277,0
-107155,0.123193881535196
-106905,0.334936616415235
-106749,0
-106747,0
-105994,0.497289926998777
-104967,0
-104782,0
-104758,0
-104547,0
-104546,0.264479408609272
-104537,0.176968910932758
-104421,0
-104420,0.353916944367828
-104262,0.304265128160607
-104232,0
-103643,0.387978413557776
-103415,0
-103120,0
-102895,0
-102894,0
-102860,0
-102834,0
-102611,0
-102605,0
-102441,0
-102440,0.292946295993177
-102407,0
-102324,0
-102317,0
-102218,0
-102038,0
-102025,0.326733591741098
-101994,0
-101644,0.474804206671945
-101410,0
-101348,0
-101173,0
-101087,0.526078439143796
-101061,0
-100834,0
-100770,0
-100728,0
-100284,0
-100151,0
-99962,0.541340370200968
-99961,0
-99791,0.227443498983772
-99764,0
-99761,0.350521032865245
-99596,0
-99593,0.194048726284819
-99370,0
-99319,0
-99251,0.355890779695389
-99011,0.308599466955466
-98996,0
-98995,0.347413520863224
-98890,0
-98625,0
-98623,0.293010910206199
-98540,0
-98512,0
-98208,0.513221228470023
-98129,0.524425341961069
-97985,0
-97940,0.327531320511309
-97939,0
-97937,0.336850997061509
-97936,0
-97800,0
-97762,0.443666717770475
-97397,0
-97329,0.261501685137046
-97071,0.506028444238279
-97058,0.342774367754666
-96979,0
-96755,0
-96753,0.475271995939724
-96653,0.452228383984211
-96570,0
-96530,0.649626614133999
-96482,0.558191605235617
-96477,0
-96132,0.276243182520274
-95919,0.548655554804437
-95908,0
-95903,0
-95866,0
-95658,0
-95630,0
-95618,0
-95554,0.172006845761105
-95553,0.0713198175612927
-95550,0.0753020463217713
-95490,0
-95459,0
-95457,0
-95424,0
-95419,0
-95355,0
-95340,0
-95284,0
-95220,0
-95171,0
-95158,0.356176157722333
-95026,0
-94992,0
-94964,0
-94962,0
-94929,0
-94914,0
-94911,0
-94580,0.0628606158295259
-94280,0
-94258,0
-94097,0
-94095,0
-94079,0
-94078,0
-94076,0
-94064,0
-94063,0
-94023,0.562914135293533
-94022,0.317199522305794
-94018,0.346332932276431
-94016,0.350403953163925
-94015,0
-93996,0
-93990,0
-93989,0
