"acceleration_success","action_in_counterattack_success","aerial_duel_success","ball_delivery_to_danger_zone_success","ball_delivery_to_penalty_area_success","ball_entry_in_final_third_success","controlled_box_entry_success","controlled_penalty_area_entry_success","cross_to_penalty_area_success","cross_to_goalie_box_success","dangerous_opponent_half_recovery_success","dangerous_own_half_loss_success","defensive_duel_success","dribble_success","forward_pass_success","foul","free_kick_success","interception_success","key_pass_success","loose_ball_duel_success","opportunity_success","opportunity_creation_success","pass_to_zone_fourteen_success","pass_to_final_third_success","pass_to_penalty_area_success","progressive_pass_success","progressive_run_success","recovery_success","recovery_counterpressing_success","red_cards","smart_pass_success","shot_after_corner_success","shot_after_free_kick_success","shot_after_throw_in_success","shot_assist_success","shot_buildup_pass_success","shot_from_cross_success","shot_from_danger_zone_success","shot_from_outside_area_success","through_pass_success","throw_in_success","touch_in_box_success","touch_success","vertical_pass_success","yellow_cards","result"
3,0,16,0,7,5,0,0,5,0,6,0,16,13,88,12,3,20,2,10,4,7,12,36,7,50,2,88,41,0,2,0,2,0,12,0,0,1,1,1,27,4,0,73,1,"0"
3,0,20,0,6,2,0,1,1,1,2,1,19,17,71,16,1,18,2,10,5,5,7,24,5,39,5,87,36,0,1,0,2,0,7,0,0,2,2,3,22,3,0,34,3,"1"
4,0,20,0,14,0,0,1,4,0,4,0,23,20,107,12,2,5,3,15,5,5,9,37,13,59,3,85,45,1,3,0,0,0,11,0,0,1,1,2,25,9,0,138,1,"0"
2,0,19,0,20,5,0,1,11,0,4,0,14,14,135,5,3,15,8,14,2,6,17,51,19,76,3,83,39,0,4,0,0,0,7,0,1,1,1,5,23,5,0,166,2,"0"
2,0,8,0,5,1,0,1,2,0,2,1,11,14,71,13,0,16,1,15,3,1,4,23,4,38,1,65,32,0,2,0,1,1,3,0,0,1,0,1,19,5,0,45,2,"1"
11,0,11,0,8,6,0,0,0,1,4,0,15,16,95,9,1,11,0,17,4,4,21,41,8,52,8,79,41,0,3,0,1,1,7,0,0,2,2,1,13,4,0,83,1,"1"
5,0,19,0,6,1,0,0,3,0,4,1,12,14,97,12,1,13,4,14,6,7,10,32,6,51,6,81,35,0,2,1,1,2,12,0,0,3,2,1,12,7,0,101,3,"0"
6,0,13,0,13,3,0,0,5,0,5,0,10,14,98,12,0,9,4,11,2,4,22,42,13,67,2,69,29,0,1,0,0,0,10,0,0,1,1,2,23,6,0,143,1,"0"
8,0,11,0,18,4,0,5,5,4,2,0,13,22,112,9,0,13,4,8,5,2,24,54,13,68,10,68,36,0,3,0,0,0,7,0,1,3,1,3,33,6,0,111,2,"1"
3,0,16,0,7,2,0,1,3,0,2,2,13,9,69,10,0,16,1,4,1,3,11,28,6,49,2,63,27,0,1,0,0,1,3,0,0,0,1,1,20,5,0,45,2,"1"
4,0,22,0,16,8,0,0,6,1,3,0,17,13,109,13,2,12,6,18,4,6,22,52,16,80,5,83,45,0,2,0,0,0,15,0,1,0,1,5,36,6,0,166,2,"0"
4,0,21,0,13,7,0,0,4,0,6,0,15,19,106,13,1,12,4,11,3,6,23,37,13,65,6,72,37,0,2,0,0,0,13,0,1,2,0,2,21,5,0,88,2,"0"
7,0,26,0,18,5,0,3,4,0,5,1,7,18,133,10,2,34,3,14,6,5,24,53,15,87,3,101,57,0,3,0,1,0,9,0,1,2,2,1,24,10,0,169,2,"1"
9,0,37,0,7,1,0,1,3,1,3,1,11,12,74,13,1,23,0,14,1,2,6,19,6,35,5,79,37,0,2,0,0,0,4,0,1,1,0,1,16,5,0,42,2,"0"
8,0,14,0,7,1,0,0,1,0,5,0,14,14,116,9,1,12,1,4,4,5,27,39,7,68,7,70,27,0,2,0,0,1,9,0,0,1,3,1,11,4,0,155,3,"1"
10,0,12,0,14,4,0,3,6,1,4,0,14,27,119,13,1,13,4,10,5,5,24,44,11,68,8,76,33,0,2,1,0,0,10,0,1,2,3,0,17,7,0,166,2,"0"
8,0,16,0,12,4,0,3,4,1,4,0,16,18,121,12,1,20,0,23,7,6,21,46,9,66,8,91,38,0,1,0,0,0,8,0,0,1,1,2,16,7,0,112,2,"1"
10,0,22,0,9,0,0,2,5,0,3,0,13,26,65,7,1,12,0,14,3,2,13,22,7,41,6,80,31,0,1,0,0,0,5,0,0,1,2,2,25,1,0,96,2,"0"
5,0,12,0,5,0,0,0,2,0,3,0,11,14,76,13,1,15,0,17,3,2,8,32,5,46,3,71,20,0,1,1,0,0,4,0,0,0,2,1,21,3,0,53,2,"1"
3,0,13,0,8,4,0,3,0,0,0,0,12,17,99,13,0,13,0,10,2,2,20,32,5,38,10,63,30,0,2,0,0,0,7,0,0,1,0,0,16,7,0,128,4,"0"
6,0,11,0,3,1,0,0,0,0,1,0,17,9,108,12,1,10,0,15,2,0,12,31,3,51,3,73,33,0,0,2,0,0,2,0,0,2,0,2,21,2,0,194,3,"0"
13,0,12,0,6,10,0,0,1,1,1,0,23,24,104,8,1,14,1,11,3,3,19,46,6,57,6,78,26,0,1,0,0,0,11,0,0,2,0,1,19,3,0,139,2,"1"
2,0,26,0,12,6,0,0,6,0,4,0,18,10,137,14,2,27,7,16,7,4,18,69,12,79,1,109,52,0,4,0,1,1,8,0,2,5,2,4,23,6,0,135,3,"1"
7,0,32,0,9,1,0,0,3,0,2,0,14,20,143,8,1,23,2,16,2,2,15,54,9,77,5,90,34,0,7,0,0,0,5,0,0,0,2,0,22,3,0,141,1,"0"
7,0,13,0,7,0,1,2,0,0,1,0,14,10,130,10,1,19,0,10,3,1,25,41,5,62,6,69,26,0,3,0,0,0,6,0,0,1,0,2,17,5,0,128,0,"0"
8,0,14,0,10,2,0,3,4,1,3,0,8,23,97,14,1,11,2,8,4,4,11,27,7,57,5,67,22,1,0,0,0,1,7,0,0,2,3,0,19,4,0,121,3,"0"
8,0,11,0,9,5,0,2,1,1,3,0,15,9,126,12,2,10,10,12,6,13,20,45,7,68,6,83,32,0,1,0,0,0,21,0,1,2,3,0,17,8,0,158,3,"1"
3,0,14,0,4,1,0,0,1,0,3,1,7,6,95,13,0,7,1,15,1,2,11,31,4,54,1,65,31,0,1,0,0,0,3,0,0,1,0,2,22,1,0,117,5,"0"
9,0,16,0,8,1,0,2,1,0,1,0,16,9,74,9,0,13,5,8,5,3,11,25,6,34,5,62,19,0,4,0,0,1,5,0,0,2,2,3,19,6,0,94,0,"0"
7,0,22,0,12,1,1,0,2,0,5,0,18,10,121,2,2,12,0,8,2,2,20,37,12,56,0,69,27,0,1,0,0,1,5,0,0,1,1,2,18,4,0,166,0,"0"
11,0,33,0,14,3,0,2,5,0,10,0,23,11,105,16,2,27,0,16,4,4,33,50,12,66,7,102,48,0,2,0,0,0,8,0,0,1,2,0,25,3,0,75,4,"0"
13,0,22,0,9,2,0,0,2,0,0,1,21,16,110,9,3,30,0,22,3,2,7,19,9,51,5,92,45,0,5,0,0,0,3,0,0,3,0,2,21,5,0,141,1,"1"
7,0,29,0,13,0,0,1,4,0,5,0,11,17,105,10,1,25,4,5,6,7,48,48,12,70,5,94,53,0,4,1,0,0,13,0,0,0,2,2,21,9,0,91,1,"0"
6,0,17,0,8,1,0,3,2,0,3,0,14,22,85,6,1,18,1,5,7,3,6,15,5,45,9,89,40,0,3,1,0,1,6,0,1,3,4,0,18,6,0,74,2,"1"
10,0,21,0,10,0,0,0,6,2,5,1,10,12,120,11,4,13,4,14,2,5,10,39,10,76,3,64,22,0,1,0,0,1,10,0,1,3,0,1,20,6,0,194,3,"0"
13,0,14,0,4,1,0,0,0,0,6,1,14,15,98,19,0,17,0,15,3,3,18,27,4,55,8,66,28,0,1,1,0,0,6,0,0,2,0,2,7,5,0,166,3,"0"
10,0,12,0,6,1,0,1,2,0,0,0,18,15,63,10,0,21,0,13,3,1,5,22,5,32,8,62,22,0,1,0,0,1,3,0,0,0,2,3,10,1,0,53,1,"1"
10,0,15,0,13,5,0,1,4,0,5,0,12,19,141,9,4,23,2,15,1,5,20,78,12,86,6,93,32,0,5,0,0,0,8,0,0,1,0,2,21,6,0,203,1,"0"
1,0,25,0,16,2,0,1,7,0,2,0,13,13,113,12,1,17,5,9,5,5,26,40,15,65,3,82,34,0,1,0,0,0,11,0,0,2,2,0,17,6,0,130,2,"0"
5,0,20,0,9,5,0,0,4,1,7,0,11,42,115,10,1,20,2,21,5,4,21,40,9,55,7,86,38,0,0,0,0,0,8,0,1,3,1,0,14,8,0,138,0,"0"
8,0,15,0,4,0,0,0,0,0,1,0,11,6,106,8,2,17,2,12,8,5,10,28,4,51,6,80,40,0,1,1,0,3,12,0,0,2,5,0,20,3,0,86,1,"1"
6,0,26,0,11,0,0,1,2,0,6,1,13,6,79,13,0,5,2,4,5,3,9,21,10,45,6,84,37,0,4,0,1,0,4,0,0,2,2,6,13,5,0,113,1,"1"
5,0,14,0,13,1,0,0,4,2,7,1,14,9,115,8,1,8,2,10,1,1,15,52,13,82,4,80,37,0,4,0,0,0,7,0,0,1,0,8,20,4,0,167,0,"0"
4,0,26,0,4,2,0,1,2,1,1,2,18,19,121,15,0,37,0,11,1,2,16,39,3,69,5,85,33,0,1,0,0,0,3,0,0,1,0,1,21,2,0,177,3,"0"
10,0,18,0,5,2,0,1,2,0,3,0,23,34,110,15,1,27,0,8,4,1,17,23,4,54,7,94,44,0,1,1,0,0,8,0,0,2,1,1,15,5,0,120,3,"0"
7,0,31,0,27,4,0,2,17,0,5,0,15,23,168,11,1,17,3,12,7,8,31,83,25,107,6,108,64,1,5,1,0,4,14,0,3,6,1,5,24,8,0,225,1,"0"
4,0,23,0,3,0,0,0,0,0,1,0,13,8,59,9,0,14,0,8,1,1,1,10,3,23,2,67,20,0,2,0,0,1,1,0,0,0,1,1,17,0,0,32,2,"0"
8,0,14,0,4,2,0,1,2,0,0,1,13,24,73,10,0,15,0,17,0,0,13,22,3,43,8,71,33,0,1,0,0,0,3,0,0,0,0,1,18,0,0,56,1,"0"
6,0,20,0,6,2,0,1,2,1,5,1,23,21,115,14,1,16,1,10,5,2,7,34,5,55,6,105,47,0,0,1,0,0,7,0,2,2,3,2,17,7,0,141,2,"1"
13,0,18,0,13,3,0,0,4,1,8,0,10,15,144,15,4,25,4,13,7,6,32,61,13,96,7,92,58,0,5,4,0,0,19,0,0,5,3,4,20,9,0,151,4,"1"
2,0,4,0,2,1,0,1,1,0,3,1,10,26,75,13,3,17,0,9,3,1,5,19,1,36,2,62,25,3,0,1,0,0,3,0,0,1,3,0,18,0,0,93,3,"0"
8,0,19,0,6,3,0,1,1,0,2,1,13,8,118,11,1,19,1,15,2,2,17,42,5,57,6,82,41,0,1,0,0,0,5,0,1,1,1,1,11,3,0,165,0,"1"
9,0,19,0,12,5,0,3,4,1,4,0,11,23,107,10,0,11,2,10,5,2,19,46,9,53,8,83,38,0,2,1,0,0,7,0,0,1,3,1,24,7,0,124,2,"0"
8,0,26,0,9,0,0,1,3,1,3,1,12,17,66,15,1,14,2,22,4,4,19,24,8,31,7,73,36,0,3,0,0,0,5,0,0,1,1,1,10,7,0,53,3,"0"
1,0,14,0,10,0,1,2,3,0,4,0,15,11,95,9,1,21,4,17,3,4,7,27,8,52,4,84,35,0,1,0,0,0,7,0,1,2,1,0,22,6,0,71,1,"0"
13,0,14,0,14,1,0,2,2,0,0,0,16,14,137,7,3,8,1,11,4,1,13,51,12,73,11,75,30,0,1,1,1,0,5,0,0,3,0,2,18,8,0,161,1,"1"
2,0,7,0,9,2,0,2,2,1,4,0,8,27,110,7,1,12,1,9,4,2,22,40,7,56,3,61,24,0,0,0,0,1,5,0,0,1,2,1,13,5,0,156,1,"0"
4,0,14,0,9,2,0,0,4,1,4,0,11,15,112,11,2,15,1,17,1,3,14,44,9,71,2,86,39,0,1,0,1,0,10,0,0,1,0,0,24,4,0,144,1,"0"
3,0,11,0,7,3,0,1,1,0,3,0,13,13,128,15,0,9,1,12,3,3,15,36,6,55,5,76,29,0,2,1,0,0,7,0,0,0,2,0,24,4,0,169,2,"0"
13,0,25,0,9,0,0,2,3,1,4,0,13,9,66,9,3,13,5,13,5,5,19,24,7,38,7,73,34,1,6,1,0,0,9,0,0,3,2,5,15,8,0,35,2,"0"
6,0,16,0,20,1,0,0,7,2,3,1,5,23,121,12,0,17,0,16,2,3,28,40,20,69,4,90,55,0,1,1,1,0,6,0,0,1,1,4,37,7,0,211,3,"0"
3,0,10,0,4,2,0,1,0,0,3,0,20,11,72,7,1,5,0,16,3,0,9,15,3,33,3,60,23,0,2,1,0,0,3,0,0,2,0,0,9,4,0,67,2,"0"
9,0,12,0,12,5,0,5,4,0,3,1,9,35,158,14,1,26,4,19,7,6,14,51,7,68,6,84,41,0,3,0,0,3,11,0,1,4,0,2,27,12,0,177,4,"0"
2,0,20,0,17,3,0,1,6,1,5,1,11,11,117,12,4,9,4,13,7,8,15,39,16,73,3,74,31,0,3,2,0,0,11,0,1,4,3,1,23,12,0,171,2,"1"
5,0,18,0,3,0,0,0,0,0,1,0,8,8,59,15,3,13,0,15,1,0,9,21,3,32,3,60,22,0,1,0,0,0,0,0,0,0,1,0,6,0,0,46,1,"0"
3,0,18,0,4,1,0,0,0,0,5,1,12,19,75,13,1,14,1,10,2,2,20,38,4,40,4,81,33,0,1,0,0,0,6,0,0,1,1,1,17,1,0,79,2,"0"
12,0,22,0,12,4,0,1,8,0,4,1,13,20,125,11,1,29,4,9,5,6,19,49,11,82,6,85,40,0,2,1,0,0,9,0,0,2,3,1,22,5,0,187,3,"0"
5,0,8,0,8,4,0,0,2,0,7,0,16,19,95,11,1,16,1,13,4,5,21,31,8,61,4,78,28,0,1,0,0,2,10,0,0,0,3,0,28,4,0,127,5,"0"
7,0,12,0,13,2,0,2,1,0,2,1,14,26,92,10,0,12,1,15,4,2,7,25,11,53,9,66,22,0,0,1,0,0,5,0,0,3,0,0,19,6,0,120,2,"1"
4,0,20,0,6,3,0,1,3,0,1,0,3,8,114,16,2,13,2,11,1,1,17,58,5,79,3,69,32,2,2,0,0,0,1,0,1,1,0,2,27,1,0,169,3,"0"
2,0,27,0,6,1,0,0,3,0,2,0,12,10,100,16,1,24,3,13,1,1,11,28,6,63,2,91,38,0,5,1,0,0,6,0,0,1,0,1,14,4,0,143,3,"1"
2,0,14,0,5,0,0,0,0,0,3,0,13,14,63,6,2,12,0,17,5,4,40,38,5,51,3,77,38,0,0,0,0,1,11,0,0,0,5,0,19,8,0,188,1,"0"
6,0,15,0,6,7,0,0,0,0,2,0,13,17,36,10,0,20,1,12,3,3,43,26,6,31,0,67,19,0,1,1,1,0,7,0,0,0,3,1,13,23,0,119,2,"1"
1,0,12,0,9,2,0,0,3,0,4,0,8,16,113,8,3,18,4,28,1,2,13,41,9,58,1,91,44,0,1,0,0,0,7,0,0,0,0,5,15,5,0,173,1,"0"
3,0,8,0,8,2,0,0,2,0,3,0,5,14,76,9,0,10,0,23,0,0,10,25,8,41,1,77,34,0,0,0,0,0,0,0,0,0,0,2,28,0,0,90,0,"0"
3,0,23,0,11,3,0,2,3,0,0,0,19,21,110,18,1,13,1,17,2,2,26,40,9,72,4,89,46,0,4,0,0,0,5,0,0,0,2,6,20,3,0,114,2,"0"
10,0,17,0,7,0,0,0,3,0,0,0,11,21,77,16,0,15,2,7,2,4,15,18,7,45,8,65,24,0,1,0,0,0,8,0,0,1,0,2,16,3,0,72,3,"1"
0,0,16,0,10,1,0,2,0,0,1,0,12,7,108,11,3,8,0,9,2,0,11,42,8,56,1,65,33,0,0,0,0,0,4,0,0,0,2,0,15,1,0,155,2,"0"
10,0,16,0,11,2,0,1,2,0,6,0,6,6,120,11,0,8,3,15,0,2,18,35,10,58,7,70,27,0,0,0,0,0,4,0,0,0,0,2,10,1,0,157,1,"0"
7,0,24,0,8,2,0,1,4,1,5,0,15,12,134,8,1,26,2,11,5,4,25,42,7,70,7,92,32,0,1,0,0,0,6,0,2,4,1,3,25,5,0,150,3,"1"
1,0,9,0,10,0,0,1,4,0,3,0,5,16,108,9,1,24,1,17,1,0,11,32,9,44,4,74,27,0,0,0,0,0,2,0,0,0,1,1,15,2,0,149,2,"0"
3,0,20,0,8,2,0,0,3,0,2,0,20,10,129,8,0,15,4,8,3,4,41,55,8,76,4,85,43,0,6,1,0,1,12,0,0,1,1,3,20,5,0,172,1,"0"
8,0,10,0,8,4,0,1,5,0,4,0,8,20,98,7,0,19,1,6,3,4,6,33,7,51,6,64,26,0,1,0,0,0,8,0,1,2,0,1,20,5,0,98,0,"1"
3,0,13,0,18,4,0,6,4,0,5,0,13,20,120,7,1,11,3,12,4,3,22,47,12,67,5,81,42,0,6,1,0,0,8,0,0,2,2,1,39,8,0,144,0,"1"
5,0,24,0,7,0,0,1,2,0,2,1,9,7,63,8,1,7,0,6,1,1,8,23,6,34,2,67,30,0,1,0,0,0,2,0,0,0,2,0,20,2,0,96,0,"0"
15,0,13,0,16,10,0,1,6,0,3,1,6,26,149,10,3,33,8,15,5,3,14,35,15,62,13,82,39,0,5,0,0,1,10,0,0,3,2,11,16,4,0,219,3,"0"
5,0,18,0,4,7,0,1,1,0,6,0,15,16,117,12,0,10,1,25,4,3,42,51,3,73,5,88,40,0,3,1,0,0,10,0,0,1,3,2,24,3,0,158,2,"0"
5,0,22,0,7,2,0,1,4,0,1,1,16,12,102,16,0,13,1,10,3,1,16,41,6,67,3,85,23,0,2,1,0,0,5,0,1,3,0,3,23,5,0,100,3,"1"
3,0,15,0,4,2,0,1,0,0,0,1,18,17,102,17,4,15,1,11,4,3,16,24,3,46,3,70,29,0,1,0,1,0,8,0,1,2,2,2,18,3,0,155,3,"0"
15,0,16,0,8,5,0,0,1,0,4,0,19,12,100,10,1,11,2,14,11,5,29,24,8,56,13,61,22,0,0,2,1,1,14,0,1,4,5,0,13,6,0,136,2,"1"
5,0,13,0,8,4,0,2,0,0,2,0,10,18,116,8,2,1,0,11,2,3,11,34,6,61,5,55,24,0,0,0,0,0,8,0,0,0,1,1,22,4,0,179,3,"0"
20,0,22,0,20,10,0,4,3,1,2,1,22,30,141,7,3,19,3,21,5,3,32,58,16,81,20,103,60,0,3,0,0,1,12,0,0,0,3,3,29,8,0,212,1,"0"
5,0,14,0,5,0,0,1,3,1,2,0,15,11,56,11,0,13,0,13,4,1,3,19,4,36,3,61,25,0,0,0,0,0,3,0,0,3,1,0,20,3,0,32,2,"1"
2,0,11,0,6,0,0,1,3,1,1,0,13,12,123,8,1,5,1,12,3,2,8,40,5,63,3,49,21,0,1,1,0,0,3,0,2,2,1,0,9,5,0,159,0,"0"
7,0,8,0,8,4,0,2,2,1,1,0,10,8,113,7,1,15,2,7,6,4,28,42,6,60,6,64,19,0,3,0,1,0,8,0,0,3,2,1,16,9,0,173,0,"1"
13,0,7,0,17,1,0,4,6,2,2,0,13,20,124,8,0,21,2,6,11,0,8,35,13,60,9,53,16,0,4,3,0,2,14,0,0,6,2,7,13,13,0,161,1,"1"
2,0,8,0,6,4,0,0,2,0,0,0,12,20,112,3,1,12,1,3,3,3,12,23,6,48,2,51,25,0,1,1,0,0,7,0,0,2,2,1,9,3,0,152,0,"0"
4,0,23,0,11,1,0,1,7,0,4,0,14,23,106,9,0,10,2,11,4,2,17,42,10,63,3,81,42,0,0,2,0,0,9,0,1,2,2,0,32,4,0,147,0,"0"
2,0,30,0,3,1,0,0,1,0,2,1,12,10,75,15,2,18,1,11,5,4,10,30,3,59,2,78,34,0,0,0,0,1,8,0,2,3,1,0,14,10,0,98,3,"1"
7,0,14,0,6,2,0,1,2,1,0,1,17,11,115,11,1,15,2,17,4,3,16,37,5,57,8,68,19,0,0,0,1,0,6,0,1,3,1,0,15,7,0,198,4,"1"
4,0,10,0,10,2,0,0,5,0,4,0,11,12,130,15,0,15,4,11,2,3,11,55,10,61,4,71,31,0,4,1,0,0,8,0,1,3,0,2,22,4,0,184,3,"0"
5,0,16,0,9,2,0,1,4,0,1,0,16,23,77,11,1,18,1,13,4,3,9,22,8,45,4,65,28,0,2,1,0,0,6,0,0,4,1,2,23,9,0,94,2,"1"
4,0,19,0,4,2,0,1,2,0,3,1,11,13,81,7,0,5,1,13,3,2,8,23,3,40,3,68,29,0,1,0,1,0,4,0,0,1,2,0,7,2,0,96,2,"0"
8,0,12,0,9,5,0,1,3,0,3,0,17,7,107,17,1,23,1,7,3,4,15,42,8,59,7,82,32,0,1,0,0,1,6,0,0,1,2,0,18,2,0,108,4,"0"
10,0,21,0,7,1,0,3,2,0,2,0,6,15,90,8,0,19,1,11,6,3,12,18,4,37,4,59,22,0,2,0,0,0,5,0,0,3,2,4,16,4,0,106,2,"1"
2,0,34,0,12,2,0,1,6,2,2,2,5,15,143,12,4,11,2,14,7,3,32,48,11,74,1,75,38,0,0,0,1,0,9,0,0,2,5,1,25,5,0,221,3,"0"
4,0,18,0,10,4,0,2,0,1,4,1,15,17,109,13,0,8,0,21,5,3,10,21,8,60,6,81,36,0,1,1,0,3,10,0,1,3,2,1,20,9,0,99,1,"1"
10,0,11,0,12,2,0,0,2,0,2,0,14,12,104,14,2,18,2,14,1,4,19,34,12,48,6,73,34,0,3,0,0,0,8,0,0,0,1,3,20,1,0,75,3,"0"
8,0,9,0,9,2,0,2,2,0,4,0,15,28,79,9,2,12,1,6,3,2,8,19,8,34,6,58,18,0,1,0,0,0,3,0,0,1,1,1,8,4,0,112,2,"0"
5,0,10,0,8,3,0,4,1,2,3,1,13,34,129,12,1,17,3,7,4,2,14,37,4,50,5,72,31,0,1,1,0,0,6,0,0,1,2,0,25,9,0,146,1,"1"
8,0,26,0,3,1,0,0,2,0,1,2,17,15,62,19,1,20,0,16,4,0,7,19,3,30,4,79,31,0,0,0,0,0,1,0,0,0,3,1,24,1,0,90,4,"1"
13,0,21,0,17,5,0,2,7,0,4,0,20,25,144,18,2,17,1,14,3,7,36,55,15,78,9,102,62,0,5,0,0,1,14,0,0,1,1,1,33,6,0,163,3,"0"
6,0,14,0,9,2,0,1,1,0,3,1,17,19,118,21,0,10,0,12,3,5,20,41,8,53,1,68,25,1,2,0,0,0,10,0,0,0,2,3,23,2,0,100,2,"0"
6,0,14,0,4,5,0,2,1,1,2,0,12,12,77,9,1,5,0,8,4,4,12,22,2,45,2,52,25,0,0,1,0,1,6,0,1,3,1,0,10,4,0,95,1,"1"
12,0,19,0,18,2,0,2,4,2,9,0,22,17,133,14,0,19,8,16,5,6,15,48,16,70,12,82,38,0,5,0,0,0,8,0,0,4,1,5,25,13,0,203,5,"1"
3,0,14,0,3,0,0,0,3,0,0,0,16,6,96,12,0,14,1,24,1,1,8,21,3,44,1,80,34,1,1,0,0,0,1,0,0,0,1,1,17,0,0,98,1,"0"
6,0,7,0,5,0,0,1,3,1,3,0,19,9,66,12,0,14,2,19,2,2,3,17,4,38,8,72,35,0,1,1,0,0,4,0,0,2,0,1,29,5,0,40,1,"0"
5,0,7,0,11,1,0,0,6,2,3,0,15,12,123,11,0,15,4,16,0,2,22,49,11,75,5,91,47,0,0,0,0,0,8,0,0,0,0,2,35,2,0,153,2,"0"
10,0,12,0,21,2,0,4,4,2,5,0,14,13,107,13,0,9,3,17,6,6,26,56,17,67,7,83,48,0,3,0,0,0,9,0,1,4,1,4,4,15,0,118,0,"1"
15,0,12,0,15,0,0,1,5,0,3,0,16,11,122,22,1,8,2,11,5,4,25,41,14,68,10,71,23,0,2,0,0,0,7,0,1,3,1,1,26,6,0,121,4,"1"
8,0,12,0,4,1,0,0,1,0,2,0,8,13,71,18,3,14,2,9,4,3,7,16,4,36,4,53,22,0,1,1,1,0,4,0,0,1,3,2,12,4,0,58,4,"0"
5,0,29,0,6,2,0,0,3,0,1,0,16,11,96,20,0,17,1,17,2,2,6,41,6,60,1,102,60,0,2,0,0,0,5,0,0,0,1,1,34,1,0,102,2,"0"
2,0,18,0,19,3,0,1,10,1,10,0,4,18,105,13,6,7,1,6,5,3,21,47,18,75,1,70,36,0,0,0,1,0,8,0,0,3,2,0,28,7,0,104,2,"0"
18,0,8,0,33,7,1,6,4,0,12,0,13,44,157,7,1,13,2,23,11,7,60,73,27,88,16,104,53,0,11,0,1,0,14,0,2,6,5,5,14,24,0,240,1,"1"
8,0,6,0,2,3,0,0,0,0,0,1,19,12,72,12,0,18,0,15,3,0,6,16,2,30,5,76,20,0,0,0,0,1,3,0,0,0,2,0,3,2,0,57,3,"0"
34,0,18,0,16,17,0,3,2,0,5,0,14,24,158,12,2,6,2,13,7,4,40,70,13,52,26,74,41,0,3,0,0,0,7,0,2,5,2,5,4,11,0,275,5,"0"
5,0,8,0,3,0,0,1,1,0,0,0,12,16,72,12,1,24,1,12,2,1,5,19,2,36,7,69,18,0,0,0,1,0,2,0,0,0,1,0,7,2,1,65,3,"0"
4,0,17,0,12,2,0,2,3,0,4,1,8,25,112,19,1,15,5,16,6,4,24,43,10,56,5,78,44,0,3,2,0,1,10,0,1,3,3,5,20,8,0,129,5,"0"
5,0,15,0,10,7,0,1,5,0,5,0,9,16,128,14,0,13,3,11,3,3,20,50,9,71,4,87,53,0,0,0,0,0,9,0,1,1,0,2,28,8,0,134,5,"0"
5,0,29,0,3,0,0,0,0,0,0,0,9,12,54,16,1,19,0,10,3,0,6,21,3,33,5,75,40,0,1,1,0,1,5,0,0,1,1,1,16,3,0,31,3,"1"
8,0,19,0,9,3,0,1,0,2,0,0,11,26,160,11,1,8,3,21,0,2,34,63,8,75,9,84,39,0,5,0,0,0,4,0,0,2,1,3,20,5,0,189,5,"1"
3,0,12,0,7,1,0,2,3,0,5,0,15,19,89,26,2,6,0,18,1,5,3,25,5,42,4,76,28,0,2,0,0,0,7,0,1,1,0,0,16,4,0,70,5,"0"
1,0,17,0,12,1,0,3,3,0,8,0,8,21,83,20,0,15,3,14,6,4,12,40,9,53,2,73,37,0,5,0,0,2,8,0,2,4,2,6,19,9,0,116,4,"0"
5,0,10,0,10,0,0,3,0,1,7,0,12,16,88,16,2,21,1,5,7,3,8,27,7,47,5,73,33,0,2,0,0,0,7,0,0,2,3,2,12,6,0,65,2,"1"
4,0,22,0,5,1,0,0,2,0,6,0,5,10,87,14,3,13,1,22,3,0,10,39,5,54,6,79,38,0,2,1,0,0,2,0,0,2,1,3,7,2,0,100,0,"0"
5,0,20,0,3,3,0,0,1,0,0,1,6,12,80,17,2,17,1,9,1,2,7,26,3,46,5,54,28,0,1,0,1,0,2,0,0,1,0,2,11,1,0,82,4,"0"
5,0,7,0,11,6,0,0,3,0,1,0,8,22,79,13,1,6,2,10,1,3,15,29,11,35,3,53,28,0,0,0,0,0,6,0,1,1,0,0,14,5,0,108,1,"0"
2,0,17,0,5,1,0,0,3,0,5,0,18,14,66,22,1,15,3,11,8,4,5,27,5,44,4,79,28,0,2,0,0,2,5,0,3,3,4,5,27,4,0,40,2,"1"
4,0,10,0,5,4,0,0,1,0,6,0,14,25,43,20,1,11,1,12,4,3,7,18,5,25,2,64,36,0,3,0,1,0,6,0,0,1,2,5,17,4,0,24,4,"1"
8,0,32,0,14,2,0,4,1,1,2,2,13,23,99,17,1,19,1,17,5,1,17,32,10,51,7,85,43,0,9,0,0,0,6,0,0,1,2,6,17,8,0,86,4,"1"
4,0,17,0,17,2,0,0,8,0,8,0,18,5,112,14,3,10,2,12,4,3,26,47,17,81,3,94,45,0,2,0,0,0,8,0,0,0,3,6,22,3,0,130,3,"0"
17,0,11,0,29,15,0,0,5,0,8,0,11,22,141,7,0,7,6,11,6,8,74,67,29,80,16,69,45,0,7,1,0,0,14,0,2,2,3,9,12,12,0,246,0,"0"
25,0,12,0,16,9,0,2,1,0,3,0,6,20,129,15,2,21,4,17,11,5,28,43,14,66,19,76,28,0,6,1,0,0,12,0,0,4,6,13,19,13,0,215,1,"1"
2,0,16,0,4,0,0,0,2,0,0,0,14,6,77,12,3,19,1,13,4,2,7,16,4,45,5,66,27,0,2,0,0,2,4,0,2,1,2,1,12,5,0,90,1,"0"
