"id","position_cluster"
"112938","Left-Sided Attacker"
"11295","Right-Sided Midfielder/Fullback"
"11295","Central Defender"
"112955","Left-Sided Midfielder/Fullback"
"11297","Right-Sided Midfielder/Fullback"
"113277","Central Forward"
"113277","Central Midfielder"
"113277","Left-Sided Attacker"
"113277","Right-Sided Attacker"
"11330","Right-Sided Midfielder/Fullback"
"113381","Central Midfielder"
"113381","Central Forward"
"113389","Central Defender"
"113439","Central Defender"
"113512","Central Forward"
"11355","Central Forward"
"113555","Left-Sided Attacker"
"113555","Right-Sided Attacker"
"11365","Left-Sided Midfielder/Fullback"
"11382","Central Forward"
"11407","Central Forward"
"11407","Left-Sided Attacker"
"11415","Central Defender"
"11416","Central Defender"
"11416","Central Midfielder"
"11418","Right-Sided Attacker"
"11418","Left-Sided Attacker"
"11419","Central Midfielder"
"11443","Left-Sided Attacker"
"114556","Central Defender"
"114620","Left-Sided Midfielder/Fullback"
"114656","Central Forward"
"114666","Right-Sided Midfielder/Fullback"
"114697","Central Defender"
"11472","Central Forward"
"11472","Left-Sided Attacker"
"11472","Right-Sided Attacker"
"11473","Central Midfielder"
"114734","Left-Sided Attacker"
"114791","Left-Sided Midfielder/Fullback"
"114791","Central Midfielder"
"114791","Left-Sided Attacker"
"114791","Right-Sided Attacker"
"11488","Right-Sided Midfielder/Fullback"
"11488","Left-Sided Midfielder/Fullback"
"11490","Central Defender"
"11496","Central Midfielder"
"11498","Central Forward"
"11498","Central Midfielder"
"114985","Right-Sided Attacker"
"114985","Left-Sided Attacker"
"11502","Left-Sided Attacker"
"11502","Central Midfielder"
"115092","Right-Sided Attacker"
"115092","Central Forward"
"115092","Left-Sided Attacker"
"115101","Right-Sided Midfielder/Fullback"
"115101","Left-Sided Midfielder/Fullback"
"115120","Left-Sided Midfielder/Fullback"
"115120","Central Defender"
"115120","Central Midfielder"
"115149","Central Forward"
"115167","Left-Sided Midfielder/Fullback"
"115184","Right-Sided Midfielder/Fullback"
"115229","Central Defender"
"11524","Central Midfielder"
"115327","Central Defender"
"11537","Central Midfielder"
"11538","Left-Sided Attacker"
"11538","Central Midfielder"
"11538","Right-Sided Attacker"
"115381","Left-Sided Midfielder/Fullback"
"115391","Central Midfielder"
"115415","Central Forward"
"11545","Central Forward"
"115512","Central Midfielder"
"115532","Right-Sided Midfielder/Fullback"
"115532","Central Midfielder"
"11567","Left-Sided Midfielder/Fullback"
"11586","Right-Sided Midfielder/Fullback"
"11586","Central Defender"
"11593","Left-Sided Attacker"
"11593","Central Midfielder"
"11599","Right-Sided Midfielder/Fullback"
"11599","Left-Sided Midfielder/Fullback"
"11600","Central Forward"
"11614","Left-Sided Midfielder/Fullback"
"11619","Central Midfielder"
"116201","Central Forward"
"11632","Central Defender"
"11641","Left-Sided Midfielder/Fullback"
"11641","Central Midfielder"
"11642","Central Defender"
"116482","Left-Sided Midfielder/Fullback"
"116482","Right-Sided Midfielder/Fullback"
"11649","Left-Sided Midfielder/Fullback"
"116576","Central Forward"
"116576","Central Midfielder"
"11679","Right-Sided Attacker"
"11679","Central Midfielder"
"11690","Right-Sided Attacker"
"11690","Central Forward"
"11690","Left-Sided Attacker"
"11702","Central Midfielder"
"11708","Left-Sided Attacker"
"11708","Right-Sided Attacker"
"11726","Central Defender"
"11726","Central Midfielder"
"11728","Central Midfielder"
"11731","Central Midfielder"
"11735","Central Forward"
"11746","Central Defender"
"11746","Left-Sided Midfielder/Fullback"
"11752","Central Midfielder"
"11753","Left-Sided Midfielder/Fullback"
"11756","Central Midfielder"
"11756","Left-Sided Attacker"
"11759","Central Defender"
"11780","Central Midfielder"
"11780","Right-Sided Midfielder/Fullback"
"11782","Right-Sided Attacker"
"11782","Left-Sided Attacker"
"11794","Left-Sided Midfielder/Fullback"
"11803","Central Defender"
"11810","Central Forward"
"11810","Central Midfielder"
"11830","Left-Sided Attacker"
"11833","Right-Sided Attacker"
"11833","Left-Sided Attacker"
"11836","Central Forward"
"11843","Central Midfielder"
"11859","Central Forward"
"118640","Central Midfielder"
"118775","Left-Sided Attacker"
"118775","Central Forward"
"118775","Right-Sided Attacker"
"118779","Central Midfielder"
"118781","Central Forward"
"11913","Central Defender"
"119308","Central Forward"
"119403","Central Midfielder"
"119403","Central Forward"
"11944","Central Midfielder"
"120010","Central Midfielder"
"12003","Central Midfielder"
"120111","Central Defender"
"120112","Right-Sided Midfielder/Fullback"
"120112","Central Midfielder"
"120172","Central Forward"
"120316","Central Defender"
"120746","Central Defender"
"120838","Central Midfielder"
"121074","Right-Sided Attacker"
"121074","Left-Sided Attacker"
"121076","Central Midfielder"
"121144","Right-Sided Attacker"
"121144","Central Midfielder"
"121144","Left-Sided Attacker"
"121264","Central Midfielder"
"121291","Right-Sided Attacker"
"121459","Right-Sided Midfielder/Fullback"
"121529","Right-Sided Attacker"
"121573","Right-Sided Attacker"
"121698","Central Defender"
"121873","Right-Sided Midfielder/Fullback"
"121873","Central Midfielder"
"121926","Left-Sided Midfielder/Fullback"
"121926","Central Defender"
"122047","Central Forward"
"122047","Left-Sided Attacker"
"122142","Central Defender"
"122142","Left-Sided Midfielder/Fullback"
"122142","Right-Sided Midfielder/Fullback"
"122152","Left-Sided Attacker"
"122152","Central Midfielder"
"122156","Right-Sided Attacker"
"122156","Right-Sided Midfielder/Fullback"
"122214","Central Defender"
"122214","Right-Sided Midfielder/Fullback"
"122216","Central Defender"
"122216","Left-Sided Midfielder/Fullback"
"122227","Central Defender"
"122231","Left-Sided Attacker"
"122313","Central Defender"
"122319","Central Forward"
"122345","Central Defender"
"122603","Central Midfielder"
"122696","Central Midfielder"
"122767","Central Midfielder"
"122768","Central Defender"
"122788","Left-Sided Attacker"
"122788","Central Forward"
"122788","Central Midfielder"
"12282","Left-Sided Attacker"
"12282","Left-Sided Midfielder/Fullback"
"122866","Central Forward"
"12294","Right-Sided Attacker"
"12294","Left-Sided Attacker"
"122978","Central Midfielder"
"123006","Central Midfielder"
"123019","Central Forward"
"123021","Central Defender"
"123075","Right-Sided Attacker"
"123075","Left-Sided Attacker"
"123075","Left-Sided Midfielder/Fullback"
"123086","Left-Sided Attacker"
"123086","Central Midfielder"
"123090","Right-Sided Attacker"
"123090","Left-Sided Attacker"
"123132","Left-Sided Midfielder/Fullback"
"12319","Central Forward"
"123228","Left-Sided Midfielder/Fullback"
"123228","Left-Sided Attacker"
"123274","Right-Sided Attacker"
"123274","Central Forward"
"123396","Central Defender"
"123401","Left-Sided Midfielder/Fullback"
"123403","Central Midfielder"
"123406","Central Defender"
"123409","Central Defender"
"123410","Central Forward"
"123446","Central Midfielder"
"123449","Central Midfielder"
"123449","Central Defender"
"123580","Central Defender"
"123689","Central Midfielder"
"123699","Central Midfielder"
"123699","Left-Sided Midfielder/Fullback"
"123729","Central Midfielder"
"123730","Right-Sided Attacker"
"123730","Left-Sided Attacker"
"123734","Right-Sided Attacker"
"123734","Left-Sided Attacker"
"123734","Left-Sided Midfielder/Fullback"
"123739","Right-Sided Attacker"
"123739","Left-Sided Attacker"
"1239","Central Midfielder"
"123915","Central Defender"
"123925","Left-Sided Midfielder/Fullback"
"123925","Right-Sided Midfielder/Fullback"
"123948","Right-Sided Midfielder/Fullback"
"124613","Central Midfielder"
"124613","Central Defender"
"124643","Central Midfielder"
"124701","Central Defender"
"124882","Central Midfielder"
"124959","Central Defender"
"125083","Central Defender"
"125083","Left-Sided Midfielder/Fullback"
"125173","Central Forward"
"125173","Left-Sided Attacker"
"125355","Central Defender"
"125436","Central Forward"
"125487","Central Defender"
"125807","Central Forward"
"125945","Left-Sided Midfielder/Fullback"
"126049","Central Defender"
"126096","Central Defender"
"126118","Right-Sided Attacker"
"126118","Left-Sided Attacker"
"126162","Left-Sided Midfielder/Fullback"
"126162","Right-Sided Midfielder/Fullback"
"126207","Central Forward"
"126222","Right-Sided Attacker"
"126222","Left-Sided Attacker"
"126236","Central Midfielder"
"126395","Right-Sided Midfielder/Fullback"
"126398","Right-Sided Midfielder/Fullback"
"126466","Right-Sided Midfielder/Fullback"
"126514","Right-Sided Midfielder/Fullback"
"126553","Right-Sided Midfielder/Fullback"
"126800","Right-Sided Attacker"
"126800","Left-Sided Attacker"
"126831","Central Midfielder"
"126831","Central Defender"
"126841","Central Forward"
"126878","Right-Sided Midfielder/Fullback"
"126878","Right-Sided Attacker"
"126888","Central Defender"
"126923","Right-Sided Midfielder/Fullback"
"127021","Central Defender"
"127028","Central Defender"
"127028","Left-Sided Midfielder/Fullback"
"127076","Central Defender"
"127124","Right-Sided Midfielder/Fullback"
"127124","Left-Sided Midfielder/Fullback"
"127181","Central Midfielder"
"127189","Central Defender"
"127225","Central Midfielder"
"127243","Central Defender"
"127243","Right-Sided Midfielder/Fullback"
"127263","Central Defender"
"127263","Central Midfielder"
"127266","Left-Sided Attacker"
"127266","Left-Sided Midfielder/Fullback"
"127274","Left-Sided Midfielder/Fullback"
"127274","Right-Sided Midfielder/Fullback"
"127275","Right-Sided Attacker"
"127275","Left-Sided Attacker"
"127280","Central Midfielder"
"127296","Central Forward"
"127298","Central Defender"
"127298","Left-Sided Midfielder/Fullback"
"127510","Central Forward"
"127510","Right-Sided Attacker"
"127597","Central Defender"
"127597","Left-Sided Midfielder/Fullback"
"127602","Central Midfielder"
"127610","Left-Sided Midfielder/Fullback"
"12764","Left-Sided Attacker"
"12764","Central Forward"
"12764","Central Midfielder"
"127642","Central Midfielder"
"127675","Central Midfielder"
"127706","Right-Sided Midfielder/Fullback"
"127724","Central Midfielder"
"127745","Central Midfielder"
"127853","Right-Sided Midfielder/Fullback"
"127905","Right-Sided Midfielder/Fullback"
"127906","Left-Sided Attacker"
"127906","Central Midfielder"
"127917","Central Forward"
"127917","Central Midfielder"
"127928","Central Midfielder"
"127929","Central Midfielder"
"127932","Central Midfielder"
"127961","Central Forward"
"127983","Central Forward"
"12799","Left-Sided Midfielder/Fullback"
"127998","Central Forward"
"128005","Central Forward"
"128024","Central Midfielder"
"128024","Central Forward"
"128024","Left-Sided Attacker"
"128083","Central Defender"
"128142","Central Midfielder"
"128156","Right-Sided Attacker"
"128156","Central Midfielder"
"128156","Left-Sided Attacker"
"128195","Central Forward"
"128195","Central Midfielder"
"128195","Left-Sided Attacker"
"128320","Left-Sided Attacker"
"128320","Right-Sided Attacker"
"128357","Right-Sided Midfielder/Fullback"
"128359","Central Forward"
"128372","Central Defender"
"128378","Central Defender"
"128378","Left-Sided Midfielder/Fullback"
"128393","Right-Sided Midfielder/Fullback"
"128393","Central Midfielder"
"128393","Left-Sided Midfielder/Fullback"
"128425","Central Defender"
"128476","Right-Sided Midfielder/Fullback"
"128476","Central Defender"
"128476","Left-Sided Midfielder/Fullback"
"128519","Left-Sided Midfielder/Fullback"
"128519","Right-Sided Midfielder/Fullback"
"128531","Central Defender"
"128537","Right-Sided Attacker"
"128539","Central Forward"
"128543","Right-Sided Midfielder/Fullback"
"128543","Central Midfielder"
"128554","Right-Sided Midfielder/Fullback"
"128554","Central Midfielder"
"128560","Right-Sided Midfielder/Fullback"
"128560","Left-Sided Midfielder/Fullback"
"128563","Central Defender"
"128569","Central Defender"
"128645","Left-Sided Midfielder/Fullback"
"128745","Central Defender"
"128745","Central Midfielder"
"128745","Right-Sided Midfielder/Fullback"
"128747","Left-Sided Attacker"
"128747","Central Midfielder"
"128747","Right-Sided Attacker"
"12880","Central Defender"
"12882","Central Defender"
"12885","Left-Sided Midfielder/Fullback"
"128985","Central Midfielder"
"128990","Central Midfielder"
"129023","Central Defender"
"129023","Left-Sided Midfielder/Fullback"
"129055","Right-Sided Attacker"
"129055","Central Forward"
"129055","Left-Sided Attacker"
"129057","Left-Sided Midfielder/Fullback"
"129064","Central Midfielder"
"129069","Left-Sided Midfielder/Fullback"
"129070","Left-Sided Midfielder/Fullback"
"129070","Right-Sided Midfielder/Fullback"
"129073","Right-Sided Attacker"
"129073","Left-Sided Attacker"
"12923","Central Midfielder"
"129241","Right-Sided Attacker"
"129241","Left-Sided Attacker"
"129319","Central Defender"
"1294","Central Defender"
"12954","Central Defender"
"129661","Central Midfielder"
"129713","Central Defender"
"129772","Right-Sided Attacker"
"129772","Central Forward"
"129772","Left-Sided Attacker"
"129820","Central Defender"
"129836","Central Defender"
"129859","Right-Sided Attacker"
"129859","Central Forward"
"129863","Central Midfielder"
"129883","Central Defender"
"129883","Left-Sided Midfielder/Fullback"
"129890","Right-Sided Attacker"
"129890","Left-Sided Attacker"
"129890","Right-Sided Midfielder/Fullback"
"129916","Central Midfielder"
"129963","Central Midfielder"
"129973","Central Defender"
"130072","Central Defender"
"130087","Left-Sided Midfielder/Fullback"
"130089","Central Midfielder"
"130089","Left-Sided Attacker"
"130197","Central Defender"
"130197","Central Midfielder"
"130215","Central Midfielder"
"130245","Central Defender"
"130245","Right-Sided Midfielder/Fullback"
"130262","Central Defender"
"130411","Central Midfielder"
"130411","Central Defender"
"13053","Central Midfielder"
"130837","Central Defender"
"130885","Left-Sided Midfielder/Fullback"
"130885","Central Midfielder"
"130921","Central Midfielder"
"130988","Central Defender"
"131021","Central Forward"
"131098","Central Midfielder"
"131103","Central Forward"
"131103","Left-Sided Attacker"
"131103","Right-Sided Attacker"
"131147","Central Defender"
"131284","Central Defender"
"131284","Central Midfielder"
"131329","Central Midfielder"
"131329","Left-Sided Attacker"
"131329","Right-Sided Attacker"
"131330","Central Forward"
"131346","Central Midfielder"
"131348","Central Forward"
"131348","Right-Sided Attacker"
"131359","Central Midfielder"
"131423","Left-Sided Midfielder/Fullback"
"131423","Left-Sided Attacker"
"13146","Central Forward"
"13146","Central Midfielder"
"13146","Left-Sided Attacker"
"13146","Right-Sided Attacker"
"13147","Central Forward"
"131557","Central Forward"
"131563","Right-Sided Midfielder/Fullback"
"131567","Right-Sided Midfielder/Fullback"
"131663","Central Defender"
"131670","Central Midfielder"
"131737","Central Defender"
"13192","Central Forward"
"131952","Central Midfielder"
"131952","Left-Sided Midfielder/Fullback"
"132037","Central Midfielder"
"132071","Central Forward"
"13214","Central Midfielder"
"132207","Central Midfielder"
"132207","Right-Sided Midfielder/Fullback"
"13231","Central Defender"
"13231","Central Midfielder"
"132312","Right-Sided Attacker"
"132312","Central Midfielder"
"132313","Left-Sided Midfielder/Fullback"
"132313","Central Midfielder"
"13235","Central Midfielder"
"13273","Central Defender"
"132792","Right-Sided Attacker"
"132792","Central Midfielder"
"132829","Left-Sided Attacker"
"132829","Central Forward"
"132829","Right-Sided Attacker"
"132835","Right-Sided Attacker"
"132835","Left-Sided Attacker"
"13312","Central Defender"
"133262","Central Forward"
"133356","Left-Sided Midfielder/Fullback"
"133359","Central Midfielder"
"133426","Central Defender"
"133540","Central Midfielder"
"133543","Central Defender"
"133565","Central Forward"
"133717","Right-Sided Midfielder/Fullback"
"133717","Right-Sided Attacker"
"13377","Left-Sided Midfielder/Fullback"
"13378","Central Defender"
"13381","Left-Sided Midfielder/Fullback"
"13381","Central Defender"
"133828","Right-Sided Attacker"
"133934","Central Midfielder"
"133976","Right-Sided Midfielder/Fullback"
"13400","Central Defender"
"134024","Right-Sided Midfielder/Fullback"
"134067","Right-Sided Midfielder/Fullback"
"134067","Central Defender"
"134072","Right-Sided Midfielder/Fullback"
"134072","Central Defender"
"134080","Right-Sided Attacker"
"134084","Left-Sided Midfielder/Fullback"
"13410","Right-Sided Attacker"
"13410","Right-Sided Midfielder/Fullback"
"134118","Right-Sided Midfielder/Fullback"
"134168","Right-Sided Midfielder/Fullback"
"134175","Right-Sided Midfielder/Fullback"
"134181","Central Defender"
"134184","Central Forward"
"134184","Right-Sided Attacker"
